@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R6,10,14,17'

@attribute At6 numeric
@attribute At10 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
75,15,2,2
78,47,0,5
75,42,0,3
72,0,57,8
63,74,23,4
24,23,100,0
100,60,20,1
91,16,36,8
55,0,43,6
71,0,42,7
48,0,21,6
85,17,32,7
19,26,100,0
11,33,92,8
33,32,100,8
40,7,100,8
75,0,68,0
100,71,35,9
96,75,25,1
85,58,1,5
57,79,42,4
81,0,32,7
0,33,100,0
100,64,5,9
43,34,51,0
64,0,51,6
85,21,0,2
79,53,0,5
100,23,5,1
84,74,21,1
93,31,17,7
65,0,47,8
66,3,5,2
38,57,39,4
72,19,18,2
72,0,59,8
0,44,93,0
72,0,48,7
55,99,40,4
60,0,69,8
48,0,31,6
9,23,97,0
68,19,24,2
82,44,0,3
73,95,30,9
76,0,5,1
55,0,30,6
77,44,0,3
84,43,0,3
88,47,0,5
96,16,39,7
40,0,84,5
74,0,33,7
86,15,32,7
64,41,28,4
96,50,0,5
13,26,100,0
47,0,23,6
65,99,23,9
85,20,1,2
93,55,0,5
87,8,24,7
54,0,91,5
100,52,0,5
80,4,2,1
86,0,48,8
52,75,32,4
31,24,94,5
41,0,39,6
27,16,89,0
93,44,6,3
78,40,0,3
64,0,35,6
52,0,83,8
53,0,24,6
42,15,93,5
79,48,14,3
74,81,30,4
56,5,18,6
82,11,19,2
83,15,4,1
82,56,0,9
75,0,55,8
74,12,3,2
100,61,20,1
79,0,66,8
22,39,100,5
77,0,40,7
81,35,10,2
21,30,95,8
100,71,23,1
20,16,100,0
87,43,0,3
70,0,28,6
91,22,3,2
0,50,92,0
83,39,4,3
82,75,0,9
43,43,36,4
0,59,95,0
100,69,18,9
74,76,0,9
94,43,2,2
87,26,4,2
88,42,7,3
69,0,28,7
39,9,90,8
68,11,25,6
0,46,100,8
23,42,100,8
76,80,26,1
100,60,19,1
79,41,0,3
98,50,8,3
57,14,0,2
81,52,0,9
89,70,9,9
52,0,35,6
47,0,90,8
48,0,30,6
93,9,1,1
89,18,8,2
52,0,31,6
82,13,3,2
49,0,21,6
57,75,31,4
51,13,40,7
100,38,0,1
82,0,44,8
67,0,56,8
51,9,32,6
52,37,30,4
90,66,8,9
51,43,32,4
40,1,28,6
76,0,36,8
46,9,85,8
59,63,25,4
50,5,24,6
100,85,11,9
85,68,39,9
87,18,5,2
69,0,41,6
77,45,0,3
19,22,99,0
0,57,88,0
75,43,0,3
64,2,18,2
80,41,0,3
91,10,0,1
100,74,25,1
35,2,32,6
4,75,90,0
71,23,3,2
88,24,4,2
40,0,79,0
83,75,25,1
68,0,39,8
77,35,0,3
87,53,14,5
14,29,100,0
0,60,100,0
100,25,4,1
88,43,5,3
32,24,87,5
81,49,14,3
61,0,44,6
73,94,11,9
70,0,46,7
60,61,25,4
65,0,53,8
39,27,94,5
68,13,22,2
48,14,100,8
0,68,97,0
69,56,0,9
93,15,2,1
43,28,29,4
34,38,43,4
39,42,32,4
91,75,26,1
98,65,11,9
94,41,42,8
78,11,7,2
45,58,24,4
69,74,20,9
50,0,22,6
74,0,54,8
100,6,47,8
92,75,22,9
76,41,0,3
72,13,1,2
100,9,0,1
88,41,0,3
0,50,100,0
100,54,39,9
20,22,100,0
49,34,42,4
46,81,43,4
91,26,6,2
27,28,100,8
100,18,38,7
100,66,22,7
79,0,2,1
40,57,32,4
29,35,99,5
73,67,0,9
13,25,100,0
21,34,100,0
60,0,90,0
36,10,88,5
44,0,95,5
63,30,18,4
6,45,100,5
87,44,0,3
57,4,25,6
59,1,18,6
41,10,75,8
51,0,54,8
88,19,30,7
80,8,24,7
31,15,83,8
95,66,2,5
82,0,51,8
80,48,16,1
5,49,100,0
19,34,100,8
21,14,79,0
76,57,4,9
73,42,29,4
10,36,87,5
6,42,96,5
63,72,31,4
75,52,6,3
87,45,0,5
100,29,21,8
31,27,91,8
68,60,10,9
63,0,69,8
81,30,0,2
23,38,100,8
0,62,90,0
93,71,0,9
53,0,39,6
88,15,5,2
0,50,100,0
53,72,46,4
37,42,35,4
100,17,0,1
22,30,90,5
83,17,7,2
77,25,3,2
54,57,28,4
76,11,1,2
73,15,32,7
46,50,33,4
75,81,27,1
55,83,25,4
62,0,24,6
85,91,30,1
81,43,0,3
31,16,37,4
94,48,12,3
100,73,31,9
100,50,0,8
72,10,13,2
98,60,7,3
8,41,100,8
100,51,0,3
83,47,0,3
82,5,7,2
34,17,94,8
54,0,88,5
4,30,100,0
40,9,100,5
90,52,7,5
69,48,2,3
70,6,26,6
78,91,33,1
33,20,100,5
55,0,82,0
100,55,0,3
49,0,41,6
41,18,35,4
19,34,100,8
77,23,7,2
92,40,0,3
52,0,68,8
68,0,51,8
13,26,100,0
67,0,41,7
72,12,0,2
40,11,98,5
68,32,34,4
100,66,22,1
0,75,96,0
36,20,96,5
23,31,96,8
57,40,29,4
52,0,35,6
5,34,100,0
82,75,25,1
59,40,27,4
26,22,100,0
79,47,16,1
37,43,35,4
89,51,32,9
100,70,28,9
7,35,100,8
100,59,0,8
22,30,100,0
90,74,21,1
71,9,2,2
23,37,92,5
24,21,100,0
91,24,7,1
79,51,0,5
61,4,20,6
0,59,100,0
24,33,100,5
36,25,100,0
32,25,96,5
85,45,6,3
62,0,35,2
84,29,1,2
60,1,1,2
88,51,8,5
40,40,34,4
100,38,43,8
29,20,100,8
65,0,17,2
0,56,100,0
44,5,89,5
45,0,27,6
100,35,15,2
60,0,38,6
100,61,0,8
98,62,21,7
100,59,0,5
82,2,36,8
90,53,4,3
100,44,44,8
52,0,27,6
34,6,26,6
100,13,45,8
100,17,0,1
81,76,0,9
100,58,9,9
100,49,0,1
12,33,100,8
61,0,95,5
30,32,100,0
34,25,91,8
66,0,57,8
55,0,33,6
75,25,21,2
77,22,19,6
75,97,32,1
87,44,8,1
78,0,55,7
89,76,20,9
84,24,0,2
80,40,0,3
100,68,23,1
40,30,36,4
84,71,0,9
49,0,27,2
44,62,48,4
69,0,25,7
57,51,23,4
90,45,0,3
29,17,94,0
6,30,100,0
100,76,24,1
82,76,26,1
51,0,19,6
82,40,1,3
80,72,20,9
55,19,27,4
100,64,23,7
79,68,34,9
100,26,6,1
1,34,100,0
70,0,53,7
69,0,44,7
55,0,99,5
72,0,43,7
80,43,0,3
74,0,45,7
41,34,31,4
9,42,100,8
85,33,0,3
77,36,0,3
0,37,100,0
80,76,26,1
71,10,25,6
100,78,27,9
52,38,38,4
95,63,15,5
99,61,20,7
58,1,41,6
44,0,60,0
84,75,24,1
0,54,100,0
46,0,32,6
48,65,31,4
20,26,97,8
32,20,85,8
0,78,72,0
77,69,15,9
51,32,37,4
46,44,32,4
66,0,54,8
57,1,21,6
46,64,32,4
34,2,72,0
76,90,30,1
83,90,32,1
0,76,69,0
85,75,23,1
74,10,13,2
0,55,100,0
63,0,24,7
4,31,100,0
95,53,0,5
49,0,37,6
72,0,46,7
85,84,28,1
46,0,61,8
48,0,30,6
67,3,14,2
82,65,0,9
91,78,20,9
100,58,0,9
84,22,24,7
54,41,32,4
55,71,0,9
85,26,4,2
74,8,0,2
38,52,41,4
100,22,30,7
41,8,90,0
91,74,23,1
94,49,11,3
61,41,24,4
58,6,14,6
80,83,28,1
90,0,32,7
81,17,27,7
41,11,100,8
63,25,24,4
75,77,26,1
48,48,29,4
100,27,35,8
70,50,0,9
68,6,23,6
54,46,32,4
37,16,100,0
71,9,8,2
50,0,83,5
91,75,25,1
57,0,25,6
57,30,28,4
67,0,47,8
77,46,0,3
100,10,0,1
81,77,24,1
95,32,24,7
100,50,2,1
81,35,0,3
78,0,55,7
76,46,0,3
63,0,39,7
16,46,100,5
17,19,92,0
100,43,0,3
63,27,0,3
0,46,100,0
73,25,0,2
90,42,0,3
20,18,94,0
100,63,22,7
26,41,46,4
89,0,32,7
100,69,21,1
100,64,11,5
44,35,34,4
73,47,0,3
84,13,2,2
78,0,35,7
69,0,60,0
90,39,1,2
50,0,79,8
66,0,29,6
27,20,95,0
100,75,25,7
44,0,39,6
69,0,45,7
47,11,96,5
76,17,0,2
100,65,21,1
72,0,41,8
100,48,7,3
100,69,32,9
20,25,95,0
100,31,0,1
72,0,31,7
42,0,28,6
71,1,6,2
46,0,82,0
100,54,2,1
83,78,0,9
51,0,33,6
0,51,100,0
56,0,22,6
100,60,0,5
99,86,29,7
76,10,31,7
73,10,27,6
71,0,93,5
91,75,23,1
34,71,45,4
72,40,0,3
38,20,32,4
100,22,27,8
97,75,26,1
91,74,23,1
42,4,28,6
91,40,5,3
72,31,26,4
100,69,21,1
20,21,100,0
54,0,40,6
67,0,96,5
72,49,0,9
87,48,0,3
28,25,100,0
100,12,6,1
66,12,19,6
86,43,8,3
100,68,40,9
44,37,33,4
94,8,40,8
39,15,98,5
79,84,26,1
89,20,2,1
100,78,2,9
99,59,9,5
93,43,0,3
0,41,100,8
79,66,15,9
46,14,93,5
92,40,1,3
44,46,33,4
92,31,0,2
10,20,97,0
68,78,0,9
85,21,16,2
81,48,0,3
59,9,22,6
0,73,65,0
49,0,81,0
94,52,12,3
88,4,0,1
71,15,0,2
84,44,0,3
9,40,100,8
60,0,21,6
86,36,2,5
99,57,0,5
50,75,41,4
75,6,30,6
74,44,0,3
86,50,0,5
69,49,23,4
95,20,32,7
0,47,100,0
26,39,39,4
81,1,33,8
38,78,40,4
66,29,24,4
64,0,48,8
100,60,20,1
60,0,25,2
81,0,31,7
82,76,25,1
100,58,7,1
94,27,25,7
77,75,25,1
75,0,34,7
76,35,0,3
87,75,25,1
73,40,0,3
99,52,0,3
63,0,24,6
13,33,100,8
92,35,1,2
74,91,24,9
86,16,33,7
55,0,30,6
61,5,20,6
78,0,37,7
95,49,0,5
100,68,29,9
67,71,0,9
100,19,38,8
0,71,91,0
57,12,19,6
88,28,0,2
53,0,38,6
81,83,27,9
77,48,0,9
35,4,43,6
69,14,17,6
73,24,32,4
90,31,0,3
91,47,0,3
0,53,100,8
82,0,49,7
