@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,12,14,17'

@attribute At5 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
72,61,94,5
100,9,0,3
0,35,17,1
16,84,100,0
97,68,36,9
59,68,97,5
100,19,0,3
26,8,38,8
0,41,46,4
25,53,17,9
2,20,34,6
55,11,1,2
88,42,83,5
0,81,100,0
12,71,100,0
0,70,100,0
0,100,78,0
53,68,95,5
0,49,23,4
100,74,40,9
0,34,77,0
93,0,31,7
100,13,0,3
79,0,4,1
0,65,34,4
100,26,8,3
26,0,21,6
40,64,32,4
100,14,3,3
5,82,40,4
21,15,53,8
52,29,34,7
59,14,5,1
24,0,33,8
80,25,0,3
33,100,74,0
25,7,28,6
42,66,34,1
64,72,94,5
100,13,28,7
56,20,1,3
63,17,10,2
100,71,35,9
100,38,74,8
68,39,18,2
0,33,80,0
57,40,14,9
4,96,79,0
38,0,16,6
32,0,5,1
100,0,1,1
77,52,100,5
70,71,86,5
71,53,24,9
4,13,49,8
43,94,100,8
45,100,97,0
60,59,98,5
79,21,0,3
0,13,55,8
90,24,0,3
18,26,0,9
100,0,30,7
85,10,0,3
68,100,63,0
100,16,50,8
25,30,58,8
93,22,5,3
95,29,14,3
100,9,1,1
100,6,38,7
56,22,0,9
100,0,29,7
0,58,92,0
38,77,100,8
0,47,12,9
0,2,45,8
71,13,0,3
30,22,27,6
66,7,3,1
76,15,5,2
73,52,26,1
85,50,24,1
0,56,28,4
0,57,22,9
82,18,0,3
0,67,33,9
56,0,2,2
0,56,95,0
54,70,98,5
79,49,23,1
0,59,29,4
10,22,59,8
100,0,10,2
100,0,38,7
0,17,36,6
0,78,38,4
73,31,17,2
63,20,11,2
8,21,0,5
0,49,24,4
74,12,8,2
9,0,16,6
79,2,28,7
70,52,25,7
99,39,9,5
49,54,90,8
0,86,100,0
57,29,13,1
50,8,1,2
97,52,10,9
42,54,27,1
26,19,20,6
76,21,3,3
58,0,25,6
73,32,45,7
28,0,16,6
21,100,93,0
88,30,34,7
0,15,25,6
67,59,30,1
100,0,3,7
98,0,35,7
25,0,20,6
55,16,36,7
100,0,35,7
68,36,69,8
74,19,2,2
0,35,74,0
99,0,33,7
5,0,43,8
11,94,49,4
100,0,16,8
99,21,0,2
100,40,20,1
75,10,0,3
66,0,1,2
70,56,96,5
29,82,100,0
0,24,64,0
100,0,32,7
0,65,33,4
18,0,25,6
91,5,44,7
13,76,100,0
0,56,90,0
100,8,0,2
0,53,90,0
28,3,31,6
89,33,3,5
32,38,74,8
59,26,40,7
37,100,82,0
68,18,45,7
72,15,0,3
14,30,26,4
37,0,10,6
27,12,43,6
84,81,39,9
40,40,16,9
67,31,6,1
32,32,49,6
98,13,0,3
25,45,20,9
62,100,99,0
100,40,19,1
63,66,99,5
79,5,0,2
100,0,3,1
100,19,0,3
8,41,22,4
90,18,1,3
67,19,0,2
55,0,14,8
14,67,29,4
100,48,2,9
95,75,29,9
0,53,91,0
100,39,19,1
53,10,0,9
45,0,1,1
87,55,96,8
65,6,6,2
100,9,39,7
76,12,40,7
100,0,27,7
79,33,46,7
100,0,26,7
0,64,100,0
28,6,28,6
27,0,29,6
0,44,85,0
8,75,100,0
