@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R4-5,8-11,16-17'

@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
68,72,100,76,75,50,0,1
100,0,64,100,79,100,1,9
100,59,28,0,1,16,1,2
69,15,47,100,65,74,0,4
100,0,42,80,0,8,70,8
66,79,0,0,27,8,94,5
100,0,29,84,33,100,0,4
100,88,69,73,43,100,0,3
73,10,0,100,22,95,84,0
54,40,0,0,30,20,93,5
82,0,21,48,0,100,55,6
80,80,92,80,69,65,0,1
78,28,27,4,0,60,21,6
66,20,0,100,21,93,76,0
66,52,0,5,35,0,98,5
100,0,13,71,8,100,0,6
34,30,1,100,38,87,68,0
56,51,0,9,15,5,96,5
100,80,25,5,0,0,7,2
99,16,42,20,12,100,27,6
56,59,94,100,100,80,0,1
60,92,100,73,76,49,0,1
77,79,100,85,74,75,0,1
80,90,89,100,67,92,0,1
89,59,73,53,42,31,4,2
66,100,0,15,29,58,84,8
73,39,62,100,84,63,0,4
60,35,0,0,31,16,100,5
76,26,28,46,11,97,0,4
88,31,26,50,0,100,47,6
78,65,82,12,60,90,0,9
100,97,58,76,47,100,19,3
73,0,42,62,36,100,0,4
89,30,32,34,0,0,100,8
100,64,61,9,44,23,0,2
83,43,28,31,0,77,24,6
16,38,8,100,46,76,84,0
100,8,67,69,72,100,0,9
85,0,50,100,54,82,0,4
40,83,0,50,35,100,81,8
100,64,45,28,10,0,0,2
76,5,28,66,27,100,0,4
100,78,42,32,0,28,42,7
78,37,0,99,0,100,28,6
100,78,60,100,39,85,14,3
82,82,90,86,65,70,0,1
54,0,95,84,100,94,0,9
100,91,45,68,5,55,33,7
79,15,47,54,38,100,0,4
100,65,31,37,0,14,39,7
82,0,0,70,16,100,82,0
100,17,28,47,0,7,95,8
100,94,47,43,14,0,1,2
85,33,39,0,11,35,24,6
93,0,44,100,44,91,0,4
100,0,53,64,54,100,0,4
66,0,0,93,38,100,70,0
100,68,52,95,38,100,7,3
100,60,64,41,38,19,0,2
100,48,36,21,0,0,1,1
98,62,14,29,0,0,39,7
53,55,0,0,30,10,100,5
100,0,25,45,2,100,0,6
100,90,77,29,52,58,0,5
100,71,46,57,0,40,34,7
77,0,62,100,77,48,0,4
74,0,3,72,0,100,39,6
78,91,100,78,75,62,0,1
69,0,0,58,0,97,100,0
100,74,55,94,43,100,6,3
100,83,76,50,64,100,0,5
82,78,95,76,71,49,0,1
69,51,3,0,0,12,100,5
100,89,65,68,55,100,3,3
100,80,42,40,7,14,3,2
81,14,28,55,24,100,0,4
