@relation penbased

@attribute At5 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
11,0,99,34,0
32,24,86,3,0
26,1,74,27,0
28,0,84,0,0
4,0,100,26,0
13,8,79,25,0
0,0,100,54,0
1,0,100,18,0
0,0,100,34,0
49,0,83,23,0
42,0,76,0,0
47,14,76,0,0
30,10,65,7,0
1,9,100,47,0
62,23,71,0,0
27,0,84,0,0
51,0,63,0,0
0,0,100,30,0
0,0,100,23,0
0,16,100,44,0
0,0,100,32,0
13,0,81,0,0
0,0,100,21,0
19,0,79,0,0
8,0,100,7,0
0,6,99,56,0
30,15,74,0,0
43,23,75,0,0
0,0,100,33,0
2,0,100,30,0
39,59,19,23,0
12,5,89,61,0
17,41,68,91,0
1,0,100,46,0
15,0,96,8,0
19,8,96,14,0
14,0,90,0,0
44,18,73,0,0
16,1,100,25,0
9,31,78,90,0
0,0,100,33,0
0,0,100,35,0
31,12,84,8,0
0,0,100,11,0
13,0,100,18,0
28,2,89,12,0
28,15,85,4,0
0,0,100,37,0
10,24,100,45,0
43,20,65,10,0
29,4,84,17,0
20,0,94,0,0
0,0,100,21,0
13,0,100,29,0
9,0,100,10,0
10,0,93,0,0
0,0,86,20,0
0,22,100,40,0
0,3,100,32,0
0,0,100,14,0
55,25,79,0,0
0,13,100,73,0
19,1,93,3,0
3,0,100,30,0
14,15,62,1,0
0,0,95,66,0
49,13,73,8,0
26,9,97,14,0
0,0,100,28,0
8,12,100,13,0
73,50,43,0,0
0,0,100,25,0
0,0,100,32,0
0,0,100,49,0
9,0,100,39,0
0,0,100,7,0
46,20,78,0,0
5,0,100,13,0
17,0,99,12,0
15,0,92,7,0
71,24,66,0,0
0,13,99,71,0
66,31,59,9,0
0,8,100,32,0
46,17,64,0,0
40,22,70,15,0
6,35,77,89,0
29,15,65,0,0
0,0,100,21,0
6,0,100,0,0
51,28,55,0,0
0,0,100,49,0
4,0,100,0,0
0,15,94,68,0
25,0,94,8,0
25,55,57,98,0
26,0,100,44,0
0,0,100,47,0
27,50,0,3,0
0,9,100,16,0
50,17,72,0,0
0,0,61,32,0
11,0,100,30,0
0,0,100,28,0
0,0,100,26,0
17,0,96,21,0
16,0,84,0,0
0,0,100,9,0
39,8,75,12,0
0,5,100,39,0
0,0,100,31,0
0,0,100,57,0
0,0,100,47,0
7,0,100,7,0
0,11,100,44,0
22,0,78,17,0
3,10,100,0,0
0,0,97,85,0
3,0,100,0,0
0,3,100,48,0
0,0,100,44,0
12,0,100,26,0
22,0,90,0,0
4,0,100,18,0
9,17,100,10,0
0,10,98,79,0
0,0,100,27,0
24,7,85,3,0
0,0,76,84,0
34,13,78,0,0
30,1,87,16,0
25,9,82,13,0
0,0,100,37,0
58,20,69,0,0
0,0,100,8,0
1,0,100,6,0
25,0,83,10,0
43,73,31,78,0
1,0,100,15,0
13,0,100,34,0
0,0,100,23,0
69,38,44,0,0
0,0,100,11,0
31,0,85,0,0
16,19,99,67,0
0,3,86,76,0
20,0,100,33,0
0,0,100,12,0
26,16,96,7,0
11,0,89,0,0
0,0,100,23,0
8,11,99,7,0
26,0,86,0,0
0,0,100,42,0
0,0,100,11,0
26,10,82,1,0
13,25,91,68,0
2,0,100,38,0
0,0,100,17,0
15,0,96,2,0
16,0,85,6,0
0,0,96,61,0
18,0,91,0,0
18,0,100,42,0
0,17,99,85,0
6,0,100,27,0
0,0,100,32,0
31,15,87,6,0
17,0,96,17,0
0,0,100,9,0
67,87,8,82,0
0,0,98,8,0
4,0,100,9,0
0,0,100,36,0
6,0,88,2,0
0,0,73,8,0
10,0,95,5,0
14,3,73,0,0
31,10,80,0,0
1,0,100,15,0
0,0,100,5,0
0,0,100,38,0
26,0,92,0,0
54,28,66,0,0
77,43,55,0,0
0,0,100,18,0
15,11,96,7,0
23,3,82,22,0
30,21,100,36,0
10,0,98,7,0
10,0,100,7,0
2,0,100,25,0
37,18,89,0,0
11,5,97,9,0
27,66,41,100,0
45,14,86,16,0
0,0,100,55,0
0,0,100,21,0
0,0,100,49,0
0,0,100,6,0
49,18,62,0,0
9,0,76,0,0
25,3,74,0,0
56,24,63,0,0
19,25,81,78,0
16,0,94,0,0
39,20,53,10,0
0,0,100,23,0
0,0,100,35,0
0,0,100,19,0
1,0,100,1,0
5,0,85,5,0
7,0,89,0,0
0,0,100,15,0
0,0,94,45,0
28,0,86,0,0
