@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,10,12,17'

@attribute At2 numeric
@attribute At10 numeric
@attribute At12 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,71,97,4
74,67,39,9
77,46,13,3
58,28,2,2
91,38,81,0
93,81,56,7
91,45,15,3
79,16,5,2
100,20,34,4
100,0,33,7
93,9,52,8
100,0,32,6
100,14,71,5
70,57,36,1
78,82,56,7
92,0,26,7
86,94,63,9
97,0,36,7
100,38,50,4
100,14,0,6
96,63,42,7
92,32,85,5
96,0,35,7
73,82,51,9
74,28,0,2
82,85,52,9
79,49,13,3
100,0,30,6
45,59,57,9
89,75,50,7
80,44,16,3
96,53,20,9
100,5,0,6
100,72,56,4
85,60,34,5
97,59,27,5
65,6,0,8
84,0,28,7
52,75,49,1
76,0,22,6
85,44,22,3
69,13,54,5
99,90,48,9
100,0,1,6
100,0,26,8
100,0,20,7
66,0,24,8
86,46,22,3
96,62,39,7
92,0,22,7
96,60,46,5
71,0,17,8
100,50,68,4
85,11,51,0
100,78,56,4
95,14,49,8
96,35,11,3
96,64,43,7
99,17,48,8
82,32,66,8
100,3,50,5
99,58,14,9
86,47,13,5
87,96,64,9
100,80,85,4
78,49,79,8
82,49,26,3
69,38,10,3
84,51,34,1
49,16,0,2
59,44,15,1
0,96,100,9
79,48,21,3
83,49,35,3
100,0,30,7
53,48,100,0
42,75,50,1
100,20,73,5
70,0,2,1
77,15,1,2
87,23,2,2
94,7,44,0
52,51,16,1
85,55,10,1
92,0,9,7
78,50,19,3
93,53,20,9
82,34,64,8
63,0,13,2
61,77,52,1
100,22,0,1
100,0,18,6
100,76,47,9
77,8,19,2
91,6,13,2
60,72,47,1
94,13,0,7
85,17,4,2
88,32,7,3
97,0,45,8
96,26,72,5
92,14,0,7
100,76,55,4
84,67,100,0
86,13,4,2
84,10,12,2
75,64,23,9
94,25,66,0
74,34,18,3
76,40,81,5
65,67,45,1
87,19,19,2
65,0,15,8
100,0,2,6
100,41,57,4
69,16,8,2
100,0,34,6
100,29,86,5
81,68,31,9
100,0,10,6
99,18,58,8
54,63,38,1
67,44,14,3
100,0,28,8
89,100,78,0
91,69,47,7
80,22,6,2
82,0,30,0
86,0,37,7
100,38,62,4
89,47,72,8
100,62,0,8
74,80,55,7
98,63,43,7
100,8,49,8
100,0,9,6
92,31,76,0
58,75,50,1
75,15,1,2
85,38,13,3
81,22,63,5
56,72,47,1
80,44,82,0
99,95,62,9
84,26,69,0
100,35,41,4
95,30,80,5
95,45,11,5
100,3,0,6
44,52,49,9
