@relation penbased

@attribute At2 numeric
@attribute At10 numeric
@attribute At12 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
88,50,100,0
92,37,86,0
100,10,43,0
64,26,69,0
74,52,99,0
88,24,69,0
100,18,63,0
43,100,94,0
95,0,16,0
93,29,70,0
100,16,54,0
88,30,73,0
99,19,62,0
83,51,94,0
76,40,84,0
74,48,89,0
100,17,60,0
100,20,58,0
93,29,72,0
75,34,75,0
82,34,83,0
100,14,64,0
100,22,61,0
100,0,23,0
100,35,88,0
97,15,56,0
67,62,100,0
92,29,72,0
86,10,53,0
58,52,93,0
75,26,73,0
76,42,84,0
81,57,100,0
98,25,68,0
100,8,47,0
95,28,74,0
62,22,52,0
100,0,24,0
100,20,59,0
59,63,100,0
68,75,100,0
99,6,42,0
69,44,81,0
100,40,88,0
100,8,40,0
89,57,100,0
81,94,100,0
72,56,96,0
100,19,60,0
87,34,80,0
94,32,74,0
86,43,89,0
100,10,48,0
100,6,44,0
61,0,3,0
75,49,95,0
100,36,81,0
100,22,60,0
100,33,79,0
100,23,64,0
93,27,73,0
81,0,33,0
84,46,90,0
97,0,29,0
94,36,80,0
72,40,83,0
48,84,100,0
89,38,80,0
90,43,99,0
100,24,62,0
100,35,81,0
96,49,95,0
66,32,65,0
76,0,15,0
29,100,86,0
100,13,50,0
55,19,53,0
100,25,69,0
52,81,100,0
100,13,45,0
95,11,50,0
100,10,54,0
90,28,70,0
37,59,96,0
89,30,70,0
81,48,91,0
100,15,51,0
99,47,100,0
94,36,80,0
85,23,67,0
90,66,100,0
56,68,100,0
82,54,99,0
77,0,38,0
100,25,66,0
100,0,20,0
67,51,89,0
86,35,85,0
96,22,64,0
63,72,100,0
100,21,59,0
84,28,67,0
100,20,60,0
92,17,55,0
84,43,84,0
50,65,99,0
91,6,38,0
96,17,52,0
100,0,28,0
75,25,67,0
77,0,20,0
100,5,43,0
97,55,100,0
96,47,100,0
95,57,100,0
100,24,59,0
96,38,80,0
82,48,90,0
100,16,55,0
100,45,90,0
86,22,71,0
71,32,80,0
92,6,36,0
83,26,68,0
100,10,44,0
93,2,39,0
96,28,71,0
100,39,91,0
91,27,71,0
89,0,32,0
97,40,90,0
100,4,51,0
69,64,100,0
99,25,68,0
100,0,45,0
100,32,73,0
78,23,69,0
90,0,35,0
81,4,43,0
84,0,30,0
84,0,6,0
88,33,77,0
97,23,70,0
77,57,100,0
100,18,60,0
100,15,54,0
95,0,21,0
100,0,30,0
100,15,51,0
97,26,72,0
96,19,51,0
54,68,100,0
62,13,0,0
100,46,96,0
92,15,58,0
88,49,93,0
97,27,73,0
88,34,73,0
85,57,100,0
81,45,93,0
100,32,75,0
100,25,70,0
100,0,30,0
90,27,71,0
100,18,57,0
52,30,76,0
87,44,100,0
96,25,65,0
95,12,58,0
76,38,85,0
100,0,18,0
95,18,51,0
91,24,69,0
89,0,28,0
43,75,100,0
58,54,88,0
85,57,100,0
82,31,69,0
100,0,24,0
90,30,84,0
51,26,71,0
40,75,100,0
99,47,100,0
88,18,57,0
100,0,34,0
100,0,38,0
95,28,68,0
85,100,48,0
86,65,100,0
94,19,60,0
98,27,76,0
96,48,100,0
100,10,44,0
100,5,47,0
82,0,24,0
93,59,100,0
76,67,100,0
100,21,62,0
65,61,98,0
62,92,100,0
100,0,17,0
99,51,100,0
88,35,75,0
96,20,59,0
98,29,72,0
98,100,58,0
100,18,54,0
78,30,70,0
80,0,14,0
81,26,63,0
61,78,100,0
100,18,56,0
93,3,34,0
86,34,76,0
61,80,100,0
85,40,87,0
100,17,59,0
78,27,76,0
94,58,100,0
100,19,65,0
86,30,87,0
99,20,58,0
97,0,36,0
72,20,58,0
53,26,0,0
99,45,96,0
100,0,26,0
100,18,56,0
75,43,87,0
82,49,90,0
59,0,15,0
100,5,42,0
92,28,73,0
71,82,100,0
100,25,71,0
74,59,99,0
91,0,25,0
75,37,78,0
100,43,93,0
100,20,71,0
100,29,66,0
83,23,63,0
100,19,64,0
88,34,76,0
100,33,80,0
91,16,63,0
100,8,41,0
92,0,20,0
35,37,0,0
100,22,55,0
100,0,31,0
100,0,25,0
96,30,69,0
73,52,95,0
89,0,21,0
100,38,85,0
75,29,67,0
56,70,100,0
100,34,87,0
66,51,89,0
67,62,100,0
97,12,55,0
86,24,64,0
83,28,70,0
67,65,100,0
96,23,68,0
93,4,34,0
71,59,95,0
31,100,73,0
92,35,78,0
100,22,69,0
73,55,96,0
90,41,88,0
57,68,100,0
70,0,19,0
77,38,96,0
97,26,67,0
96,17,56,0
83,23,65,0
72,34,76,0
100,5,40,0
77,62,100,0
58,41,79,0
92,16,60,0
79,12,46,0
78,34,80,0
63,47,92,0
74,56,93,0
87,8,46,0
72,44,83,0
95,21,64,0
97,16,57,0
90,27,69,0
100,31,85,0
100,42,85,0
100,28,75,0
100,19,62,0
