@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,10,14,17'

@attribute At1 numeric
@attribute At10 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
99,62,0,9
10,26,95,5
0,79,82,9
29,19,97,5
5,59,14,3
38,19,98,0
3,0,41,7
0,49,28,4
85,0,47,6
37,68,0,9
45,0,93,5
100,0,29,6
86,0,40,6
100,71,19,9
2,38,3,3
3,0,10,2
21,43,0,3
24,2,95,5
0,84,28,1
52,37,30,4
38,8,93,5
0,90,76,9
100,0,20,6
22,36,100,0
3,28,26,4
70,29,38,4
28,42,0,1
0,4,16,7
45,48,53,4
0,0,37,8
0,0,42,7
43,0,96,5
38,80,0,9
17,40,3,3
10,12,45,7
9,45,27,4
7,20,100,0
6,64,78,0
48,59,42,4
72,84,16,9
80,70,15,9
45,5,4,2
93,0,32,6
8,22,97,5
23,30,100,0
0,0,32,7
14,0,93,5
0,4,9,2
27,0,84,5
26,7,15,2
17,0,100,5
0,0,37,7
0,11,26,7
9,18,2,2
38,40,100,0
33,18,0,2
0,75,25,1
73,61,35,4
8,21,100,5
14,31,0,2
28,54,13,5
98,75,17,9
22,39,0,3
100,0,24,6
94,0,31,6
25,45,9,3
79,0,100,8
89,0,23,6
10,16,20,2
1,12,97,5
0,75,25,7
4,36,0,2
91,0,26,6
100,44,0,8
0,29,0,2
26,33,97,5
13,8,100,5
100,0,16,6
9,34,27,4
0,80,27,1
100,32,0,5
38,49,100,8
91,0,38,6
38,5,4,1
44,10,1,2
32,26,98,5
82,83,9,9
32,4,100,5
73,0,44,6
32,55,28,4
0,19,27,7
34,23,3,1
0,55,0,9
75,35,0,3
14,0,9,2
40,32,7,2
42,26,100,5
27,36,31,4
25,51,9,3
31,82,50,4
38,17,20,2
25,33,0,3
31,79,31,4
21,35,0,3
14,0,29,7
56,62,7,5
0,78,26,1
9,48,100,0
0,69,22,1
98,73,6,9
86,86,32,9
0,0,39,7
68,66,20,4
43,25,100,5
