@relation penbased

@attribute At5 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,98,73,0
18,96,72,0
0,100,83,0
1,100,54,0
0,100,98,0
22,93,82,0
20,93,75,0
11,100,72,0
0,100,69,0
2,100,99,0
0,100,93,0
0,100,75,0
0,100,100,0
1,100,86,0
0,100,79,0
0,100,100,0
0,100,100,0
9,100,70,0
0,100,96,0
17,83,52,0
0,100,98,0
33,94,79,0
0,100,100,0
0,100,89,0
0,99,96,0
0,100,89,0
10,97,83,0
15,96,78,0
28,69,35,0
21,82,66,0
30,96,73,0
20,98,81,0
1,100,100,0
10,93,70,0
27,85,53,0
8,89,83,0
14,100,62,0
0,96,95,0
0,100,93,0
0,100,100,0
19,87,73,0
6,100,73,0
0,100,70,0
58,69,60,0
13,60,29,0
0,94,100,0
31,80,72,0
0,100,95,0
7,100,55,0
0,100,80,0
0,100,100,0
0,100,72,0
57,42,26,0
33,78,67,0
16,100,94,0
35,80,88,0
9,100,60,0
34,79,66,0
15,100,90,0
5,85,97,0
15,97,92,0
0,100,100,0
0,100,99,0
1,100,100,0
0,100,44,0
0,100,83,0
1,100,90,0
22,87,58,0
27,88,82,0
1,100,58,0
5,98,96,0
12,73,67,0
11,100,92,0
0,100,100,0
0,100,100,0
10,82,100,0
11,99,77,0
4,100,82,0
0,100,100,0
28,85,84,0
38,81,44,0
0,100,100,0
1,98,72,0
58,70,59,0
0,100,100,0
0,100,83,0
0,100,100,0
7,100,100,0
4,100,73,0
54,48,4,0
25,85,84,0
25,77,83,0
2,100,100,0
25,82,34,0
2,100,72,0
0,100,73,0
0,100,94,0
12,89,100,0
7,91,61,0
28,71,64,0
16,100,100,0
0,100,100,0
0,100,88,0
0,100,100,0
0,100,100,0
10,95,83,0
0,100,88,0
13,91,56,0
38,67,34,0
35,72,52,0
5,95,100,0
0,100,88,0
16,85,65,0
0,100,92,0
18,77,88,0
33,93,85,0
11,95,77,0
11,56,11,0
0,100,94,0
0,92,100,0
0,100,84,0
39,74,66,0
0,100,98,0
0,100,80,0
14,91,55,0
12,100,100,0
0,100,100,0
0,100,92,0
0,100,100,0
17,99,90,0
36,85,67,0
0,100,78,0
0,100,100,0
1,100,81,0
31,67,30,0
7,86,57,0
0,100,86,0
0,100,89,0
23,69,90,0
5,100,91,0
40,79,67,0
34,70,49,0
6,100,74,0
5,100,68,0
16,90,78,0
22,95,74,0
0,100,100,0
40,81,54,0
33,74,46,0
16,100,85,0
0,100,80,0
0,100,96,0
2,71,20,0
52,72,62,0
47,76,62,0
0,100,97,0
77,55,52,0
0,100,83,0
8,99,67,0
5,100,78,0
54,68,52,0
22,61,7,0
0,100,79,0
12,78,93,0
1,85,89,0
8,100,100,0
0,100,94,0
42,84,73,0
8,98,100,0
0,100,88,0
1,100,76,0
0,100,92,0
20,96,67,0
41,75,58,0
69,44,22,0
0,100,90,0
0,100,76,0
16,95,84,0
0,92,8,0
0,96,86,0
27,41,57,0
0,100,77,0
55,74,54,0
0,100,89,0
0,100,95,0
0,100,85,0
26,74,58,0
12,90,71,0
0,100,85,0
0,100,92,0
0,100,84,0
2,100,83,0
22,90,100,0
0,88,90,0
33,74,48,0
0,100,100,0
0,100,67,0
0,100,97,0
39,89,65,0
9,100,86,0
0,100,99,0
0,100,100,0
3,90,84,0
0,100,88,0
0,100,97,0
35,76,76,0
31,70,38,0
0,100,97,0
20,89,77,0
0,100,97,0
47,66,59,0
23,78,64,0
21,97,82,0
44,68,48,0
0,100,95,0
51,63,43,0
4,100,95,0
0,88,97,0
15,92,63,0
19,83,66,0
0,100,83,0
0,91,96,0
21,99,93,0
4,96,57,0
4,100,100,0
71,45,41,0
32,79,56,0
0,100,93,0
6,77,79,0
0,100,89,0
4,100,76,0
9,97,81,0
8,92,55,0
0,100,67,0
0,97,66,0
0,100,89,0
26,92,79,0
16,98,67,0
46,72,66,0
0,100,93,0
6,100,86,0
25,90,76,0
0,100,82,0
10,100,81,0
0,100,65,0
67,8,36,0
0,100,91,0
0,100,81,0
57,54,39,0
38,72,62,0
11,92,76,0
3,100,74,0
43,92,78,0
0,100,100,0
12,94,72,0
49,75,67,0
0,100,86,0
22,83,57,0
8,88,100,0
0,100,90,0
20,87,43,0
3,91,94,0
45,75,71,0
23,100,71,0
0,100,85,0
0,100,100,0
0,91,100,0
0,100,96,0
8,75,79,0
66,59,59,0
0,100,94,0
0,100,100,0
7,95,83,0
0,100,98,0
40,80,67,0
0,100,60,0
13,96,80,0
0,86,96,0
22,78,48,0
3,100,59,0
78,42,20,0
0,100,100,0
0,100,86,0
35,71,40,0
0,100,100,0
12,100,92,0
45,67,47,0
6,100,90,0
0,100,70,0
21,100,81,0
26,100,100,0
34,79,64,0
34,79,71,0
34,44,61,0
15,100,79,0
1,100,94,0
0,91,49,0
36,15,2,0
2,100,100,0
19,86,86,0
7,100,82,0
14,94,91,0
0,100,95,0
46,78,55,0
49,83,91,0
30,70,50,0
20,100,96,0
19,67,67,0
21,90,75,0
73,43,25,0
33,91,73,0
46,64,42,0
0,100,85,0
0,100,94,0
18,91,68,0
13,98,86,0
13,100,83,0
20,51,15,0
0,100,100,0
0,100,100,0
0,82,25,0
39,75,65,0
9,100,73,0
0,100,85,0
0,90,100,0
1,100,75,0
11,99,45,0
0,100,0,0
12,91,60,0
31,71,39,0
13,100,76,0
0,100,74,0
26,92,65,0
81,40,0,0
9,100,95,0
0,100,100,0
0,100,94,0
51,72,71,0
46,29,55,0
0,100,85,0
62,18,55,0
41,61,28,0
0,100,93,0
0,100,85,0
23,82,54,0
0,100,44,0
7,100,95,0
11,97,69,0
0,95,100,0
0,100,9,0
0,100,100,0
1,100,96,0
0,100,97,0
49,62,20,0
0,100,83,0
22,90,90,0
0,100,83,0
45,86,83,0
9,100,95,0
0,100,100,0
7,61,44,0
22,100,75,0
0,100,86,0
0,92,100,0
7,89,88,0
0,100,88,0
0,100,74,0
39,90,75,0
28,84,78,0
8,99,64,0
0,100,95,0
0,100,88,0
37,73,43,0
0,100,74,0
31,84,66,0
0,100,98,0
1,100,97,0
51,72,55,0
22,82,33,0
26,82,73,0
18,71,5,0
20,78,49,0
9,100,58,0
6,100,68,0
52,74,65,0
49,35,57,0
8,96,80,0
4,100,83,0
0,100,89,0
29,90,94,0
41,78,77,0
6,100,66,0
26,60,75,0
0,100,82,0
9,100,94,0
79,74,74,0
17,91,87,0
0,100,95,0
1,100,96,0
39,79,67,0
18,72,49,0
9,100,73,0
24,91,77,0
22,92,73,0
0,100,100,0
6,92,69,0
0,100,100,0
0,100,98,0
12,90,41,0
32,81,62,0
0,100,99,0
8,100,78,0
0,98,57,0
28,86,80,0
14,90,66,0
11,79,30,0
36,86,63,0
18,82,56,0
24,100,71,0
24,91,79,0
25,96,80,0
2,100,97,0
29,84,72,0
62,61,57,0
0,100,99,0
0,100,81,0
0,100,74,0
65,72,61,0
0,100,89,0
14,73,33,0
0,100,100,0
21,86,59,0
1,100,100,0
29,82,65,0
0,100,100,0
12,86,90,0
20,100,90,0
0,100,100,0
36,52,66,0
0,100,100,0
26,88,52,0
0,100,84,0
50,78,87,0
0,100,100,0
14,96,81,0
0,100,83,0
0,100,76,0
0,100,74,0
20,99,75,0
0,100,70,0
31,87,67,0
42,42,62,0
