@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R3,8,11,13-14,16,18,20-21'

@attribute A3 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.7827,-0.8766,1.1027,3.486,0.5943,0.7896,1.855,-0.2744,0
0.9245,0.3317,1.2481,1.33,1.1284,1.3088,1.9651,0.2707,0
0.4814,0.9334,0.6177,2.3668,2.0443,0.374,2.7925,-0.1087,0
0.5311,0.0971,0.6988,-0.6202,-1.7052,1.3328,1.4325,1.2073,0
-0.5887,0.7397,-1.2524,-0.5315,-2.2243,-0.6655,-0.9905,-1.2488,1
-0.6455,1.0964,-0.2856,-2.0905,-0.8398,-2.0419,0.7183,1.78,0
0.2278,-1.0962,0.8937,-0.6334,-0.6144,-1.5312,-0.2241,-1.8224,1
1.0099,2.3448,-1.6629,0.6879,1.3553,1.6977,-1.1895,0.1536,0
0.6918,-1.0102,-2.2333,-0.767,-0.814,1.0561,-0.416,-2.9776,1
0.7735,1.8845,-0.835,-0.6157,-0.8158,-1.7893,0.655,0.104,1
0.2389,-0.0011,-0.8149,1.8225,1.4433,-0.061,0.0988,1.2707,0
-0.5181,-1.8433,1.069,-0.6052,-0.5546,0.2804,-1.245,0.4629,1
0.5778,1.791,0.5674,-0.7001,-0.6508,-0.098,1.5352,1.7941,0
0.2576,-0.0011,-0.9855,0.4002,2.2268,1.5412,-1.9874,-0.6529,0
-1.2332,-0.5833,-0.548,-1.6462,-2.0736,-0.9085,-0.6068,-1.3675,1
-1.8831,-0.1491,0.8751,0.1953,-1.249,0.6296,-1.4888,-0.3567,1
0.8539,0.4681,0.7313,0.0282,1.1003,0.1991,0.0275,-0.7772,0
0.3115,0.2979,-0.7748,1.8722,-0.3422,0.7807,2.4,-0.6402,0
2.1571,0.1317,0.2387,-0.6228,-1.0954,-0.1693,1.0377,1.179,0
-1.0215,-1.2556,-0.4266,0.2387,-1.0904,-1.5693,-0.3659,-0.6589,1
-0.6531,-1.6331,0.9045,0.2653,0.4497,-3.0356,0.2884,0.6468,1
-0.6999,0.7945,-0.0232,0.8317,-0.167,1.1705,0.9664,-0.559,0
-0.9848,-1.7884,-1.8041,0.0491,1.2622,0.4532,0.2778,-1.9353,1
0.4445,-0.0179,-0.9827,0.0224,-0.1587,-3.3292,-0.8676,-0.8211,1
0.1706,-0.7985,-0.3776,0.6536,-0.2162,0.8446,-3.791,0.282,1
-0.5153,1.329,1.9679,1.0953,1.3297,-1.0927,1.6345,-0.0181,0
-0.4398,1.012,0.953,-0.9781,0.0514,-1.1323,0.1793,-0.5488,0
1.044,0.4592,0.9116,0.1436,0.5778,0.9197,0.4563,0.835,0
-0.4365,-0.3602,0.8139,-0.7536,-0.3293,0.1865,-0.4427,-0.2799,1
1.6508,1.1778,0.0678,0.562,0.19,1.7796,0.5576,0.5599,0
1.7693,1.2212,-0.2437,1.0153,0.07,1.5626,0.8941,0.846,0
1.7739,-1.46,0.2518,-1.2115,-0.8062,-0.1174,0.2851,0.4995,0
1.1748,-0.0115,1.6286,0.0479,0.0297,2.4188,1.018,2.1495,0
0.7148,1.6063,-0.9148,-2.1145,0.2472,0.7195,-0.9527,-0.8656,1
1.077,-1.5007,1.1478,1.373,0.3706,-0.2009,-2.8391,0.1723,0
-0.4071,-1.1672,-1.126,-0.9154,-0.0709,0.0547,-2.9789,-0.5925,1
