@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R3,5,7,9,12-14,16,18,20-21'

@attribute A3 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.1965,1.9369,-1.2864,0.7927,1.5043,-0.4077,2.1274,1.3877,1.7521,-0.0785,0
0.8403,2.0589,-0.1161,1.3161,-0.458,1.5855,-0.0675,1.4696,-0.6709,0.782,0
0.9422,2.2501,0.1231,-0.0893,0.2072,-0.3142,1.8501,-0.6486,1.3247,0.9181,0
0.6325,0.0792,-0.2373,-0.0609,0.9118,-2.3567,-0.8768,1.6909,-0.1524,-0.4408,0
-1.3062,-1.5397,-1.6246,-1.2836,-0.988,-0.5739,1.112,0.0278,-1.1809,-1.5648,1
0.6531,1.5034,0.5551,1.283,-0.1028,0.4185,-0.3986,1.1188,-0.438,-0.823,0
-0.8419,0.89,-0.1813,-0.1338,0.4811,0.4552,-1.2198,0.1377,-0.0747,1.3052,0
-0.9947,-0.4831,0.3824,-0.701,-1.3326,-1.3046,-0.0691,-0.6731,-0.5884,-0.2466,1
-0.9163,1.2557,0.2722,0.9893,-0.8444,0.9737,0.302,-1.21,1.0286,-2.0054,0
0.4374,0.5157,1.6659,2.2798,-0.4546,-0.2542,0.744,0.7623,1.6344,1.1674,0
0.116,-0.6402,0.7196,1.1349,0.2523,-0.5881,0.9999,0.9919,-0.6051,-0.0734,0
1.1188,0.2247,-1.4046,-0.4925,-1.6463,-0.3773,-0.1606,-0.5603,-0.4618,-2.2514,1
1.0331,-0.4203,0.4232,-0.034,0.6073,-0.1307,-1.1334,1.0942,0.6553,0.2613,0
1.5505,0.211,-0.0694,0.6261,1.487,-0.0956,0.2873,-1.9596,1.8559,0.0634,0
-0.9424,-1.5808,-0.0006,1.266,-1.2192,0.5051,2.5016,0.0738,1.6291,2.3683,0
0.3844,0.8409,0.6066,0.1601,1.6761,-0.1889,0.174,0.1369,1.7153,0.8104,0
-0.0105,0.9894,-0.2006,0.914,2.0012,0.8079,1.676,-1.2178,0.8448,0.6139,0
0.4165,0.1379,0.468,-0.4404,1.9701,0.5138,1.0408,1.6202,0.7886,-1.2055,0
0.0825,0.1377,1.5333,-0.2037,0.4724,-1.2233,-0.7772,1.5,1.236,1.6074,0
-1.0462,-0.6075,-2.0519,0.1177,-0.6591,-0.2132,-0.6782,-0.4628,-0.2345,-0.5957,1
0.4768,1.3395,-0.0618,-0.0408,2.0941,0.0724,0.3137,0.5023,0.0639,-0.3657,0
-0.8696,0.0467,-0.9735,-0.8338,-0.4028,-0.8428,-1.2182,0.446,-2.3264,-1.5129,1
0.3523,-0.3401,-1.571,1.4953,-1.2637,-0.4718,1.7402,-0.1703,0.2187,-0.4621,1
-1.925,-0.3857,2.256,1.8461,-0.6208,1.9729,0.67,-0.8723,-0.2969,-0.6116,0
0.4676,1.2475,-0.1327,-0.1967,1.3852,1.1048,0.3422,1.0447,0.4347,1.1283,0
0.5611,-2.3332,-0.5616,-0.884,-1.23,1.0547,-0.6164,-1.4761,-1.2988,-0.4369,1
1.2567,1.2917,-0.1939,-0.005,-0.4873,-0.7522,0.8608,-1.5803,0.198,1.5774,0
0.9556,-1.3029,-0.5229,1.1513,1.8065,-0.6704,0.5441,-0.4598,-1.8584,-0.7774,1
-0.3746,0.4927,0.425,-0.4003,0.2187,1.1897,-1.2604,0.3539,-0.5389,-1.206,1
-1.8087,1.2007,0.7329,-1.1105,-0.8386,0.5548,-0.6061,-1.7407,0.4241,-0.6143,1
0.4383,-1.5516,-1.1436,-0.1289,-1.2575,-1.3747,-0.6319,-1.4409,-0.3404,0.5015,1
2.3204,0.0203,0.8419,0.3876,-0.3946,-0.2994,0.5212,-0.6876,0.3132,2.2479,0
0.4305,1.0991,0.8244,-0.4269,-1.0995,0.6679,0.2541,0.3685,-1.1588,0.1384,0
-2.3197,-2.259,-1.5336,0.309,0.7396,-0.3262,-0.6246,0.7933,-1.2264,-1.0305,1
-0.3786,0.2252,1.2139,0.7536,2.1356,-0.9876,-2.0063,0.0031,1.1645,1.2405,0
0.6173,-0.1597,0.8139,-1.1422,-0.2355,-2.3856,0.1607,-0.9445,-1.653,-1.4988,1
0.7518,-0.6588,-0.0854,-0.1694,-0.8886,-0.2219,-1.7889,-1.3318,-0.1328,-1.0176,1
-1.0811,-0.9714,0.1372,1.8406,-0.6064,1.8194,-0.5323,-1.5461,1.1135,-0.2745,1
1.2001,1.6786,1.6867,0.1237,0.7621,-0.2619,0.6878,0.8778,1.2656,-1.2054,0
-0.1103,0.0481,-0.5139,1.6879,-0.7533,0.03,-0.9861,-0.1544,-1.1655,0.2072,1
0.4605,-0.9909,0.3677,-1.2328,-0.9451,0.2727,-0.0846,-0.5625,1.2174,-0.4953,1
