@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-5,9,12-14,17,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
1.0426,0.4441,0.3567,0.1268,1.4626,-0.0606,-0.2527,-0.1471,0.5257,-0.7953,0
0.346,-0.8469,0.3073,-0.5167,1.1393,-0.9421,-0.1589,0.8809,0.2865,0.6535,0
2.4622,0.168,0.8421,0.0459,0.5017,-1.13,0.2166,-1.1217,0.7313,1.0023,0
0.8056,-0.1297,-0.8692,0.2394,-0.3089,1.9058,0.6362,-0.3289,-0.657,-1.1309,0
-2.0343,-1.4518,-0.208,-1.1149,0.3199,1.0884,-0.6203,0.2734,-0.0708,-1.3711,1
-0.8701,0.5456,-1.7224,-0.4764,-0.3746,-1.4448,1.1216,0.9923,-1.3208,-0.0044,1
0.232,-0.8678,-0.5917,1.0265,-0.4873,-0.4757,-1.5329,-1.0808,-1.0355,-0.4228,1
1.6368,-0.1512,0.5501,-0.4545,-1.6006,0.525,-0.7236,1.0322,1.575,-0.8166,0
-2.2152,-0.3232,1.2996,0.5631,0.9435,0.9224,1.1848,2.4293,1.0965,0.8564,0
0.1571,-0.1903,-0.2899,-0.9306,-0.203,-0.2971,0.2935,-1.3474,-1.1311,-1.1843,1
0.6797,0.7868,-1.13,0.2397,2.2131,-1.9176,-0.4229,-0.9167,-1.3293,0.3326,0
1.3576,-0.3384,1.3071,1.4296,0.3684,0.9293,0.7228,-0.2866,1.3356,-1.3586,0
3.4611,-0.0663,0.4526,0.3387,2.3323,1.2257,2.3151,0.589,0.0721,-0.6543,0
0.6694,-0.9636,-0.3092,1.6757,0.0249,-0.6064,0.7848,-1.0625,0.5294,0.9003,0
1.5123,0.2475,0.9883,-0.8697,-2.0025,1.7034,-0.1034,-0.8705,1.3768,-0.6122,0
-1.1412,0.2697,2.6835,2.0797,1.5099,-0.3041,-1.302,0.072,0.6889,-0.4005,0
-1.2846,-0.6913,1.5809,-0.8904,0.4677,-1.4249,-0.2932,-1.56,-0.7238,-2.4344,1
1.3558,0.2179,0.5134,1.2989,-0.2422,-0.2748,1.0609,-1.488,0.0843,-0.2216,0
1.2112,0.7077,-0.5377,0.3335,1.6947,0.155,0.0741,2.6295,-0.0368,1.5028,0
0.9432,-1.5429,-1.3887,0.2025,-0.017,-1.3886,-1.0834,0.5778,-0.4345,-0.7706,1
1.7948,-0.0024,0.5903,0.6928,-0.4947,2.2021,-0.7744,0.0257,0.9652,-0.0052,0
0.1695,-0.3518,-0.401,-1.4486,-0.3911,0.3169,2.0574,0.4726,-0.9218,-0.5082,1
1.6737,0.0447,1.4647,0.2189,0.8391,0.5307,0.8514,0.3775,-0.0087,0.9769,0
-1.6536,-1.757,-1.3755,0.2112,1.3841,0.1071,0.7166,-1.1274,-0.0039,-1.2067,1
-1.4746,-1.299,0.6937,-0.722,-1.0174,-0.88,-1.0926,-1.4429,-1.1906,0.1587,1
0.9477,-0.2465,0.0314,0.0416,-1.7552,1.2156,-0.6384,-1.058,0.5904,-0.1273,0
1.1245,-2.3416,0.2436,0.462,0.5724,-0.4228,-1.5518,0.0044,-1.5973,0.7407,1
-0.2862,-0.0334,-1.071,-0.4259,0.8218,-0.4328,-0.8769,0.4908,0.2006,1.5644,0
-1.1229,-0.1001,0.3541,0.0754,-0.7774,0.9528,1.0645,0.6952,1.3746,1.9776,0
0.1361,-2.4285,0.6246,-2.0625,0.8344,-0.3537,-0.3328,-0.422,-0.0452,-1.1899,1
-1.1754,0.6458,0.499,-0.8782,0.7027,-0.3909,1.0896,-2.1285,-1.6019,0.6859,1
-1.2797,-0.4321,0.6196,0.4763,1.9053,-2.3481,0.1402,1.6266,-1.7512,-1.0863,1
-0.1276,2.1684,0.1994,1.5373,0.1169,-0.3661,0.3076,-0.1596,0.5762,0.9199,0
0.8071,0.9943,-0.0403,-0.1038,1.1623,0.0159,-0.1833,-1.0527,1.1226,-0.0804,0
0.0324,0.3426,-0.431,-2.5231,-0.4645,-0.08,-0.0222,-0.9556,-1.5517,0.0905,1
-1.047,-0.7395,0.8761,-3.3409,1.8678,0.1957,-1.103,-1.0203,-1.2976,1.1748,1
1.0331,-2.035,-1.0131,0.9332,-0.037,1.1153,-0.0642,-0.8461,-2.7149,0.0092,1
1.6011,1.2812,0.88,2.3128,-0.2613,-1.5491,-0.0537,1.8242,1.0194,0.9256,0
0.8734,-1.2989,-0.7516,1.4174,-0.3118,-0.6666,-0.4946,-0.7965,2.0747,0.5303,1
-0.9125,-0.1104,-0.7027,0.2937,-2.1607,-0.6161,0.8295,-0.9563,1.1985,0.1062,1
2.5738,-1.6327,0.3487,-1.7365,0.0637,-0.1603,-0.6112,0.6068,-0.9639,-0.0527,1
-0.056,1.0762,-1.7031,0.8081,1.023,-0.5056,-0.4729,-1.1565,0.3198,-1.4837,1
-1.197,1.5763,0.5494,2.1514,-0.5257,1.6666,-0.5316,-1.0792,0.3694,1.4939,0
-2.1538,-0.0862,-0.8683,-0.517,-1.1688,0.8539,-1.1611,-1.4206,-1.1261,-0.5269,1
0.5588,0.5887,0.7127,-0.1206,0.3815,0.3464,1.3142,0.0257,-0.1182,0.607,0
1.4253,-0.7596,0.2768,0.5638,1.4644,1.3608,-0.6631,-0.5087,0.013,-0.9525,1
-0.2338,0.7738,0.4979,-0.8549,0.7715,-1.1371,-1.0214,-1.2836,-0.8894,0.3888,1
-0.2233,1.7169,-0.2507,0.4351,1.3489,-0.8554,-0.0133,-0.525,-0.3972,0.3061,0
0.8575,-0.4966,-0.4598,-1.1224,1.1109,0.1608,-0.2049,-0.4082,-1.2802,2.515,0
0.3821,-2.1488,-0.46,-0.3701,-0.1617,1.4008,-2.1512,-0.6527,0.9274,0.1512,1
1.294,0.5076,-1.0072,-0.5224,-0.1248,-0.1313,0.0737,-1.7987,0.4118,-2.0761,1
-0.0853,-0.0972,0.2185,0.9934,-1.4964,-0.8144,0.8702,1.1113,-0.939,0.2378,0
0.3286,0.426,-1.0864,-0.3831,1.6128,2.5188,1.1019,2.8494,-0.8096,1.4031,0
1.7098,0.536,0.6253,-0.7479,-0.0205,0.4113,-0.3972,0.7233,-0.4408,0.0853,0
-0.4539,-1.3356,0.9897,0.0803,-1.6675,-2.1906,-1.4973,0.0466,-0.1544,-0.6425,1
1.2543,1.1826,1.1573,2.1892,1.2446,1.0458,-0.6638,1.1896,-0.4957,0.2261,0
-0.4029,-2.0407,-0.2048,-2.0215,-0.7124,-0.2389,-0.8628,-0.3735,-2.125,1.0207,1
-0.0302,-0.8876,-0.5091,-0.0019,-0.4637,-1.2284,-0.8694,-0.7039,-1.2392,0.4384,1
0.4575,0.6944,-1.1513,0.2388,-0.0707,0.2891,0.761,1.0884,0.8047,1.2757,0
0.4802,-0.8207,1.1663,0.3192,1.5726,0.1932,-0.3951,1.4172,0.7864,0.2373,0
-0.1776,1.672,-0.3605,0.3491,1.7917,-1.0173,0.6293,1.4668,0.235,0.8328,0
-1.2912,-0.3165,2.5623,-0.715,-2.3493,-1.521,-0.7704,-1.7075,-0.3867,-0.004,1
0.8449,-0.4713,-0.2554,-0.9883,0.6026,-0.1659,-0.7057,-0.3544,0.5709,2.3117,0
-0.0428,-1.1397,0.2692,0.0215,0.1664,-1.8552,-0.5011,-0.9504,0.1592,-1.3719,1
1.3556,0.2051,0.3397,1.3345,0.9998,1.186,0.8828,0.7409,1.9835,-1.7925,0
-1.0721,0.0568,-0.0041,-1.9433,0.9491,0.4486,0.8488,0.8636,0.5571,-0.7942,1
0.0389,-1.0325,-0.332,-0.507,-1.2282,-0.6543,0.969,0.8983,1.6373,1.1767,0
-0.2192,1.3443,-0.876,-0.4113,1.3002,0.2931,0.6146,-0.5875,-1.2791,1.9201,1
1.3143,0.7856,-1.4757,-0.314,0.3831,-0.2218,-0.1989,-0.3225,1.3953,-0.6572,0
-1.3235,-1.0084,-2.6029,-1.2458,-0.7909,-0.9012,0.1371,-0.5649,0.362,0.0655,1
-0.2993,0.8929,0.6862,-0.3154,0.8609,0.7559,0.4693,-0.2477,0.0336,1.2117,0
0.7573,0.6306,1.253,-0.6642,2.8275,-0.2271,0.371,1.2254,1.1079,-1.5022,0
-0.4164,0.6514,1.909,-0.113,-1.0627,0.8257,-0.3243,-1.0481,-0.6548,1.771,0
-0.0772,-0.247,-1.8777,-1.1068,-0.7955,-0.7808,-1.6251,-0.123,-0.7335,0.8507,1
0.3884,-1.3117,0.7262,0.1163,0.6321,0.8552,0.4452,-0.2205,-0.5675,1.0183,0
-1.4087,0.2334,0.9638,-0.7957,-2.724,-2.1767,-1.7826,-0.0587,0.1766,0.6837,1
-0.3166,0.8311,0.6833,0.6981,-0.0484,1.009,0.745,-0.7083,2.0137,0.4716,0
1.5345,0.9153,0.3878,1.9696,0.3554,-1.0752,0.0705,0.0869,1.1972,1.7467,0
-0.0096,0.4044,-1.2742,-0.5578,-0.1706,-1.3825,0.5363,0.8276,-0.7517,-1.8178,1
-1.6492,0.2266,-2.2333,0.5731,-0.5412,-0.8083,-1.4787,-0.5504,-2.1175,-1.1235,1
0.4884,0.3037,0.6273,-0.3759,1.0198,-0.3464,-1.45,-0.8767,-0.6051,0.7674,0
1.1129,0.035,-0.5721,-0.3673,0.2381,0.7461,0.7583,0.0727,0.2367,1.0956,0
1.8547,-0.0061,0.204,1.5581,-0.9164,-0.5041,-0.5072,0.0841,1.2426,1.271,0
-0.0633,-0.5026,-0.8496,-0.1407,-0.9927,1.9636,-1.1668,-1.3894,1.1886,-1.9877,1
-0.5298,1.4938,1.5497,0.8127,1.313,0.7552,0.6546,1.9119,0.2407,-1.4028,0
-0.6863,0.1998,0.2135,-0.3326,0.3332,-0.4423,-0.6567,0.3242,-0.9811,-0.5482,1
-0.3396,1.1709,1.4513,1.3361,-2.2325,-0.103,0.8329,-0.9913,0.0261,-0.9832,1
0.9307,0.1891,-0.1697,0.1784,-0.4459,1.6182,-0.2848,-0.5174,-0.1898,1.1471,0
-1.586,-0.3397,-0.6372,1.397,2.2714,-1.0025,1.7895,-0.0887,-0.3142,-0.0714,0
0.0224,0.9283,0.4423,0.2551,-1.5457,1.3843,0.3623,-0.5187,1.3713,-1.6555,1
-0.2467,0.506,-0.4108,-0.5808,1.2748,-1.2879,0.0383,0.0989,0.406,-2.7645,1
0.1521,-1.2184,-1.7413,1.0479,-0.9714,-1.6056,-0.9628,-0.2073,-1.1866,-0.73,1
-0.4708,0.6989,-0.7418,0.1734,0.0025,-0.9542,-2.1837,0.5749,-1.1319,-1.9029,1
0.7523,-1.7505,0.7738,-0.7632,-1.1753,0.5388,-0.2437,0.4421,-1.9119,-1.4134,1
-2.8185,-2.077,-1.316,-1.6085,0.386,-0.3146,0.944,-0.3877,-1.5875,-1.35,1
-0.8752,0.2045,0.2512,-0.6262,-0.8165,0.9772,-0.6221,-1.2531,-0.6066,0.2282,1
-1.2558,1.3977,-0.0666,0.1434,-1.0297,1.3738,-0.8327,-0.522,0.7681,0.1162,0
-0.625,-1.2381,-0.5791,0.0779,-1.2626,1.0737,-2.8026,-0.7331,-0.2175,-2.2212,1
