@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R3-5,7,9-11,17,20-21'

@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.498,0.4076,-0.4197,-0.6893,1.1957,-1.1959,0.8036,-1.2324,-0.445,1
-2.432,-0.6203,0.5136,-0.6469,-1.3866,0.6882,0.0733,-0.8843,-1.3683,1
-0.2627,1.1571,1.2736,0.8091,-0.0215,0.6421,0.1771,-0.6416,0.896,0
-0.1499,-2.1441,-1.9822,-0.4819,-2.6886,-0.3731,-2.2315,-0.1573,-0.0628,1
0.5681,0.2718,0.6757,1.7138,0.265,0.7368,-1.3002,0.535,0.9723,0
1.2309,-0.002,2.2805,-0.2108,-0.6639,0.0069,1.2614,1.6861,2.5272,0
0.4644,-0.3681,-0.445,0.1183,0.5435,0.3221,1.6373,1.2409,0.1212,0
-1.1604,-1.042,-0.2817,0.7407,-1.0204,0.0769,-0.6905,-0.5447,-1.7067,1
-0.9474,-0.3643,-1.4622,-0.2204,-0.8124,-1.0681,-0.7973,-2.1587,-2.1474,1
-1.9871,1.0369,-0.0091,0.0124,-1.1443,-0.0992,-1.2674,-0.7628,0.5527,1
0.4771,0.9015,1.2298,-0.6408,1.123,-1.0139,2.6143,0.4442,-0.0195,0
-1.6698,0.4711,-0.9635,-0.937,0.0752,1.3852,-1.0737,1.5254,-0.2334,1
0.5808,-1.0725,1.2865,-0.7848,-0.0644,0.5,1.0003,1.2476,-0.8374,0
1.2225,-0.564,2.7722,0.1386,-0.3212,0.8893,0.3716,0.3545,-0.5059,0
-2.2643,-0.7709,-0.72,-1.3024,-1.0219,-1.336,1.7125,1.2615,-1.4579,1
0.326,-2.5066,-0.6614,-0.2451,-1.4889,-1.2476,1.3364,0.1351,0.5765,1
0.3927,0.5153,1.0715,1.9539,1.0727,-0.1402,1.202,-0.4074,-0.3709,0
-0.511,-2.3716,-1.348,-0.2166,-0.6876,-0.6247,-1.2434,-2.4592,-0.9033,1
-0.4708,0.5261,-2.217,-1.1973,0.3134,-1.2022,-0.6023,-1.4531,-1.236,1
1.4057,-0.3618,0.8739,1.3012,1.143,0.4874,-0.4678,0.2698,0.6934,0
-1.3544,-1.3134,0.382,-0.8752,0.5818,-1.9209,-0.6255,-0.392,-1.9551,1
