@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-3,7,9,11,13,19,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
1.0426,0.4441,0.3567,0.9125,-0.0606,2.6698,-0.1471,-0.0444,0
0.346,-0.8469,0.3073,0.933,-0.9421,2.9961,0.8809,-0.1082,0
2.4622,0.168,0.8421,1.559,-1.13,0.7229,-1.1217,1.5884,0
0.8056,-0.1297,-0.8692,0.4668,1.9058,-0.1243,-0.3289,0.5152,0
-2.0343,-1.4518,-0.208,0.2142,1.0884,-0.8306,0.2734,0.7432,1
-0.8701,0.5456,-1.7224,-1.3284,-1.4448,-0.5063,0.9923,1.3896,1
0.232,-0.8678,-0.5917,0.0307,-0.4757,-0.4662,-1.0808,-0.4497,1
1.6368,-0.1512,0.5501,-0.7975,0.525,-0.3386,1.0322,0.6414,0
-2.2152,-0.3232,1.2996,2.6627,0.9224,2.1326,2.4293,1.4979,0
0.1571,-0.1903,-0.2899,-0.7582,-0.2971,0.5854,-1.3474,-0.3378,1
0.6797,0.7868,-1.13,0.482,-1.9176,0.9205,-0.9167,-0.4568,0
1.3576,-0.3384,1.3071,1.3212,0.9293,-0.1847,-0.2866,-0.4043,0
3.4611,-0.0663,0.4526,0.3852,1.2257,1.5797,0.589,0.7933,0
0.6694,-0.9636,-0.3092,0.8411,-0.6064,1.9098,-1.0625,1.803,0
1.5123,0.2475,0.9883,-0.575,1.7034,-0.7267,-0.8705,-0.5028,0
-1.1412,0.2697,2.6835,-0.4762,-0.3041,-2.2203,0.072,-0.7404,0
-1.2846,-0.6913,1.5809,1.983,-1.4249,0.269,-1.56,-0.6312,1
1.3558,0.2179,0.5134,0.7468,-0.2748,-0.008,-1.488,0.2997,0
1.2112,0.7077,-0.5377,-1.9396,0.155,-0.8319,2.6295,1.0551,0
0.9432,-1.5429,-1.3887,0.2241,-1.3886,0.82,0.5778,0.5211,1
1.7948,-0.0024,0.5903,0.7795,2.2021,0.9367,0.0257,-1.1402,0
0.1695,-0.3518,-0.401,-0.4481,0.3169,0.7289,0.4726,-1.043,1
1.6737,0.0447,1.4647,-1.3165,0.5307,-0.1729,0.3775,-1.0513,0
-1.6536,-1.757,-1.3755,1.7668,0.1071,-0.3084,-1.1274,-2.0032,1
-1.4746,-1.299,0.6937,-1.1435,-0.88,0.5965,-1.4429,1.1035,1
0.9477,-0.2465,0.0314,0.1272,1.2156,1.7562,-1.058,-0.5087,0
1.1245,-2.3416,0.2436,-2.1365,-0.4228,0.2279,0.0044,0.1658,1
-0.2862,-0.0334,-1.071,-1.2889,-0.4328,1.1562,0.4908,-0.911,0
-1.1229,-0.1001,0.3541,-1.1418,0.9528,0.4307,0.6952,1.1265,0
0.1361,-2.4285,0.6246,0.0162,-0.3537,-0.1433,-0.422,-0.6265,1
-1.1754,0.6458,0.499,1.0818,-0.3909,-0.4841,-2.1285,-0.5903,1
-1.2797,-0.4321,0.6196,0.1298,-2.3481,0.0691,1.6266,0.1545,1
