@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-3,9,14,17-18,20-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A9 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.7743,-0.606,-1.9338,-0.5478,-1.6227,0.9491,-2.757,0.0191,1
-0.552,0.3249,0.7253,-2.3584,-0.4096,0.3843,0.1541,0.5216,1
1.2268,-0.4586,-1.9072,-2.0609,-0.4977,0.4215,-0.7298,0.4489,1
-0.6421,1.2597,1.1962,2.8203,-0.3823,-0.9558,-0.0103,-0.0683,0
-0.1769,-1.6978,-1.5334,-1.1332,-0.6047,0.1346,0.0564,-0.2599,1
0.5283,0.1669,2.6369,0.4476,0.7346,0.1396,-1.4838,0.345,0
0.8945,1.3853,0.8183,-0.3283,0.437,0.6377,-0.3734,0.8343,0
0.259,0.9724,0.3766,1.0219,-0.7774,0.0875,1.0823,0.7909,0
-0.3438,-0.1739,-0.6549,0.0744,0.5576,-0.5777,-0.3035,1.5534,0
0.3672,-0.1598,1.1018,-0.4834,0.8129,-0.5026,1.5536,0.2314,1
0.2712,-1.1028,-1.0686,0.7981,-2.014,-0.7635,-0.3736,-1.5959,1
1.1832,0.935,-0.0917,0.8606,0.1799,-0.1926,-0.1972,1.4905,0
-0.6302,0.752,-1.5985,-1.6554,0.2223,0.6381,-0.529,1.5635,1
-1.5159,-1.6066,-0.85,-0.3323,0.2467,-1.2893,-0.1675,0.8119,1
0.6285,0.9687,-0.1672,-0.4005,-0.7575,-0.6682,-1.3225,3.4198,0
0.7603,-1.2782,-1.5045,0.1261,-0.3028,-0.1112,-1.9571,-1.6539,1
-0.8091,1.2597,0.7674,0.9031,-0.0155,0.8291,0.693,-0.0907,0
0.2972,0.9267,0.4831,-0.2913,-1.0342,-1.8553,-0.7306,-0.916,1
0.1396,-0.4202,0.0344,1.0328,1.0439,-1.66,0.2664,-0.7979,0
-0.7829,2.1203,-0.1286,-2.7147,0.9381,0.0236,3.0018,1.0967,0
1.7321,0.4835,0.8064,1.1411,-0.3744,-0.8221,1.2723,1.7285,0
-0.0765,-0.2471,-3.9024,0.2457,-0.5667,-0.0278,-0.1398,-0.595,1
0.9515,0.8361,0.8023,0.329,0.7904,-0.0334,0.4658,0.7273,0
-1.9599,-1.9086,-2.2337,0.1198,-1.0475,-1.0837,0.7324,-1.3023,1
-0.6433,0.5499,0.2175,-0.0747,0.2806,-1.1658,0.5018,0.2519,1
0.4681,-0.3242,0.7006,0.2134,0.5119,0.2467,0.3829,0.668,1
-0.4526,-1.4278,-0.1648,-0.9071,0.8407,-0.4154,-2.0229,-0.7929,1
-0.4513,-0.2651,-0.4356,-1.1235,0.672,-2.1424,1.5354,0.3438,1
-0.077,0.6241,1.3752,0.8538,0.3633,0.9268,2.3884,-0.0148,0
-1.7674,-0.9873,-1.782,-0.2014,-0.4283,-0.1677,-3.137,1.0707,1
-0.3044,0.275,1.0551,-1.4478,-0.9471,-0.0166,-0.3916,-2.5503,1
-3.4302,-0.3857,0.4789,-0.5749,-1.1082,-1.6575,0.4561,-0.2833,1
-0.3588,-0.9743,-0.478,-1.2591,0.7943,-0.3196,0.3369,-1.0712,1
-0.851,0.0196,-2.404,-1.1568,-1.0036,0.1005,-1.9914,-2.3168,1
0.8145,-1.4633,0.0039,-0.6388,0.6247,-0.5493,-0.4711,0.0448,1
0.3585,1.2185,0.5081,-0.1921,-1.0177,3.1212,-0.1401,1.0725,0
-1.7813,0.7992,0.8684,1.0415,0.0546,-0.4201,0.9786,1.4209,0
-1.2833,-0.1642,0.0118,-0.3667,-0.5705,1.0819,-0.5873,-0.4664,1
0.1046,1.9766,-1.8676,1.3553,-0.7245,0.5362,1.3033,-0.805,0
-0.7826,1.2099,-0.7901,0.0662,-1.9365,0.2797,0.1391,-2.0966,1
-1.4051,-1.4257,-2.0783,-1.3495,1.1492,0.3486,-0.2838,0.1229,1
