@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,7,11,13,15,17-18,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-1.1085,0.8295,-1.5558,-1.5196,-1.0799,0.6303,-0.1113,-0.6247,-0.028,1
0.7522,-0.1899,0.3304,-0.5027,-1.011,-0.6688,-0.4243,-0.7752,1.8749,0
1.6971,-0.5382,-0.4952,1.1339,1.2129,0.7559,0.2784,-0.4163,1.1609,0
1.149,0.9633,-0.2037,2.9136,-0.3375,-0.9807,0.9985,1.2408,1.5107,0
0.7075,0.3998,-0.8427,0.215,0.27,-0.4084,0.55,-0.4972,0.886,0
-1.3413,0.7071,-1.7727,-2.4343,-0.3426,-0.8748,-0.7337,-0.199,-1.2072,1
0.2886,0.4991,0.9328,0.5484,1.7394,0.477,0.8559,1.7649,1.4677,0
0.4492,-1.7159,1.542,-0.0868,-2.6372,0.0882,-2.1401,-1.0099,1.4092,1
-0.537,0.0463,0.1771,-0.9146,-1.3398,-0.8245,-0.5761,0.0346,0.2253,1
0.919,-0.3194,1.3388,0.2699,0.2938,0.0218,0.0575,-0.0477,3.7287,0
1.6669,-0.3839,-0.2157,-0.6364,1.0023,0.4313,1.0874,1.7171,-1.5873,0
-0.6027,-0.9021,0.5841,1.4586,0.0322,-1.0297,1.0991,0.9801,-1.7565,1
-0.1704,-1.3213,-0.4417,-1.1929,-0.7197,-0.0813,-0.9202,-1.2036,-0.5336,1
1.5011,1.2312,-0.771,0.5278,-0.8534,1.5572,-1.6346,0.6294,0.2165,0
-0.1733,-0.4724,0.2732,-1.9688,-1.9746,-0.0964,-0.8572,-1.1515,-0.396,1
-0.7698,0.4414,-1.4295,-0.5794,-0.2844,0.5,-1.534,-0.318,-1.584,1
0.6631,0.9346,1.269,2.0063,-0.0015,0.781,0.8688,-0.4866,-0.4143,0
-2.5657,0.6569,-0.5148,-0.2,0.7429,0.1781,-1.3106,-0.5852,0.5554,1
