@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3,6-8,13,17-18,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-1.2444,-1.4684,-0.9695,-0.5761,0.0877,1,-0.6858,-0.9101,1
0.0851,0.3038,-1.2455,-1.7079,-0.5012,-0.9364,-0.9519,-0.7416,1
-2.8472,2.3894,-2.6549,-1.6038,-0.3639,0.5454,-0.2702,0.5606,1
0.3431,-0.0582,0.1738,0.7949,0.8904,1.1256,-0.128,-1.4884,0
-0.3764,-0.0895,-0.295,0.8359,0.2629,-0.051,0.4024,-0.6627,1
0.4123,0.9922,0.0906,0.7321,0.2637,0.6771,0.7162,-0.6161,0
-0.9541,-1.8932,-0.0639,0.8246,-1.0505,-2.5376,-0.5445,-0.2994,1
-0.3529,-0.9779,0.2766,0.0106,-0.5694,-1.4087,-0.4233,0.8136,1
1.8369,-0.8878,0.1961,-0.3068,0.2582,1.0745,0.7255,-0.251,0
0.7602,0.5378,-1.4642,-1.1987,-1.2792,-1.3826,1.1156,-2.1696,1
-0.6503,1.506,0.705,0.5947,0.796,3.0643,0.532,1.7417,0
-0.2743,0.4311,0.1456,0.4528,-1.2416,-1.2468,-0.4155,-0.2392,0
1.5585,-0.8493,1.1662,-0.12,-1.6608,-0.3233,-0.085,2.121,0
-0.492,1.1413,0.9785,1.1406,1.6551,1.1407,0.3208,0.3929,0
-0.2384,-1.0582,2.1589,1.461,1.2517,-0.468,-2.5732,1.2427,1
-1.2865,0.1319,-1.5022,-0.8033,0.3854,-2.1244,0.3393,-0.4702,1
2.1935,-0.5127,-1.5134,-2.1444,-0.7548,0.9821,-0.0198,-0.1985,1
1.3889,0.0331,0.3653,-1.8794,-0.7819,-1.0514,0.7858,-0.46,1
1.7382,-1.2674,1.3287,-0.9547,0.285,1.06,0.2434,-0.9843,0
-1.0553,1.613,0.0418,0.7234,0.1942,0.661,0.2477,0.4641,0
-0.2265,2.0203,-0.7972,-0.1226,-1.474,0.8973,0.6473,1.5926,0
1.6238,0.6715,0.4112,-1.0489,1.546,0.4253,-0.9515,0.1704,0
-1.5859,1.3199,0.6717,0.117,0.3065,0.8357,0.4018,1.5531,0
1.577,0.0847,1.4855,1.5351,1.9727,0.4094,0.7097,-0.6373,0
0.6004,0.4914,-0.7844,-0.098,-0.2668,-0.4241,-1.5809,0.4342,0
0.9991,1.4885,-0.8579,0.1443,-0.3998,0.7053,0.0704,-0.3198,0
-0.0139,-0.1891,1.693,-1.7297,-0.4043,0.302,-0.3593,0.6083,0
-0.1892,0.2878,-1.2269,-0.6913,-1.3328,-2.0997,0.0093,-0.6235,1
0.4758,3.9924,0.9721,0.2474,1.2684,-0.5765,-0.9776,0.6538,0
-0.6893,-0.3797,0.2953,-2.9309,0.2055,-1.5908,-0.2837,-0.8516,1
1.89,-1.5161,0.0191,-0.2844,1.0385,-0.7778,1.2506,1.569,0
0.2124,1.6441,1.054,0.2603,-0.3657,-0.1022,2.5933,0.4449,0
-0.9993,0.1479,-0.4522,1.5458,1.4803,1.0954,0.1688,-0.2602,0
-0.7588,0.2132,-1.0673,0.0226,0.1952,0.1406,0.9411,0.2729,1
0.6866,0.4926,-0.6224,1.2619,0.1492,1.098,2.5789,-0.044,0
0.8669,-0.2389,0.23,-1.5301,-1.8205,-0.0374,0.0422,-1.0403,1
-1.6048,-0.7807,-2.1882,0.6509,1.1319,0.2554,-1.5453,0.6794,1
-0.6479,-0.0964,-0.6497,0.1787,0.2758,-0.5639,0.4262,-1.3829,1
0.1959,-1.306,-0.8159,-3.3681,-0.6653,-2.662,-1.7719,-3.3587,1
1.4992,-2.1586,-0.8332,0.0072,-1.5152,-0.4993,-1.6647,1.083,1
