@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,4,6,9,11-13,16-17,19,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.9359,-0.4045,-0.6769,0.7927,0.8902,1.5043,-0.4077,1.3877,0.5334,-0.8859,0
0.6924,0.9589,1.1361,1.3161,0.1273,-0.458,1.5855,1.4696,1.0888,-0.3001,0
0.5425,-1.9035,0.9018,-0.0893,2.0133,0.2072,-0.3142,-0.6486,1.6125,0.2647,0
1.2119,1.028,1.3296,-0.0609,1.4191,0.9118,-2.3567,1.6909,0.6,1.3801,0
-0.6871,-1.4878,-1.2323,-1.2836,0.4318,-0.988,-0.5739,0.0278,-0.6564,0.299,1
-0.6212,0.1133,1.2778,1.283,0.4033,-0.1028,0.4185,1.1188,-0.4243,0.8952,0
1.2546,0.7722,0.9582,-0.1338,2.2292,0.4811,0.4552,0.1377,0.5015,-0.5722,0
1.0337,2.2808,0.0695,-0.701,-0.742,-1.3326,-1.3046,-0.6731,1.0439,-1.719,1
2.0004,-0.4539,0.9075,0.9893,1.1602,-0.8444,0.9737,-1.21,-1.2413,0.6405,0
0.4914,1.8827,0.1709,2.2798,1.7305,-0.4546,-0.2542,0.7623,-0.2422,1.8023,0
0.1836,1.1347,-0.7471,1.1349,-0.087,0.2523,-0.5881,0.9919,2.2057,0.5713,0
-1.1592,-0.1153,-0.8184,-0.4925,0.0048,-1.6463,-0.3773,-0.5603,0.7515,0.1723,1
-0.0069,-0.4443,2.2181,-0.034,0.4307,0.6073,-0.1307,1.0942,0.8188,1.9354,0
0.9034,-0.0813,0.1598,0.6261,-0.3837,1.487,-0.0956,-1.9596,1.4031,0.9544,0
1.5687,1.4462,-1.3629,1.266,-0.3113,-1.2192,0.5051,0.0738,-1.0779,0.1756,0
-0.0194,-0.0999,1.5232,0.1601,0.4531,1.6761,-0.1889,0.1369,1.0022,1.0427,0
3.0936,2.3978,0.0648,0.914,-0.5346,2.0012,0.8079,-1.2178,1.1067,2.8656,0
0.6533,0.9913,0.3308,-0.4404,-0.3609,1.9701,0.5138,1.6202,0.6405,1.438,0
1.399,0.4712,-1.4261,-0.2037,0.3248,0.4724,-1.2233,1.5,1.3428,-0.6035,0
-0.3487,0.2314,-0.8947,0.1177,-0.8024,-0.6591,-0.2132,-0.4628,-0.9838,-1.0146,1
1.0514,1.646,0.6184,-0.0408,0.1225,2.0941,0.0724,0.5023,0.9585,0.3795,0
-1.3613,-1.7244,-0.5085,-0.8338,-0.0513,-0.4028,-0.8428,0.446,-1.2764,0.428,1
0.4668,-0.34,-0.0307,1.4953,-0.9721,-1.2637,-0.4718,-0.1703,-1.8953,-0.2406,1
