@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,8-10,12,15-17,19,21'

@attribute A1 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.7743,-1.2079,-0.5478,-1.1045,0.5462,0.6551,-1.146,0.9491,-1.1497,1
-0.552,-0.3111,-2.3584,1.488,0.9096,1.5287,-0.196,0.3843,-0.2981,1
1.2268,0.4413,-2.0609,0.2918,0.0051,0.3324,-1.0612,0.4215,0.2584,1
-0.6421,0.1019,2.8203,-0.3667,1.5014,-0.6084,0.2132,-0.9558,0.739,0
-0.1769,-0.6714,-1.1332,0.7719,-1.213,-0.8091,-0.3889,0.1346,1.0598,1
0.5283,0.4779,0.4476,-0.1636,-0.0062,-1.7294,-1.3107,0.1396,0.8917,0
0.8945,0.983,-0.3283,1.9512,1.9233,-0.8953,-0.096,0.6377,-0.9387,0
0.259,0.591,1.0219,0.1522,0.984,0.2306,-0.1282,0.0875,1.1105,0
-0.3438,-0.682,0.0744,1.3807,-0.1063,-0.3211,-0.3333,-0.5777,-0.7787,0
0.3672,-2.2519,-0.4834,-1.7777,-0.092,-1.1099,1.2035,-0.5026,0.09,1
0.2712,0.2369,0.7981,-0.46,-1.3433,0.4571,-0.009,-0.7635,-0.7493,1
1.1832,1.0591,0.8606,-0.8846,1.2382,0.9439,-0.5491,-0.1926,1.3361,0
-0.6302,1.5351,-1.6554,-1.2818,-0.6549,-0.0504,-0.3175,0.6381,0.0672,1
-1.5159,-0.0612,-0.3323,-0.3391,0.1516,1.1569,-0.779,-1.2893,-0.3318,1
0.6285,0.7432,-0.4005,0.6688,-0.2236,0.6117,0.2471,-0.6682,-0.7416,0
0.7603,-0.1114,0.1261,-0.9501,0.4436,1.1273,0.9028,-0.1112,0.6254,1
-0.8091,-0.8572,0.9031,1.1387,0.632,0.0773,-0.1732,0.8291,0.1772,0
0.2972,1.443,-0.2913,-1.0228,-0.7893,0.3573,0.5657,-1.8553,-0.9297,1
0.1396,0.4807,1.0328,-0.2309,1.045,2.208,-1.6764,-1.66,-0.4694,0
-0.7829,0.457,-2.7147,-1.0114,0.6748,0.9864,-0.0504,0.0236,0.2043,0
1.7321,-1.0152,1.1411,0.1417,-0.548,0.6275,1.7821,-0.8221,-0.3798,0
-0.0765,-0.7481,0.2457,-0.0528,-0.4898,0.5673,0.8953,-0.0278,-0.7089,1
0.9515,0.5058,0.329,-1.0047,1.5558,1.0744,0.1973,-0.0334,1.5342,0
-1.9599,-1.7903,0.1198,-0.797,-0.6931,-0.5672,-1.0273,-1.0837,-1.2977,1
-0.6433,-1.4412,-0.0747,-1.4653,-2.6634,-1.2883,0.6632,-1.1658,-2.4489,1
