@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,9-11,13,15-16,20-21'

@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.8617,0.564,-0.3546,-0.6859,-0.4462,1.1027,3.486,-0.4158,0.7896,-0.2744,0
-0.7137,0.8836,0.4869,0.2288,1.7455,1.2481,1.33,0.3843,1.3088,0.2707,0
-0.3206,1.0857,3.0023,0.2056,1.5801,0.6177,2.3668,-0.8073,0.374,-0.1087,0
0.2826,0.8906,0.0398,1.5402,1.091,0.6988,-0.6202,0.6244,1.3328,1.2073,0
0.6526,-1.2314,1.4335,-0.8122,1.4549,-1.2524,-0.5315,0.3871,-0.6655,-1.2488,1
1.0981,2.0222,-0.2534,-1.1736,0.9581,-0.2856,-2.0905,2.0079,-2.0419,1.78,0
-1.0406,0.2107,0.1657,-0.3121,-1.3191,0.8937,-0.6334,-2.4636,-1.5312,-1.8224,1
1.6632,0.2165,2.2847,0.1878,1.3126,-1.6629,0.6879,0.9368,1.6977,0.1536,0
-0.8229,-1.2593,-0.8236,-0.9725,-0.9121,-2.2333,-0.767,-1.8829,1.0561,-2.9776,1
-1.02,-1.4237,-0.3013,0.5037,-0.3965,-0.835,-0.6157,-0.0269,-1.7893,0.104,1
1.9112,-1.3458,1.6785,-0.4627,0.3359,-0.8149,1.8225,-0.588,-0.061,1.2707,0
-0.6741,-0.8389,-0.7595,-1.6239,0.5679,1.069,-0.6052,0.5001,0.2804,0.4629,1
0.0724,1.2195,0.0798,-0.2165,0.825,0.5674,-0.7001,1.1458,-0.098,1.7941,0
0.7067,0.5212,0.6177,0.7035,3.0645,-0.9855,0.4002,2.2012,1.5412,-0.6529,0
0.4558,1.1382,0.8484,-2.0298,0.3906,-0.548,-1.6462,-1.9821,-0.9085,-1.3675,1
0.0363,-0.7856,-0.1014,-1.0674,-0.3086,0.8751,0.1953,0.8082,0.6296,-0.3567,1
-0.3299,1.5817,-1.3204,0.1568,0.0149,0.7313,0.0282,0.484,0.1991,-0.7772,0
1.1478,-1.8863,1.4947,1.2996,-0.6514,-0.7748,1.8722,0.2788,0.7807,-0.6402,0
1.4062,1.0272,1.3432,1.4432,0.5957,0.2387,-0.6228,1.6253,-0.1693,1.179,0
-0.4452,1.3017,0.2588,-0.8968,-1.1317,-0.4266,0.2387,-0.1538,-1.5693,-0.6589,1
-0.2118,-0.7741,-0.2232,0.6141,0.438,0.9045,0.2653,-0.1526,-3.0356,0.6468,1
2.2661,-0.4032,1.253,0.7473,0.0213,-0.0232,0.8317,-0.0711,1.1705,-0.559,0
-1.0062,-0.7359,-0.0071,0.307,0.6978,-1.8041,0.0491,0.017,0.4532,-1.9353,1
0.2293,0.0431,0.3253,0.2151,0.8397,-0.9827,0.0224,-0.463,-3.3292,-0.8211,1
-0.8331,0.7927,0.6138,-0.3069,0.1276,-0.3776,0.6536,-0.9499,0.8446,0.282,1
1.1477,0.516,1.6845,0.297,-0.3125,1.9679,1.0953,-0.4684,-1.0927,-0.0181,0
0.8351,1.3592,-0.9664,1.5097,1.2002,0.953,-0.9781,1.2406,-1.1323,-0.5488,0
2.3852,0.3826,-0.6929,-0.7135,0.1448,0.9116,0.1436,-0.2192,0.9197,0.835,0
-0.9136,-2.1783,0.345,-1.3985,0.1231,0.8139,-0.7536,-0.2434,0.1865,-0.2799,1
-0.563,3.1467,1.0256,0.3664,-0.6884,0.0678,0.562,1.0716,1.7796,0.5599,0
0.7281,0.4657,-0.2662,-0.2799,0.7784,-0.2437,1.0153,1.3915,1.5626,0.846,0
1.3059,0.3919,1.8801,-0.2348,0.4453,0.2518,-1.2115,-0.0068,-0.1174,0.4995,0
-0.8342,0.3669,1.0875,-1.3254,-1.3078,1.6286,0.0479,-0.9622,2.4188,2.1495,0
0.6474,-1.0003,-0.1571,-0.442,-0.6793,-0.9148,-2.1145,-1.4324,0.7195,-0.8656,1
0.2439,-1.2948,1.0559,0.8466,0.6234,1.1478,1.373,-0.3204,-0.2009,0.1723,0
0.6613,-0.1651,-0.2085,-0.3386,1.3791,-1.126,-0.9154,0.2705,0.0547,-0.5925,1
-1.3981,-0.098,-2.4855,0.247,2.2271,-0.907,1.7336,1.6292,0.1596,-1.6265,0
1.1692,-0.9731,-2.0623,-0.6891,0.0578,-0.1073,0.9902,-0.7707,-1.2751,-1.2784,1
-0.9411,-0.318,-1.5724,0.3124,-1.2447,1.4089,-0.6362,0.2299,-0.0013,0.0187,1
-0.6318,-2.2083,-1.5081,-0.8357,-0.5612,1.0591,0.4131,-1.0575,-0.393,1.0816,1
0.4503,0.2077,0.2216,-0.1424,0.0983,1.5765,0.0844,0.4455,-0.1749,-0.663,0
-1.1293,-1.4054,-0.709,-1.832,-1.4374,-1.0194,-0.3168,-1.0838,0.5167,0.4304,1
0.0509,-2.4744,-0.1403,-0.3468,-1.392,-0.1293,-1.4993,0.45,-0.6124,-1.238,1
1.168,2.7666,-1.486,0.82,0.1713,0.4222,-0.3126,-0.4589,0.828,0.2033,0
-0.1156,0.687,2.2608,-0.7935,-0.9647,-1.0802,-0.0017,0.9931,-0.1514,-1.0653,0
-2.2858,-1.8325,-1.1046,0.775,-0.9642,-0.133,-1.1072,0.0492,-0.0548,-0.2113,1
-0.0155,0.8339,-0.4663,0.7241,-1.2486,0.6161,-0.2371,-0.54,-1.3095,-0.3816,1
0.1368,0.1636,1.0076,0.752,1.6274,0.7874,-0.2949,-1.129,-2.1499,-1.6641,0
1.4303,-0.9167,1.0851,0.9269,0.2177,0.3534,1.3512,2.2565,1.95,0.9571,0
-1.1385,1.0456,-0.9374,-1.095,-0.8982,-1.4085,-0.7488,-0.6147,-1.3828,-0.874,1
-0.2516,-0.4545,-0.2544,2.2627,1.2883,1.2492,2.9622,-0.3722,0.3528,0.9114,0
0.259,-0.9331,-0.4571,0.8118,-1.9708,-1.2192,-0.276,-1.6055,0.2325,-1.3861,1
-0.9175,-1.2073,-1.5535,0.2918,-1.9121,-2.8598,0.1804,0.8592,-1.4121,0.2064,1
-0.1875,-1.8153,0.2291,-0.5223,0.765,1.6038,-0.5578,-0.8001,0.3663,1.3126,0
-1.4159,-0.1382,-0.7183,-0.4275,-0.7159,-0.9375,-0.0717,1.0362,-1.376,-0.2452,1
1.22,1.3465,1.5509,0.2945,-1.7414,-0.158,-0.0863,1.1481,-0.0624,0.9993,0
0.5643,0.7761,-0.5535,-2.7994,0.2812,2.7137,-1.0688,-2.1434,-1.8902,0.0421,1
