@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,5-9,12,19,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-1.1085,0.8295,0.6791,-0.0202,-1.5196,0.4485,1.3138,-1.3414,-0.6141,1
0.7522,-0.1899,-0.1008,1.4079,-0.5027,-0.484,0.1268,-1.2447,0.7594,0
1.6971,-0.5382,1.2847,-1.1886,1.1339,-0.9486,1.3676,0.213,-0.4601,0
1.149,0.9633,-0.6592,1.2039,2.9136,0.5674,1.4107,1.4807,-0.15,0
0.7075,0.3998,0.2437,2.0538,0.215,1.3763,-1.305,-1.1172,2.3787,0
-1.3413,0.7071,0.5828,-0.2171,-2.4343,0.0025,-0.0077,-1.3633,0.5351,1
0.2886,0.4991,-0.303,1.686,0.5484,0.5402,0.7906,1.0946,0.348,0
0.4492,-1.7159,-2.2849,-0.3464,-0.0868,0.7383,0.9349,-0.6378,-0.8953,1
-0.537,0.0463,-0.5326,-1.0219,-0.9146,-0.1285,-0.1269,0.102,0.394,1
0.919,-0.3194,0.7651,1.3998,0.2699,0.0486,-0.3535,-0.2008,-0.0164,0
1.6669,-0.3839,0.3393,1.2026,-0.6364,0.9286,2.3878,1.6342,1.6716,0
-0.6027,-0.9021,-1.4287,-0.6429,1.4586,-1.6472,-2.1448,-1.2725,-0.3997,1
-0.1704,-1.3213,0.4686,0.3107,-1.1929,0.0657,-1.4934,-1.1155,-0.0207,1
1.5011,1.2312,0.1854,-1.363,0.5278,1.4905,2.7915,1.1536,0.8762,0
-0.1733,-0.4724,-0.3845,-0.0579,-1.9688,0.9775,0.4159,-2.11,-1.3344,1
-0.7698,0.4414,0.4017,-1.0486,-0.5794,-0.3303,-1.1363,0.1311,0.1676,1
0.6631,0.9346,1.5155,0.5974,2.0063,0.8625,0.3581,-0.5032,0.1993,0
-2.5657,0.6569,-0.1577,-0.2115,-0.2,-2.2426,-0.4172,-0.3181,-0.7049,1
-1.7451,-1.1937,1.0171,-2.4481,-0.0642,-0.2165,-0.3128,0.2647,-0.5152,1
-0.9493,0.1043,0.7027,-1.2373,-0.7619,-0.8133,-1.0659,-1.9679,-1.0208,1
-0.3422,0.5546,-0.7419,-1.0963,-1.0526,-1.4544,-1.1711,-2.1777,-0.9672,1
1.4644,-0.8551,-0.7052,2.8398,1.1143,-2.5257,2.4725,-1.8575,-0.3313,0
-0.1924,-0.6012,-0.1726,1.5723,0.0349,0.2129,-0.3571,-1.6658,-0.5246,1
0.5414,0.828,0.0274,0.1609,-0.4261,-1.6449,0.2611,0.8634,0.9746,0
2.4338,-0.4056,0.566,1.673,0.8143,-1.1441,-0.3209,0.5256,-0.4084,0
-0.86,-0.7309,0.1011,0.2377,0.0172,-0.2275,1.3487,-0.2035,-0.1514,1
-1.8995,1.2012,-0.4847,1.7214,0.8551,-0.3398,-0.9175,1.3126,-0.8253,0
0.8327,0.9203,2.1296,1.6522,0.1265,0.2332,0.6186,-0.6193,-1.4767,0
1.4707,1.1176,0.3274,0.5682,0.679,-0.4418,0.3134,1.8915,1.5999,0
-0.17,0.7438,-2.0136,-1.0801,-0.8466,-0.3914,-1.6691,0.7881,-0.0717,1
0.9221,0.0092,1.0766,0.6861,0.5835,-0.5259,0.4619,1.2672,0.8466,0
0.8959,0.5988,1.2934,0.495,1.1283,-1.5348,0.2583,0.5222,0.1694,0
2.0986,1.0876,0.0467,0.3495,0.3587,0.6285,-0.6619,0.0717,1.1675,0
0.6143,0.5836,1.0637,0.046,0.7519,2.0416,1.2071,-0.6287,0.0158,0
0.475,0.4584,0.7859,-0.0124,-0.9842,-0.3102,-0.9514,-2.9228,-2.1792,1
-1.4757,0.8771,-0.8531,-0.2334,-0.3502,-1.3709,-1.0991,-0.8322,0.0933,1
0.2903,0.8764,0.633,1.263,1.5059,0.8323,0.7169,0.0106,1.8176,0
-0.3176,1.1588,-1.441,2.276,-0.9841,0.4876,0.8447,1.0265,2.687,0
-0.8045,0.177,-0.6549,-0.2412,-1.3077,-1.4987,1.1347,0.2072,0.2806,1
-2.7126,-1.3006,1.438,-1.1641,-0.2509,1.8646,-0.1643,3.03,1.5383,1
0.6469,-0.4182,2.0186,0.8823,-0.2401,-0.5055,0.8237,-0.733,1.5525,0
-1.3399,-0.8656,-0.4371,0.5284,0.3768,0.7483,0.7319,0.6453,-0.1933,1
-1.6483,1.6013,-1.4841,2.0797,0.5915,0.4454,0.7831,0.8351,-0.111,0
1.3173,0.9792,-0.035,1.5208,0.0036,0.729,0.634,-0.6525,-1.407,0
0.3739,0.4605,-0.3462,1.3178,-0.4062,-0.0296,0.1249,-0.4622,-0.0338,1
-1.3979,-0.3106,-2.3276,-1.3602,-0.4929,1.2515,0.4775,0.6737,-0.4553,0
-0.5774,0.6462,-0.9961,-1.1788,-0.9215,0.1247,-0.0927,-0.0113,-1.222,0
-1.2426,0.6877,-1.645,-0.8722,-0.4749,-0.9755,-0.2307,-0.2364,-1.2295,1
-1.4232,-1.9966,-0.7821,-0.7107,-2.487,-0.6904,-0.5973,-1.6456,0.0866,1
0.5055,-0.3902,-0.5994,-1.3045,-2.3859,0.0433,2.3367,0.5907,-0.5087,1
0.0649,-0.8544,0.4524,-0.5592,-0.3918,-0.1064,-0.2652,1.0407,-0.3873,1
0.0036,-0.4045,-0.5371,-2.1942,-1.2528,-2.3359,-1.7677,0.1755,-0.1611,1
0.2561,-1.8848,0.796,-0.1307,-0.2404,-1.4469,0.0322,0.171,-0.5344,1
-0.0809,0.8455,-0.3546,-1.8684,-0.1683,-1.7593,-1.8584,-0.5745,-1.1215,1
-1.1922,-2.1482,-0.9557,1.157,0.205,-0.925,-1.2294,-1.0327,-1.2536,1
-0.7392,-0.2615,0.6334,1.1031,1.0944,-1.5694,1.0246,1.0935,-0.1392,0
0.93,0.2979,-0.0022,0.6305,-0.1602,-0.0873,0.6757,1.3461,0.762,0
-0.8381,-0.747,1.2081,-0.3817,0.0767,-0.9211,0.8215,0.2213,0.5434,1
-1.1255,-1.0486,-0.7667,-1.423,0.3608,-0.18,-1.8762,-0.2632,-1.4111,1
-0.4351,-1.5276,-0.7053,-1.1814,0.8385,0.9027,0.1898,1.1543,1.5984,1
-0.3888,-0.4655,1.7957,1.9566,1.7827,-0.3769,0.6067,-0.1508,-0.2753,0
1.7638,1.6364,-0.2786,-0.1191,3.88,-0.2445,2.6602,-1.9333,0.6682,0
-1.2112,-0.444,-0.5225,-1.9487,0.3831,-0.0911,-1.5259,-0.412,-0.9302,1
-0.2314,2.2658,0.2938,-1.3775,0.1277,-0.7281,1.4158,0.3816,0.7871,0
0.1951,-2.127,0.6695,-0.9628,-1.2179,-0.998,0.6842,0.3174,-1.5619,1
-1.4507,0.7441,0.4292,-1.3261,0.0318,-0.358,0.5825,0.4309,-1.4856,1
0.8738,0.9675,-2.0415,0.4243,2.3104,-0.4604,-0.4035,0.8067,-0.1426,0
1.2587,1.2223,1.3505,-0.9279,2.4681,1.3766,-0.3831,0.1127,-0.3195,0
-0.9829,1.6447,-0.2839,-0.0836,0.2173,-1.1336,-0.9834,-0.4672,-0.2063,1
-1.2927,0.0396,1.4963,0.7248,-0.1304,-0.2232,2.2282,0.3094,-0.229,0
-2.4453,-2.4618,0.0255,-0.1148,0.7733,-1.1256,0.6144,-0.7049,-0.6636,1
-0.4879,0.6941,0.8655,0.7098,-0.8776,0.0112,0.1976,-0.6526,-0.8858,1
-1.3972,0.7797,-1.2714,-1.1786,0.2822,-0.6452,0.563,-0.8287,-2.0384,1
-1.7416,-0.7989,0.3587,-0.5776,-1.8928,-0.6039,-0.8061,0.9131,-1.2929,1
-1.9878,0.7795,-0.9373,0.8646,-0.9388,-0.5698,-0.7262,-0.2956,-1.1362,1
-0.7132,0.1249,1.1377,0.524,2.0164,1.1471,-1.7185,-0.0141,0.1093,0
0.245,1.1429,0.9048,0.2608,1.5736,-0.7176,0.4643,0.5082,1.0469,0
1.5005,-1.0257,-1.0888,2.7745,-0.9355,1.2294,0.1461,-0.7602,-0.8183,1
2.1704,-0.087,-1.0711,-0.6518,-0.1842,0.8728,0.6527,1.1656,0.2271,0
0.4784,-0.9103,0.4288,0.5807,1.9639,0.0592,-0.0904,0.2536,0.878,0
-1.4721,0.6056,-0.1983,0.8999,0.5407,0.1105,0.8518,-1.1237,0.3423,1
0.3969,0.1278,1.056,0.5312,1.1819,0.0973,0.4975,1.551,-1.9418,0
-0.5307,-1.7177,-1.8736,-0.4211,-0.0672,-0.0206,-0.2411,0.2177,0.2294,1
