@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,7-11,13,16,18-19,21'

@attribute A1 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.1713,-1.4933,-0.3869,0.645,-0.6253,-0.9652,-0.5912,-2.0039,-1.1801,1.3244,1
-1.6787,-0.3491,-0.7272,-1.7985,-0.5027,0.5124,1.2052,-0.0754,-0.8571,-2.8611,1
-1.4109,-2.1996,-1.4273,-1.1568,1.2674,-0.9255,0.1303,0.7856,-1.0281,1.7261,1
0.3853,-1.2168,-0.2349,-0.07,1.0888,-0.7377,-0.7977,-0.0331,0.0141,-1.4358,1
0.3975,-0.7602,-0.8741,-2.3324,0.3645,0.9253,-0.5905,-0.4296,-0.8375,-0.713,1
1.6805,-1.2487,0.0351,-0.4,-0.4632,0.2046,0.4705,-1.887,-0.2443,1.8665,1
0.4954,1.3047,0.1701,-0.5016,1.0839,0.3665,0.9624,0.9429,0.6173,0.2408,0
-0.0708,0.406,-0.8827,-0.7945,1.2749,-0.3751,-0.8303,-0.2181,0.8698,0.5666,0
-0.7371,0.6747,-1.1563,0.9926,0.0283,-0.8922,-1.2294,-0.6759,-2.9967,0.5124,1
0.2465,-0.8408,1.0427,1.4186,0.8703,1.2832,0.4315,0.0371,1.1687,0.5181,0
-0.1871,-0.5844,1.0736,-0.7629,-1.1693,-1.1508,0.4676,2.4691,-0.9138,-0.3361,1
-0.5701,-0.5896,1.3643,-0.1141,1.4762,2.97,0.5275,-0.4631,0.1684,0.4384,0
-0.8414,1.0011,-0.2321,-0.5969,0.2054,0.5185,0.8949,2.6002,1.9223,-0.3629,0
-1.8508,2.2758,0.9871,0.3924,0.8006,0.8931,0.0296,-0.3167,-2.1758,-0.629,1
-1.0327,0.5002,-1.4964,1.2087,-0.0279,-0.2238,0.828,0.4509,0.4028,-0.819,1
-0.6501,1.9726,0.4945,-0.3345,0.7697,-0.7166,-1.0699,-1.8071,-1.0551,-0.0933,1
-0.5875,0.7294,1.2552,-0.6694,-0.5302,-1.6096,-0.1172,-0.3873,-1.1302,-1.3067,1
0.8902,-2.1706,-1.5645,1.0706,-1.0148,1.3004,-1.1022,-1.6257,-1.301,0.8197,1
-2.3599,-1.2621,-0.8459,-2.2227,-0.8877,0.6191,-0.4487,-0.9321,-0.2059,1.0464,1
0.9488,1.4666,1.7586,-0.9574,-1.0874,0.9421,1.1302,1.3575,0.3903,1.3395,0
-2.5397,-1.0013,0.1514,0.6168,-1.9103,-2.3753,-1.6356,-1.1915,0.045,-2.041,1
-2.3268,0.3152,0.172,0.1276,-1.4383,-0.5921,-0.861,-1.074,-1.5552,-0.4511,1
-1.9856,-0.8757,1.1373,-0.0517,1.0438,0.9595,-0.2105,1.2188,0.8678,1.5895,0
0.5542,0.7809,0.0668,0.5097,1.8021,1.5723,1.156,0.4158,-0.0504,0.2169,0
0.5291,-0.9456,-0.2407,1.3581,0.7306,0.2413,0.1328,-0.1198,0.6533,-0.7686,0
0.5473,1.0518,-0.8997,-1.2064,0.7973,1.3561,-0.1978,0.3024,-1.2433,1.5482,0
