@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-3,8-9,14-15,18,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-0.7537,-1.4473,0.4404,-2.2915,1.7196,-1.8475,-1.7144,-1.2593,1
-1.4365,0.502,-0.2387,-1.5309,0.4351,0.1904,-0.9548,-1.2867,1
0.2844,-0.1248,0.1826,0.4483,1.9412,2.4175,0.7084,0.1893,0
0.8624,0.0417,1.6588,1.0404,-0.9764,0.6058,0.6665,-0.0934,0
-0.8383,0.8137,0.9494,1.5443,0.8492,0.6158,2.7643,0.7613,0
-0.3637,-0.0034,0.231,-0.1763,0.0637,0.4296,-0.5225,-0.1008,1
0.0071,-0.5668,1.3508,-1.182,-2.9905,1.1313,-2.0152,-2.0777,1
0.1336,0.9103,0.1573,2.1641,1.193,-0.9685,0.3583,0.3261,0
3.3239,0.3748,-0.1478,0.3006,-0.0545,-0.0589,-1.298,1.017,0
1.8207,-0.9154,1.5569,-0.1705,0.5582,-0.9396,-0.6031,0.1847,0
1.7911,0.1481,1.0344,0.9981,-0.3629,1.7855,1.243,1.1795,0
2.2218,1.2973,0.0677,0.8384,-0.192,1.1234,-0.2201,-0.1143,0
0.8637,1.6985,0.1479,-0.1677,0.1298,0.3191,0.0828,1.3558,0
-1.454,0.3955,-0.8635,-0.1677,0.469,0.4375,1.1141,-1.1176,0
0.7752,0.1523,-0.1635,-0.7313,-1.4266,-0.8032,-1.5035,-1.1898,1
-1.3683,2.0721,2.2469,0.5174,-0.3272,2.1594,1.7584,0.3295,0
-0.0995,1.0458,0.3554,-0.7085,-1.4282,0.2822,-0.7881,-0.537,1
-0.0107,-2.8572,-1.544,-0.9928,-0.0924,-1.2427,-1.5006,-1.22,1
1.3799,1.2112,0.0661,1.1446,0.8754,1.3926,0.7059,-0.6497,0
-0.2227,-0.5796,-2.375,0.2045,-0.0605,-1.6584,0.0729,0.2995,1
-0.6982,0.1956,0.7871,0.2572,1.0092,1.8578,0.5608,1.3302,0
-1.1053,1.7252,-0.4419,0.949,0.867,-0.1832,-0.9457,0.5542,0
0.9575,-0.264,-0.2595,1.4252,0.5858,1.2005,0.6353,1.4992,0
-0.9261,-1.2254,-1.7407,-1.1107,-2.0371,0.17,-0.1387,0.015,1
0.3304,0.2245,0.1003,-0.0944,0.3565,0.7345,0.3383,2.0225,0
1.3544,0.9571,0.3058,0.5827,1.1447,-0.1897,2.125,-1.5142,0
0.2017,0.8082,-0.9731,0.6703,0.6349,-1.9957,-0.474,-0.9211,1
-0.0981,1.1024,0.2749,2.0671,1.2438,2.0452,1.025,0.7571,0
1.2283,1.3906,0.3197,1.2761,1.9046,0.636,-0.4034,0.213,0
-0.3047,1.5216,2.5936,1.4757,2.3788,1.0285,2.7729,1.1889,0
-1.5027,-1.1386,1.7732,0.3406,-0.3686,-0.2384,1.137,0.248,0
-0.6729,0.4716,1.1377,1.8216,1.6579,-0.3834,0.6073,1.0755,0
1.0549,-0.3566,1.6685,1.8968,0.7684,0.5179,-0.533,2.5943,0
2.1337,-0.6438,1.1546,1.0678,0.2136,0.2631,0.1063,-0.1104,0
1.2488,0.8991,-0.1458,1.0802,1.8329,1.3856,1.097,1.4015,0
-0.8597,0.853,0.4905,1.4623,0.0392,1.2309,-0.5523,1.965,0
1.5455,-0.1744,-0.7996,-0.0359,0.0775,-1.3447,0.1407,0.5774,0
-0.5836,-0.2339,-0.0856,-0.7699,-1.8174,0.2277,-2.929,1.2722,1
2.2452,1.2062,-0.4814,-0.9076,1.3491,0.5263,0.8417,0.4397,0
-1.7792,-0.3217,-0.0745,-1.576,1.0867,-0.1131,-0.6211,-1.4964,1
1.6636,0.7243,0.9625,0.6109,0.8816,-0.1927,2.3349,-0.7361,0
-1.045,0.8243,-1.0318,-0.3417,0.2087,0.9371,-0.9073,1.6001,0
0.082,0.6652,2.1162,1.5675,0.0129,-0.1178,-1.9334,-0.0779,0
-0.1776,-1.8649,-0.229,0.0919,-0.648,1.2835,-1.9929,0.5454,1
-1.49,-0.2154,0.0156,0.0435,2.6761,-0.0837,-1.1225,-0.7924,0
-1.8101,1.9846,-0.8046,-1.6451,-1.0974,-0.4614,0.018,-2.3881,1
1.8796,0.5886,-0.3719,0.2245,1.0216,0.9129,1.275,-1.6077,0
0.219,0.6871,-1.1464,0.6909,-0.7686,-1.2456,-2.8889,0.6204,1
-1.0211,-2.0525,-2.509,0.1846,0.7733,-1.5207,0.0431,0.5672,1
-0.8538,0.2953,-1.7484,-0.3898,-0.9099,-0.2077,-0.9256,-1.0539,1
-0.7421,0.6637,-1.5565,-0.9823,-1.0501,-2.0881,0.5625,0.9208,1
0.1767,0.6778,-0.7126,1.7551,1.7909,1.2832,0.118,0.1184,0
-1.8597,1.1271,-0.0085,-1.8677,-0.8365,0.1116,1.8532,0.9777,1
-0.1181,-0.2777,0.4922,0.5297,1.9948,1.034,-0.6904,-0.6772,0
-0.8984,-1.3956,0.8791,-0.42,-0.3126,0.3297,-0.2264,-0.8801,1
-0.7376,0.7846,-0.6554,0.1221,-0.2942,-0.2009,-0.0064,-0.1364,0
0.7565,0.2684,-0.8677,-1.4567,-0.6094,0.1252,-0.6992,-0.9831,1
-0.305,0.3408,-1.5003,-0.1724,-0.6535,1.3177,-2.7748,-1.304,1
2.411,0.6603,2.1435,-1.0353,1.1787,1.8911,1.5954,1.0765,0
-1.095,-2.3726,-0.3504,0.7919,-1.8483,-0.3369,-0.7556,-1.8235,1
-1.1254,2.1468,1.7774,-0.0088,-1.0095,-0.3013,0.9869,0.9272,0
-0.1509,1.9039,1.9778,0.3524,2.2542,1.5586,-0.4911,-0.9907,0
-0.4755,-0.1295,1.6584,-0.6169,1.0947,-1.8987,-1.4387,1.9808,1
-1.2075,-0.5984,0.8756,0.2226,-1.1187,-1.4713,-3.1055,-2.7343,1
-0.4535,-1.5979,-0.9722,-0.9444,-2.1615,-2.508,-0.997,-0.0549,1
-0.3567,1.4783,0.5282,1.6098,2.1707,-0.6085,1.7448,-0.0725,0
-1.777,-0.3028,-1.3744,-0.5914,-0.4261,-1.8259,0.0353,-0.8245,1
2.1848,0.5016,0.4937,-0.4069,0.5564,-1.6749,-0.4209,1.0546,0
-0.657,-0.6891,1.1107,-1.2846,-0.252,-0.6169,-0.3098,0.0633,1
0.5126,-1.8845,-0.0671,0.8269,0.8129,1.8124,-0.3903,0.8726,0
-0.3879,-1.1337,2.1363,1.1379,0.9277,0.1636,0.2424,2.1785,0
