@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-3,7-8,15-18,20-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.7537,-1.4473,0.4404,-0.6401,-2.2915,-1.7144,-0.6456,-1.7109,-1.2593,0.7579,1
-1.4365,0.502,-0.2387,1.0827,-1.5309,-0.9548,0.5906,-1.015,-1.2867,0.3759,1
0.2844,-0.1248,0.1826,0.7213,0.4483,0.7084,1.5081,0.253,0.1893,-0.2967,0
0.8624,0.0417,1.6588,1.5866,1.0404,0.6665,-0.1324,1.0751,-0.0934,-0.1355,0
-0.8383,0.8137,0.9494,0.9251,1.5443,2.7643,0.4744,-1.6729,0.7613,0.6351,0
-0.3637,-0.0034,0.231,-0.7093,-0.1763,-0.5225,-1.1846,0.004,-0.1008,-0.3582,1
0.0071,-0.5668,1.3508,-0.3223,-1.182,-2.0152,0.6598,0.7367,-2.0777,-1.1819,1
0.1336,0.9103,0.1573,-1.5423,2.1641,0.3583,-0.366,0.0965,0.3261,-0.9463,0
3.3239,0.3748,-0.1478,0.1866,0.3006,-1.298,1.1738,1.4156,1.017,2.0929,0
1.8207,-0.9154,1.5569,1.9815,-0.1705,-0.6031,0.6388,0.6262,0.1847,1.3511,0
1.7911,0.1481,1.0344,2.998,0.9981,1.243,-0.5127,1.9589,1.1795,-0.9288,0
2.2218,1.2973,0.0677,0.2618,0.8384,-0.2201,0.1498,-0.7069,-0.1143,0.3307,0
0.8637,1.6985,0.1479,0.9546,-0.1677,0.0828,-1.4117,1.2678,1.3558,-0.5047,0
-1.454,0.3955,-0.8635,1.9813,-0.1677,1.1141,-0.8026,0.3044,-1.1176,-0.4082,0
0.7752,0.1523,-0.1635,-0.2016,-0.7313,-1.5035,0.4892,0.1737,-1.1898,-0.2682,1
-1.3683,2.0721,2.2469,1.3658,0.5174,1.7584,-0.053,-0.217,0.3295,0.1068,0
-0.0995,1.0458,0.3554,-0.202,-0.7085,-0.7881,-2.2424,-0.7039,-0.537,-0.8115,1
-0.0107,-2.8572,-1.544,-2.9487,-0.9928,-1.5006,-0.2708,-0.5954,-1.22,-0.9898,1
1.3799,1.2112,0.0661,-1.8407,1.1446,0.7059,1.3008,0.7231,-0.6497,0.7779,0
-0.2227,-0.5796,-2.375,0.353,0.2045,0.0729,-0.137,-1.3031,0.2995,-0.4955,1
