@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,5-6,8,10,13-15,17,19,21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.9359,1.9369,-0.6769,1.1142,1.8205,-0.4077,2.1274,0.6354,0.5334,-0.8859,0
0.6924,2.0589,1.1361,0.7655,0.1717,1.5855,-0.0675,0.4916,1.0888,-0.3001,0
0.5425,2.2501,0.9018,0.221,1.656,-0.3142,1.8501,1.7134,1.6125,0.2647,0
1.2119,0.0792,1.3296,1.5768,0.4438,-2.3567,-0.8768,-0.1668,0.6,1.3801,0
-0.6871,-1.5397,-1.2323,-0.7635,-1.5939,-0.5739,1.112,0.2813,-0.6564,0.299,1
-0.6212,1.5034,1.2778,0.2973,0.4391,0.4185,-0.3986,-0.6175,-0.4243,0.8952,0
1.2546,0.89,0.9582,0.0411,1.5508,0.4552,-1.2198,-0.0229,0.5015,-0.5722,0
1.0337,-0.4831,0.0695,0.0935,0.5996,-1.3046,-0.0691,0.2735,1.0439,-1.719,1
2.0004,1.2557,0.9075,0.5025,-0.6535,0.9737,0.302,-1.4556,-1.2413,0.6405,0
0.4914,0.5157,0.1709,0.9026,0.074,-0.2542,0.744,2.5231,-0.2422,1.8023,0
0.1836,-0.6402,-0.7471,1.4683,-0.187,-0.5881,0.9999,-0.5632,2.2057,0.5713,0
-1.1592,0.2247,-0.8184,0.4045,-1.6914,-0.3773,-0.1606,0.3005,0.7515,0.1723,1
-0.0069,-0.4203,2.2181,-0.4033,1.1088,-0.1307,-1.1334,-0.6795,0.8188,1.9354,0
0.9034,0.211,0.1598,-0.6111,0.2187,-0.0956,0.2873,0.2858,1.4031,0.9544,0
1.5687,-1.5808,-1.3629,1.7018,-0.2701,0.5051,2.5016,1.9038,-1.0779,0.1756,0
-0.0194,0.8409,1.5232,0.8282,-0.2881,-0.1889,0.174,0.6682,1.0022,1.0427,0
3.0936,0.9894,0.0648,2.9017,-0.5128,0.8079,1.676,-0.009,1.1067,2.8656,0
0.6533,0.1379,0.3308,1.6217,0.8406,0.5138,1.0408,0.5586,0.6405,1.438,0
1.399,0.1377,-1.4261,0.3699,0.7471,-1.2233,-0.7772,0.7312,1.3428,-0.6035,0
-0.3487,-0.6075,-0.8947,-0.3278,0.5379,-0.2132,-0.6782,-1.0854,-0.9838,-1.0146,1
1.0514,1.3395,0.6184,-0.9285,-0.4023,0.0724,0.3137,0.412,0.9585,0.3795,0
-1.3613,0.0467,-0.5085,1.2083,-2.1158,-0.8428,-1.2182,-0.6192,-1.2764,0.428,1
0.4668,-0.3401,-0.0307,-0.638,-0.7488,-0.4718,1.7402,-0.1882,-1.8953,-0.2406,1
1.482,-0.3857,1.4897,0.5273,-0.5682,1.9729,0.67,-0.3886,1.5215,0.8213,0
0.1627,1.2475,1.3317,0.3634,0.6226,1.1048,0.3422,0.2014,1.0729,0.6355,0
-0.4183,-2.3332,-0.7081,-0.8578,-1.0504,1.0547,-0.6164,-0.2965,-0.4618,0.6841,1
1.298,1.2917,1.2566,2.2551,2.239,-0.7522,0.8608,-0.512,0.4003,-0.1839,0
-0.9193,-1.3029,-2.3474,-2.46,-1.8447,-0.6704,0.5441,-0.4325,2.0202,0.4669,1
-1.4081,0.4927,-1.3422,0.7498,0.3885,1.1897,-1.2604,-1.9979,-1.7196,-0.1057,1
-1.2437,1.2007,1.7776,-0.9814,-1.0856,0.5548,-0.6061,1.4153,0.4987,1.3185,1
-0.7009,-1.5516,-1.1021,-1.5795,-0.6655,-1.3747,-0.6319,-0.5234,-0.2635,-1.8372,1
-2.9238,0.0203,0.9694,-0.6166,-0.5512,-0.2994,0.5212,-0.1748,-0.5092,0.5662,0
-1.0068,1.0991,1.4146,0.8252,0.367,0.6679,0.2541,0.3082,0.4434,-0.4258,0
-0.396,-2.259,-1.2551,0.3717,1.189,-0.3262,-0.6246,-0.1107,-1.8925,0.1875,1
0.4149,0.2252,0.3891,-1.2153,-0.0191,-0.9876,-2.0063,0.4983,-0.0122,-1.1206,0
-1.4118,-0.1597,1.7853,-0.941,-0.2886,-2.3856,0.1607,-1.2907,-1.5907,0.7886,1
1.4799,-0.6588,-1.6968,-0.0353,-1.0795,-0.2219,-1.7889,-1.2554,-0.4862,-0.4116,1
1.0634,-0.9714,1.0512,0.4893,-1.8841,1.8194,-0.5323,1.672,0.1718,1.2917,1
0.2069,1.6786,1.2421,0.5084,1.6224,-0.2619,0.6878,0.4927,-0.5697,0.0734,0
-1.02,0.0481,1.2763,-0.2554,-0.2235,0.03,-0.9861,-1.1079,-1.0338,0.9983,1
1.7688,-0.9909,0.0578,0.0882,-0.2377,0.2727,-0.0846,-0.3441,-1.8727,-0.8273,1
-1.4717,0.7638,-0.391,-0.4066,0.3894,-0.3773,-0.9454,-0.6969,-0.4371,1.009,1
0.6864,1.2002,0.7206,2.8976,2.4226,0.3285,1.653,0.9057,-0.3974,0.7447,0
0.1959,-0.0305,-0.6011,1.3761,2.6004,0.2644,1.3136,0.7313,0.6214,-0.8513,0
-1.5336,0.179,0.6834,1.7763,1.3085,0.9897,1.1041,0.8897,-0.3718,1.3382,0
1.3124,-0.8304,-0.7631,-0.2936,-0.3674,0.4984,1.1422,1.1743,-0.1102,-0.5143,0
-1.0349,0.3779,0.7938,1.1952,1.0462,-0.1415,-0.1717,-0.3771,0.7488,0.3666,0
0.0692,0.1553,-0.0532,1.8182,0.3829,0.0604,-0.8986,0.0373,0.3492,1.9947,0
-1.0824,-0.7061,-1.7813,-1.2611,-0.5147,-0.5882,-0.5235,-1.109,-1.2462,-1.4697,1
-0.8199,1.0606,-2.9224,-1.4283,0.9821,-1.697,-1.5867,0.3477,-1.283,0.8354,1
1.2386,0.3473,-1.7009,-0.2807,0.7892,0.8559,1.0014,0.8144,0.0101,-0.3947,0
1.8015,1.1418,1.5397,-0.9096,1.7653,-0.7665,0.5497,1.5344,0.7934,0.66,0
-2.6403,0.2067,-1.0426,-0.6382,-0.6326,0.3776,0.4662,-1.1299,-1.0368,-2.068,1
0.2379,1.355,-0.9236,0.0896,1.6359,1.2246,0.377,-0.0334,1.7016,-0.5304,0
-0.1706,-0.1541,-0.6582,-2.6374,-0.4276,0.9234,1.2789,0.1987,0.0898,1.1417,1
0.8853,0.4243,-0.4783,0.7996,-0.4563,0.9708,-0.2844,0.7135,0.2016,0.0491,0
-1.1114,0.2992,-0.0418,-1.6965,-0.063,-1.6091,-0.879,-0.7273,-0.6534,-0.8216,1
-1.6154,-1.6869,-0.1799,-1.6668,-0.2731,0.5441,-1.2426,0.6383,-1.0565,-1.7921,1
0.4521,2.444,-1.0926,-0.6496,0.8776,-0.1548,0.2899,-0.7194,-0.1942,0.3743,0
-0.0836,1.3205,0.8505,-1.2085,-1.4503,2.0853,0.2368,0.1671,-0.1872,-1.2741,1
-0.2163,0.7403,-2.2877,1.0733,0.9019,-0.786,-1.5073,0.0363,1.9481,1.2066,0
0.8294,2.3213,1.1791,0.7568,0.6742,1.745,-0.8526,0.1674,0.3308,-0.9143,0
2.5773,-0.0555,0.2468,-1.1503,0.8971,-0.5187,0.4336,1.1682,0.3408,0.8298,0
0.09,-0.5987,-0.8471,-0.9047,-0.0834,-1.0058,-0.7262,-0.587,-0.9876,0.794,1
-1.4449,1.3203,-0.3122,0.2885,-0.5286,0.9797,1.426,0.5344,1.3722,0.3563,0
0.1252,-0.5504,1.716,1.6188,2.289,-0.864,1.5907,0.318,0.133,0.6701,0
1.2036,0.3156,1.3088,0.461,1.385,0.8453,1.3013,-0.0248,0.7473,1.131,0
-0.4372,-0.6807,-0.3003,-0.1554,1.6149,-0.0158,-1.1284,0.1563,-0.291,0.5965,0
1.9596,0.6107,1.5258,0.6612,0.3338,0.9084,-0.5682,-0.5345,0.5356,-0.3547,0
-1.1658,-1.2275,0.4824,0.2259,-0.7794,-0.1464,-0.6454,-0.2784,-1.6274,-0.1315,1
2.2314,1.6779,-2.0908,-1.6836,0.7547,1.3593,0.0199,0.1517,0.9847,0.1348,0
0.229,1.5207,-0.3181,0.1806,-0.6328,0.83,0.4312,-0.5721,0.4905,0.1973,0
-1.794,-0.4699,-0.9238,-1.2598,1.3793,0.1304,-0.6817,0.238,-0.7883,-0.9921,1
0.6068,0.3963,0.851,-0.8914,0.0799,-0.7796,0.7924,-1.4686,0.1836,-1.3602,1
1.1215,-1.2965,-0.7786,0.1017,-0.6259,0.6267,-0.5521,-0.9169,-0.5734,0.3727,1
0.7265,0.8261,2.7563,0.7874,-0.385,0.1075,0.7858,-0.6541,0.2874,0.575,0
1.4716,0.3297,0.6789,-0.0327,-0.948,0.4855,-0.2104,0.1922,-1.0186,0.3553,0
0.1062,0.7892,1.4194,-0.8188,-0.4156,2.0453,-0.3351,0.3349,0.3911,0.5095,0
1.6561,0.866,0.0442,-0.7359,-1.1357,0.2977,2.0916,1.0977,-0.6808,0.034,0
-1.5804,-0.2706,-0.3174,0.9861,-0.469,-0.1075,-2.1929,-0.1067,-1.3347,1.8961,1
-0.4417,-0.6357,0.8088,0.2174,-0.9115,-0.0017,0.7795,0.0978,0.5578,-1.4273,0
-1.085,-1.8723,0.5781,0.2888,-0.1209,-1.3289,-1.3914,-0.5665,-1.7264,1.2987,1
-0.8116,-0.9757,-0.8479,0.1538,0.0855,-2.184,-1.4295,1.3533,0.1896,-1.8714,1
0.5525,-0.5634,-0.9019,0.2808,1.6828,0.2566,1.1677,-0.2351,-0.2401,-0.2658,0
-0.7253,-0.0005,1.0426,-0.0994,-1.2231,1.5338,-1.6045,-0.0671,-0.6146,-0.1679,1
-1.0579,2.0915,1.0182,1.115,-0.1652,-0.3125,0.7357,1.2845,0.6288,-0.8812,0
-1.182,-0.1264,-0.265,1.556,-1.572,-1.639,0.5331,0.1809,0.8371,1.3467,0
-0.864,-0.9393,-0.071,2.431,0.5187,2.3869,1.0671,-0.353,0.6031,-0.6077,0
0.6597,0.3145,1.1836,0.5425,0.5527,0.0688,1.6765,1.8454,-0.3306,1.5446,0
0.7619,0.7906,0.573,-1.4786,1.9905,-1.2387,-2.4787,-1.2928,-0.302,0.1378,1
-1.9838,1.676,0.7434,-1.168,-0.3356,0.2109,1.2837,0.1377,1.22,0.9066,0
0.6324,1.1857,1.9749,1.8838,-0.0223,-1.1008,0.3625,0.9804,-0.7699,-0.2066,0
1.1982,0.4088,2.3999,1.239,0.4229,1.3772,1.2702,0.8944,-0.3317,0.7695,0
0.5624,-1.4233,-0.4146,-0.6875,1.5108,-0.8058,0.1163,0.5092,0.0394,1.1654,1
-1.4789,-0.8664,2.6803,-0.4048,-0.5047,0.2029,-0.9538,-0.4058,-0.3117,0.251,0
1.1247,2.0108,1.1629,2.0251,1.2692,-0.8346,0.942,-1.1633,-0.0658,0.3992,0
-0.0314,-2.5243,0.8757,-1.5346,-1.6378,-0.7482,0.9503,0.1456,0.4493,-0.802,1
0.7678,-0.6302,-1.653,-1.1375,-0.4189,-0.3917,-2.5649,-1.0646,-0.7826,0.4145,1
-0.5253,0.171,0.1222,-0.4565,0.0417,0.3039,0.6276,-1.3039,-0.8879,-1.1805,1
0.1208,-0.772,-0.5908,-1.5717,-2.2281,-1.2828,-0.2078,0.5777,-1.9196,-0.8578,1
-1.0148,1.2765,0.0302,1.302,0.0425,1.1992,0.0558,0.5711,-0.9349,1.4228,0
1.3211,-0.5962,2.2159,-0.7906,2.5255,-0.945,-0.0526,1.0646,0.0316,-0.4745,0
1.3008,1.3699,0.6453,-0.1065,1.0423,1.6126,0.7893,-1.1801,-1.1646,0.1401,0
-1.0292,-0.0975,-0.3047,-0.8153,0.4767,-0.2994,0.4208,-1.413,0.4599,-1.0159,1
-0.3561,0.8107,-1.4887,-0.3084,-0.5787,-2.6204,-0.6866,-1.6541,-0.3469,0.7498,1
-0.4683,0.1355,-1.9097,-1.6347,-0.1117,1.5686,-0.4583,0.2862,-0.4143,1.5114,1
-1.0574,0.249,-0.0326,0.9555,0.0438,0.4116,2.7051,0.1707,-0.7209,1.7473,0
0.0788,0.3906,-0.7956,0.0747,-0.6445,-0.1593,0.4055,-0.74,-0.8311,0.5618,1
0.2771,-1.1242,-0.746,-1.0309,0.6332,0.0091,-3.3781,0.829,1.0367,-0.0908,1
-2.2528,-0.8288,0.3441,-0.685,-0.005,0.0567,1.1243,1.2216,1.1466,0.177,1
-0.057,-1.5328,-0.9414,-1.1003,0.5743,0.2158,0.119,-2.0613,1.7159,0.6283,1
-0.059,-0.6667,-2.5937,2.0054,1.2147,-0.4809,0.9752,-1.3756,0.5744,-0.4385,0
-1.397,0.0581,0.2903,-1.0837,-1.6675,-0.8483,-1.0733,-1.0778,-0.8775,0.4619,1
-1.8627,-1.8129,-0.912,0.037,0.9233,-0.2873,0.0925,-1.7295,0.1399,-0.5458,1
0.6845,-0.0141,-0.7414,-0.7099,0.4418,0.2811,-0.1015,1.7024,1.2157,-0.4417,1
1.0019,-0.3568,0.7341,-0.0566,0.2132,-0.9138,-0.9699,0.9277,-0.6866,0.5869,0
1.6638,1.0148,1.6757,-0.7957,1.0774,-1.9379,-0.1761,0.1021,0.216,0.1212,0
-0.0784,2.8776,0.6779,1.4925,0.1376,-0.5074,0.511,0.606,0.2405,-0.6833,0
-0.802,0.1231,1.2563,0.021,-1.6922,-0.6664,-0.4239,-0.6855,-0.2779,-0.1482,0
0.731,1.8135,0.1192,-2.3162,0.968,-1.0648,-0.0344,0.772,1.5837,-0.8158,0
1.3629,-1.0879,0.2637,1.0793,0.4343,0.1252,0.7323,-1.3251,0.0254,0.9607,0
