@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,4,6,9,11,13-14,16,19,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-2.2536,0.4076,0.074,1.1957,0.8036,-0.1974,-0.8254,0.0812,-2.1115,1
-1.6069,-0.6203,-0.904,-1.3866,0.0733,-0.2685,-1.9093,0.0792,-0.9143,1
0.6064,1.1571,1.2177,-0.0215,0.1771,1.6771,0.7956,-0.1996,0.6215,0
-0.9313,-2.1441,-2.2053,-2.6886,-2.2315,0.4023,0.5805,-0.3561,0.7456,1
1.8561,0.2718,0.7855,0.265,-1.3002,-1.7516,1.7634,2.0141,-1.0534,0
0.1241,-0.002,-0.1149,-0.6639,1.2614,0.9261,-2.0856,-0.6696,-0.6154,0
-2.1566,-0.3681,-1.4795,0.5435,1.6373,1.3066,0.6353,-0.6861,-0.8792,0
-0.8092,-1.042,-0.4211,-1.0204,-0.6905,-0.1042,-1.1011,-0.683,-1.811,1
1.0225,-0.3643,-0.2601,-0.8124,-0.7973,0.0028,-0.6349,-0.2305,0.2823,1
-0.1729,1.0369,-0.7196,-1.1443,-1.2674,-1.1314,-0.88,-1.8041,-0.1663,1
-0.0734,0.9015,1.9884,1.123,2.6143,1.7499,-0.354,0.0374,-0.8648,0
-1.1134,0.4711,0.6463,0.0752,-1.0737,0.1136,-0.1748,-0.0272,-0.4187,1
0.6104,-1.0725,-0.4071,-0.0644,1.0003,0.167,2.0626,1.6184,-0.5185,0
1.6395,-0.564,-1.0798,-0.3212,0.3716,1.2442,0.522,-0.0254,0.6567,0
-1.4195,-0.7709,0.2001,-1.0219,1.7125,-1.1584,-0.8842,-2.2711,-1.7355,1
0.0598,-2.5066,-0.9855,-1.4889,1.3364,-1.8509,0.3054,-0.1172,0.1946,1
1.164,0.5153,1.3735,1.0727,1.202,-1.3201,-0.1964,-0.6708,-0.3236,0
-0.682,-2.3716,0.8185,-0.6876,-1.2434,0.9108,-0.2051,-1.1176,-0.4486,1
-2.768,0.5261,-1.3181,0.3134,-0.6023,-0.8995,1.272,-0.8735,-0.425,1
-0.1313,-0.3618,-0.9009,1.143,-0.4678,0.2345,-0.7234,-2.8741,0.2147,0
-0.9831,-1.3134,0.7295,0.5818,-0.6255,-1.7685,0.571,-1.2716,-0.8185,1
-0.9064,-0.3199,-0.3616,-0.6327,-0.3072,-1.8906,0.6634,-2.4079,0.1015,1
1.1143,0.3078,-1.4548,-1.4,-1.2032,-1.5899,-0.1689,-0.3029,-0.1463,1
1.9773,0.9878,1.8926,2.0634,-0.4107,-1.2262,0.9983,-0.3788,-0.6636,0
-0.4318,-0.0313,1.8877,-0.3995,0.8028,-0.4905,-0.2475,-1.0789,-0.7491,0
-1.0009,0.9284,0.1114,-0.6947,-1.5819,-1.2894,0.5134,-0.7757,-2.1876,1
1.1022,1.7747,-0.4566,-0.4854,2.4607,-1.0518,0.4792,0.6914,2.1,0
-1.1138,0.321,-1.5024,-1.5915,-1.0339,0.3536,-0.2079,-0.7322,-1.0981,1
-0.1762,1.6559,0.9046,1.709,0.2994,1.6191,-0.3735,0.0153,-0.3613,0
-2.326,-1.7062,0.9865,-0.5006,-0.4194,-1.3745,-1.1089,-1.0948,-0.6972,1
0.8146,-0.0674,0.4384,-1.7442,0.8522,0.7563,0.0414,0.6287,-0.1918,1
1.4152,0.2332,-1.637,-1.1714,-0.2984,-0.2729,-0.4701,-0.457,-0.967,1
0.7361,1.1837,-0.0929,1.4052,2.3133,0.3158,-1.5258,0.7767,0.3164,0
-1.5268,-1.2388,-2.8603,-0.4307,-0.3289,1.1389,-0.6382,0.1105,-0.2037,1
0.1261,-0.664,-1.2436,-0.1682,-0.5534,0.4282,2.0225,2.0633,1.3819,0
-0.373,-0.0529,-0.8444,0.946,-0.7409,2.2848,1.8569,0.9106,0.6078,0
-1.8293,0.5326,-1.3992,-0.8447,-0.0956,0.0795,-0.3819,-1.3572,1.2809,1
-0.3873,-0.8581,-1.474,-0.5408,-0.601,0.4304,1.0397,-0.1683,1.8193,1
0.1909,-0.486,-0.5117,0.0192,-0.9937,-0.9689,-0.2611,-1.0518,0.1119,1
-0.6064,1.0543,1.0345,-0.2097,1.1498,1.6291,-1.3725,0.0653,1.184,0
-0.1525,-0.9972,1.4831,0.9692,0.0676,-0.8128,-1.5761,-2.3713,-2.1668,1
0.7841,1.0987,0.9744,0.4374,0.7161,0.6422,0.7043,2.1482,1.426,0
-2.1337,1.8387,-1.0161,0.6002,0.6106,-0.1046,-0.083,-0.3792,0.1027,0
-0.8911,1.1001,1.914,-0.4635,1.799,0.5538,0.9027,1.5368,0.1937,0
2.1261,-0.5725,-0.5434,-0.3103,1.3974,2.2367,0.6235,-1.7167,1.6025,0
1.0136,-0.0222,1.5346,0.3898,0.5226,0.1803,-1.5673,0.0529,0.2467,0
-0.0372,-0.0209,-0.104,-0.2802,-0.6128,-1.7907,-1.9025,-0.0923,0.5207,1
1.1249,2.1145,1.509,1.4742,2.0743,1.4284,1.7857,2.1421,-1.0182,0
0.0909,-1.1623,-0.8507,-0.1948,1.8585,0.7067,-1.3904,0.2914,0.7437,0
0.55,-0.341,-1.6097,-0.4233,0.3,-1.6813,-1.1704,-0.5448,-0.9355,1
-0.3884,-0.3285,0.0725,-0.5911,1.0255,-0.501,1.6585,-0.7058,1.214,0
1.7548,-0.0317,-0.4994,-0.5378,2.5486,1.3447,0.5565,-1.8427,0.6115,0
-0.1456,1.1482,0.6094,-0.3212,-0.5349,0.5902,2.4338,1.5756,0.5105,0
0.0665,-0.3279,-2.1196,-1.8399,-0.7269,-0.6788,0.5765,0.1344,1.5529,1
-1.942,1.1942,-1.4515,0.6154,0.3401,2.2707,-0.7239,-0.5198,0.165,1
-0.1505,-0.9,2.6804,0.4048,0.8651,1.425,0.038,-0.1789,-0.7482,1
