@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,4,6-9,12-14,18,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-1.2134,0.564,-0.0342,0.3899,-0.8766,-0.6859,0.6983,3.486,0.5943,1.855,0
1.2607,0.8836,1.1245,-0.0184,0.3317,0.2288,0.146,1.33,1.1284,1.9651,0
1.5553,1.0857,0.1437,-0.0528,0.9334,0.2056,2.2037,2.3668,2.0443,2.7925,0
-2.0902,0.8906,1.3351,0.2743,0.0971,1.5402,1.7509,-0.6202,-1.7052,1.4325,0
-1.4728,-1.2314,-1.0324,0.6999,0.7397,-0.8122,-2.1139,-0.5315,-2.2243,-0.9905,1
1.8351,2.0222,0.7427,-0.0935,1.0964,-1.1736,2.1973,-2.0905,-0.8398,0.7183,0
-1.319,0.2107,-0.0946,0.6876,-1.0962,-0.3121,0.0758,-0.6334,-0.6144,-0.2241,1
2.3227,0.2165,0.4637,0.8105,2.3448,0.1878,1.2613,0.6879,1.3553,-1.1895,0
0.4703,-1.2593,-0.7983,-0.6821,-1.0102,-0.9725,0.5192,-0.767,-0.814,-0.416,1
-1.8938,-1.4237,0.0792,-0.7076,1.8845,0.5037,-0.0122,-0.6157,-0.8158,0.655,1
-1.8976,-1.3458,0.5854,0.5846,-0.0011,-0.4627,0.1786,1.8225,1.4433,0.0988,0
-0.4078,-0.8389,1.7673,1.1598,-1.8433,-1.6239,-2.3997,-0.6052,-0.5546,-1.245,1
0.4113,1.2195,1.6283,3.0247,1.791,-0.2165,0.1305,-0.7001,-0.6508,1.5352,0
-0.9358,0.5212,-1.4887,1.7496,-0.0011,0.7035,1.4091,0.4002,2.2268,-1.9874,0
0.5642,1.1382,0.3554,1.7208,-0.5833,-2.0298,0.235,-1.6462,-2.0736,-0.6068,1
1.5064,-0.7856,-0.6696,0.289,-0.1491,-1.0674,0.133,0.1953,-1.249,-1.4888,1
0.382,1.5817,-1.2073,1.9454,0.4681,0.1568,-0.3574,0.0282,1.1003,0.0275,0
