@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
115,3.888889,3.666667,-0.965144,1
142,2.333334,1.888889,-0.776334,1
134,3.666667,3.111111,-0.966318,1
67,16.333334,16.88889,-1.524771,1
85,15.777778,20,-1.659879,1
107,11.888889,8.222222,-1.131973,1
129,3.777778,3.111111,-0.912766,1
122,3.333333,3.111111,-0.942559,1
138,3.333333,2.444444,-0.862108,1
73,15.333333,18.444445,-1.675465,1
135,2.666667,1.333333,-0.692028,1
111,3.222222,2.888889,-0.872666,1
128,2.777778,1.222222,-0.688601,1
115,12.222222,15.666667,-1.54801,1
136,3.777778,2.888889,-0.924607,1
67,14.555555,17.666666,-1.623202,1
129,3.777778,3,-0.932783,1
111,2.888889,4.666666,-1.181388,1
56,16.88889,22.444445,-1.759414,1
117,3.888889,3.333333,-0.983947,1
83,13.888889,13.444445,-1.456819,1
86,20.222221,25.555555,-1.804829,1
92,17.555555,19.666666,-1.653926,1
87,12.777778,11,-1.318373,1
137,3.333333,1.777778,-0.744272,1
74,16.666668,19.444445,-1.646671,1
110,13.444445,10.555555,-1.345096,1
67,20.444445,26.222221,-1.768356,1
140,3.777778,3,-0.909267,1
80,18.555555,20.222221,-1.620451,1
60,14.666667,17.555555,-1.650048,1
111,3,4,-1.041434,1
92,14.333333,15.111111,-1.570588,1
126,2.555556,2.555556,-0.877707,1
116,16.333334,17.555555,-1.632243,1
92,17.11111,20.666666,-1.682651,1
61,14,15.777778,-1.591206,1
68,20.444445,29.11111,-1.848523,1
117,3.777778,5.333334,-1.233256,1
53,20.11111,33.77778,-1.937482,1
57,19.777779,24.444445,-1.739017,1
113,3,3.444444,-0.989308,1
135,2,1.888889,-0.807848,1
42,16.666668,25.555555,-1.842494,1
138,3.333333,2.444444,-0.862108,1
115,3.666667,4.777778,-1.175454,1
133,3.888889,3.333333,-0.924817,1
138,2.666667,1.444444,-0.722894,1
103,16.333334,18.444445,-1.634396,1
66,21.666666,29.444445,-1.844993,1
145,2.222222,0.222222,-0.57094,1
104,16.11111,19.666666,-1.669752,1
59,18.555555,27.777779,-1.836328,1
122,3.888889,2.444444,-0.83212,1
86,17.88889,19.222221,-1.60859,1
104,13.666667,13.555555,-1.446641,1
78,18.555555,19.88889,-1.610448,1
81,14.555555,14.444445,-1.472378,1
64,16.555555,19.222221,-1.625668,1
145,2.222222,0.222222,-0.57094,1
51,14.333333,18.222221,-1.68129,1
128,3.111111,3.333333,-0.985811,1
55,15.888889,16.88889,-1.634416,1
89,18.11111,19.666666,-1.664008,1
69,19.11111,26.333334,-1.79139,1
131,2.888889,2.444444,-0.874641,1
56,17.666668,22.88889,-1.748835,1
60,16.555555,22.11111,-1.709389,1
114,14.888889,14.444445,-1.508658,1
125,3.555556,4.444445,-1.121818,1
110,13.444445,10.555555,-1.345096,1
149,3.555556,9.666667,-1.985703,1
71,16.777779,20.666666,-1.66796,1
124,3.333333,3.888889,-1.02473,1
100,15.444445,14.777778,-1.519702,1
145,3,3.777778,-1.068968,1
74,15.555555,17.222221,-1.554234,1
65,15.555555,17.88889,-1.665853,1
115,15.111111,12.555555,-1.440963,1
142,2.444444,1.222222,-0.675123,1
123,4,3.777778,-0.985729,1
101,13.888889,13.555555,-1.457591,1
115,4,5.333334,-1.210357,1
142,2.333334,0.666667,-0.604864,1
102,17.333334,20.11111,-1.68544,1
111,3.444444,4.888889,-1.175773,1
145,1.888889,2.777778,-0.959485,1
132,3.555556,1.444444,-0.726018,1
137,3.333333,1.777778,-0.744272,1
111,3,2.777778,-0.897859,1
130,3.222222,2.666667,-0.871495,1
64,17.88889,22.777779,-1.756712,1
64,17.666668,23.444445,-1.724894,1
149,3.666667,9.777778,-2.009108,1
75,19.777779,26.444445,-1.8356,1
102,17.333334,20.11111,-1.68544,1
149,3.555556,9.666667,-1.985703,1
77,19.11111,21.444445,-1.677308,1
139,3.555556,3.333333,-0.965946,1
61,17.88889,20.777779,-1.700913,1
62,15.666667,18,-1.620398,1
117,3.333333,4.666666,-1.179692,1
141,3,2.444444,-0.843732,1
113,15.333333,15.555555,-1.585609,1
72,19.444445,27.666666,-1.807866,1
114,3.666667,3.666667,-1.0108,1
44,13.666667,19.444445,-1.753726,1
92,13.555555,15.222222,-1.548296,1
116,2.888889,4.111111,-1.093148,1
98,13.333333,9.888889,-1.360437,1
122,3,3.333333,-0.953435,1
134,2.555556,1.444444,-0.730465,1
75,18.88889,20.444445,-1.652768,1
89,16.555555,17.666666,-1.611365,1
106,17.222223,20.555555,-1.695804,1
92,14.555555,11.888889,-1.408242,1
69,18.444445,24.666666,-1.811203,1
57,20.222221,28.222221,-1.837675,1
102,15.444445,14.222222,-1.555097,1
121,17.555555,21,-1.740736,1
147,1.888889,7.555555,-1.475643,1
84,18,18.444445,-1.598867,1
75,16.88889,19.777779,-1.641882,1
114,3.111111,2.555556,-0.91061,1
113,10.111111,6.555555,-0.9757,1
142,2.777778,2.222222,-0.829712,1
111,1.777778,5.222222,-1.43724,1
124,3.666667,3.666667,-1.011484,1
98,15.777778,15,-1.528895,1
95,16,15.333333,-1.555549,1
130,2.888889,2.666667,-0.889024,1
62,20.666668,30.88889,-1.888408,1
134,2.888889,2.777778,-0.912631,1
59,15.888889,20.88889,-1.680812,1
123,3.444444,3.222222,-0.988413,1
126,2.888889,0.777778,-0.612886,1
70,17.88889,19.333334,-1.649603,1
92,17.555555,20,-1.637777,1
55,17.555555,23,-1.771163,1
109,12.555555,8.222222,-1.131204,1
124,2.666667,2.666667,-0.877707,1
96,16.666668,18.11111,-1.676921,1
89,16.88889,18.333334,-1.625587,1
109,13.111111,9.666667,-1.276562,1
57,19.777779,24.444445,-1.739017,1
103,13.888889,11.444445,-1.334127,1
63,13.333333,16.777779,-1.683847,1
91,14.888889,14.444445,-1.55225,1
138,3,2.666667,-0.880521,1
106,14.888889,15.333333,-1.55762,1
140,3.666667,2.666667,-0.91962,1
136,4.111111,3.555556,-0.963931,1
111,3,2.777778,-0.897859,1
113,3,3.222222,-0.942558,1
111,3.222222,3.888889,-1.065066,1
108,12.888889,10.333333,-1.302133,1
116,3.555556,4.666666,-1.163245,1
124,3.333333,3.888889,-1.02473,1
116,3.111111,4.111111,-1.099624,1
86,13.666667,14.888889,-1.541502,1
147,3.222222,9.555555,-1.50837,1
66,13.444445,16,-1.569253,1
116,3.666667,5.222222,-1.19107,1
60,14.333333,16.333334,-1.623392,1
128,3,2.666667,-0.837598,1
88,15.666667,20.222221,-1.785147,1
81,17,18.222221,-1.606794,1
68,15.888889,20.555555,-1.700324,1
83,14.333333,15,-1.507007,1
116,16.88889,18,-1.670314,1
114,10.333334,7.777778,-1.179347,1
143,3,2.777778,-0.914813,1
45,16.444445,20.555555,-1.73537,1
131,3,2.333333,-0.850783,1
133,3.666667,4.333334,-1.077659,1
124,4.222222,5.111111,-1.157082,1
95,16.222223,15.777778,-1.567327,1
116,3.666667,5.222222,-1.19107,1
146,2.888889,5,-1.258358,1
40,12.555555,18.444445,-1.783602,1
112,3.444444,3.888889,-1.058277,1
111,15.111111,14.888889,-1.58144,1
101,15.888889,16.444445,-1.558599,1
129,4,2.666667,-0.843904,1
79,12.111111,12.555555,-1.453114,1
118,15.777778,18.666666,-1.620749,1
93,15.444445,19.222221,-1.730306,1
132,2.888889,2.222222,-0.808383,1
124,3.444444,3.666667,-1.037663,1
108,16.555555,18.88889,-1.683529,1
66,16.777779,21.777779,-1.733544,1
55,17.555555,23,-1.771163,1
108,12.888889,10.333333,-1.302133,1
60,20.333334,25.444445,-1.776113,1
116,16.333334,17.555555,-1.632243,1
123,2.333334,2.333333,-0.853547,1
143,2.777778,4,-1.048222,1
88,16.666668,18.88889,-1.653787,1
86,18,21.11111,-1.650844,1
94,15.666667,18.333334,-1.627145,1
106,14.111111,13.666667,-1.48458,1
143,3,2.333333,-0.796918,1
68,12.444445,15.888889,-1.563972,1
118,17.666668,18.777779,-1.707392,1
130,4.222222,1.777778,-0.764077,1
41,16.88889,21.88889,-1.77166,1
125,3.444444,3.111111,-0.944272,1
67,14.555555,17.666666,-1.623202,1
80,19.555555,25.333334,-1.773594,1
108,12.444445,8.333333,-1.169517,1
140,3.777778,3,-0.909267,1
131,3.666667,2.111111,-0.804846,1
63,15.333333,20.555555,-1.72683,1
111,3.444444,4.888889,-1.175773,1
104,16.555555,20.222221,-1.72879,1
116,11.555555,11.444445,-1.162844,1
118,3.555556,4.222222,-1.076198,1
75,15.777778,17.333334,-1.590164,1
44,13.666667,19.444445,-1.753726,1
100,16.444445,18.666666,-1.623301,1
139,3.555556,3.333333,-0.965946,1
77,18.444445,21.222221,-1.68954,1
73,13.888889,15.111111,-1.524253,1
111,13.888889,10.777778,-1.333792,1
95,16.222223,15.777778,-1.567327,1
85,13.111111,11.777778,-1.386867,1
56,20,28.666666,-1.863182,1
84,18,18.444445,-1.598867,1
116,3.111111,4.111111,-1.099624,1
118,3.222222,3.555556,-1.053347,1
101,14.888889,14.777778,-1.520125,1
134,3.333333,2.333333,-0.806042,1
103,13.222222,12.666667,-1.397414,1
90,13.444445,12,-1.425885,1
113,3.444444,4.888889,-1.175454,1
129,3.777778,3,-0.932783,1
104,15.444445,14.111111,-1.555376,1
101,16.555555,20.333334,-1.674318,1
147,3.888889,12.666667,-1.783388,1
120,3.333333,2.444444,-0.820403,1
128,3.111111,3.333333,-0.985811,1
61,16.11111,21.11111,-1.737293,1
122,3.222222,3.111111,-0.964797,1
89,14.222222,14.777778,-1.544214,1
56,22.11111,27.11111,-1.819915,1
116,3.888889,5.444445,-1.233945,1
85,13.111111,11.777778,-1.386867,1
118,3.222222,3.111111,-0.960827,1
107,13.444445,13.111111,-1.370369,1
60,20.333334,25.444445,-1.776113,1
126,3.777778,4.555555,-1.118131,1
59,18,21.11111,-1.699326,1
117,3.444444,5.333334,-1.353896,1
121,3.777778,3.111111,-0.914324,1
53,16.333334,17.666666,-1.662177,1
107,12.555555,10.444445,-1.312499,1
119,16.11111,17.222221,-1.57896,1
145,3,3.777778,-1.068968,1
136,3.333333,2.444444,-0.896533,1
125,3.555556,4.444445,-1.121818,1
58,15.444445,19.222221,-1.685074,1
117,14.888889,12.666667,-1.420087,1
63,17.11111,21.88889,-1.813886,1
113,15.333333,15.555555,-1.585609,1
50,17.444445,20.88889,-1.741254,1
64,14,18.666666,-1.755505,1
126,3.111111,3,-0.895807,1
101,15.888889,16.444445,-1.558599,1
135,3,2.777778,-0.892179,1
114,2.888889,5.666666,-1.314533,1
70,19.666668,23.88889,-1.74518,1
96,16.222223,16.333334,-1.530686,1
130,4.666667,4.111111,-1.056659,1
128,3.333333,3.777778,-1.005054,1
91,16.666668,18.88889,-1.630409,1
149,5.111111,13.111111,-2.018631,1
147,2.222222,8.555555,-1.561754,1
123,4.555555,4.444445,-1.18068,1
117,16.222223,15.333333,-1.574477,1
54,18.444445,23.88889,-1.760752,1
133,3.666667,4.333334,-1.077659,1
81,15.222222,16.88889,-1.566335,1
124,3.444444,3.666667,-1.037663,1
103,11.666667,8.888889,-1.219211,1
77,20.222221,24.11111,-1.768872,1
135,3.222222,2.222222,-0.787376,1
139,3,3.333333,-1.004936,1
124,2.777778,1.666667,-0.752669,1
144,2.666667,2.888889,-0.969119,1
100,15.555555,14.777778,-1.477019,1
122,3.444444,4,-1.05144,1
128,3.444444,1.555556,-0.7213,1
113,3,2.555556,-0.851202,1
90,16.777779,19.444445,-1.622331,1
115,16.777779,17.88889,-1.619549,1
118,3.555556,2.777778,-0.87829,1
126,4.888889,2.777778,-0.913675,1
44,118.888885,42.88889,-2.384657,2
