@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
117,1,16.222223,1
147,0.5,1.888889,1
117,0.555556,3.444444,1
111,0.888889,3.444444,1
92,1.777778,17.11111,1
92,2.166667,13.555555,1
62,1.833333,15.777778,1
129,0.888889,4,1
116,1.166667,3.555556,1
107,1.777778,11.888889,1
101,1.611111,16.555555,1
101,1.722222,14.888889,1
59,2.055555,15.888889,1
56,2.722222,22.11111,1
118,1.055556,3.222222,1
134,0.777778,3.666667,1
60,2.166666,17.88889,1
134,0.388889,2.888889,1
137,1.111111,3.333333,1
124,1,4.222222,1
118,0.444445,3.555556,1
122,0.333333,3,1
44,2.38889,13.666667,1
120,3.222222,18.444445,1
100,1.388889,16.444445,1
131,0.333333,3,1
133,0.5,3.888889,1
145,0.722222,3,1
114,2.111111,10.333334,1
59,2.055555,18,1
78,2,18.555555,1
124,0.388889,3.333333,1
95,2.499999,16,1
75,0.722222,15.777778,1
61,0.833333,17.88889,1
114,0.833333,3.222222,1
107,3.333333,13.444445,1
85,2.500001,15.444445,1
109,1.944444,12.555555,1
113,2.944444,15.333333,1
106,2.111111,14.888889,1
126,0.444445,3.111111,1
111,0.611111,3,1
123,0.388889,3.444444,1
41,1.666667,16.88889,1
117,0.388889,3.888889,1
147,0.722222,3.222222,1
135,0.833333,2.666667,1
133,0.5,3.888889,1
128,0.666667,3,1
124,0.444444,2.666667,1
74,0.666667,16.666668,1
70,1.722222,19.666668,1
57,1.944445,20.222221,1
139,0.833333,3.555556,1
126,0.666667,4.888889,1
143,0.444445,2.666667,1
86,1.666667,18,1
80,3,18.555555,1
86,1.722222,13.666667,1
67,2.444445,14.555555,1
117,1.611111,14.888889,1
64,2.888888,17.88889,1
96,2.833333,16.666668,1
113,0.444444,3,1
42,1.388889,16.666668,1
103,1.111111,13.222222,1
108,1.388889,12.888889,1
72,1.666666,19.444445,1
124,0.388889,3.333333,1
81,1.333333,17,1
143,0.666667,2,1
101,2.222222,13.888889,1
121,0.611111,3.777778,1
111,0.888889,3.444444,1
102,2.611111,17.333334,1
104,3.055556,15.444445,1
133,1.166667,3.666667,1
112,0.555555,3.444444,1
114,1.944444,14.888889,1
81,1.833333,14.555555,1
128,0.888889,3.444444,1
75,2.222222,19.777779,1
61,3.111111,14,1
113,2.944444,15.333333,1
95,0.944444,16.222223,1
129,1.111111,3.777778,1
124,0.611111,3.333333,1
75,1.5,16.88889,1
54,2.722222,18.444445,1
135,0.888889,3,1
110,1.944444,2,1
88,2.888889,16.666668,1
84,1.611111,18,1
80,2.5,19.555555,1
140,0.5,3.666667,1
72,1.777778,20.11111,1
56,1.5,17.666668,1
90,5.111111,16.777779,1
66,1.5,13.444445,1
56,1.333334,14.666667,1
103,2.277778,11.666667,1
75,3.777778,18.88889,1
60,1.277778,14.666667,1
64,2.388889,16.555555,1
145,0.5,1.888889,1
115,3.888889,15.111111,1
131,0.777778,2.888889,1
118,3.444444,17.666668,1
130,0.666667,3.222222,1
86,3.555556,17.88889,1
89,3.666667,16.88889,1
136,0.666667,4.111111,1
50,1,17.444445,1
122,0.555556,3.222222,1
142,1.722222,2.444444,1
89,1.666667,18.11111,1
104,4,16.555555,1
147,0.722222,2.222222,1
134,0.722222,3.333333,1
116,4.777777,11.555555,1
140,0.666667,2.888889,1
85,1.777778,13.111111,1
118,0.555556,3.222222,1
116,0.444445,3.666667,1
111,1.611111,15.111111,1
96,2.777778,16.222223,1
111,0.444445,3,1
67,2.444445,14.555555,1
55,1.277778,15.888889,1
114,3.888888,12.555555,1
124,0.888889,3.444444,1
92,2.333333,17.555555,1
126,0.611111,2.888889,1
108,1.611111,12.444445,1
129,0.666667,3.777778,1
116,1.555556,16.333334,1
56,1.277777,20,1
104,2.666666,16.11111,1
55,1.777777,17.555555,1
57,2.111111,19.777779,1
77,2.444445,18.444445,1
93,2.111111,15.444445,1
114,0.666667,3.111111,1
107,1.611111,12.555555,1
138,0.833333,3.333333,1
147,0.777778,3.888889,1
62,1.222223,15.666667,1
126,1,3.777778,1
101,1.277778,15.888889,1
129,0.666667,3.777778,1
90,2,18.666668,1
132,0.222222,2.888889,1
40,1.111112,12.555555,1
70,1.833333,17.88889,1
85,1.777778,13.111111,1
113,0.277778,3.444444,1
115,0.777778,3.666667,1
108,1.388889,12.888889,1
145,0.611111,2.222222,1
128,0.666667,3.111111,1
116,1.555556,16.333334,1
116,0.222222,2.888889,1
74,1.388889,15.555555,1
89,2.944445,16.555555,1
124,0.833333,3.666667,1
68,1.777778,15.888889,1
98,1.888889,15.777778,1
128,0.388889,2.777778,1
71,4.5,16.666668,1
91,2.555556,14.888889,1
143,0.666667,3,1
130,0.833333,4.666667,1
119,2.555556,16.11111,1
100,1.222222,15.555555,1
118,2.277778,15.777778,1
112,1,3.555556,1
111,0.611111,3,1
103,1.833333,16.333334,1
136,0.444444,3.333333,1
130,1,4.222222,1
89,2.555556,14.222222,1
85,3.944444,15.777778,1
110,2.666667,13.444445,1
106,0.722222,14.111111,1
145,0.611111,2.222222,1
77,4.444445,19.11111,1
130,1.055556,3.333333,1
118,0.722222,3.555556,1
149,1.055556,5.111111,1
115,4.166667,16.777779,1
134,0.666667,2.555556,1
111,1.055556,3.222222,1
53,1.166667,16.333334,1
116,0.444445,3.666667,1
118,0.777778,2.555556,1
145,0.722222,3,1
68,2.388889,12.444445,1
123,0.388889,3.555556,1
115,0.333333,3.888889,1
84,1.611111,18,1
135,0.666667,2,1
125,0.666667,3.555556,1
67,1.555556,17.555555,1
118,0.666667,3.666667,1
143,0.5,3,1
128,0.666667,3.111111,1
95,0.944444,16.222223,1
102,2.611111,17.333334,1
103,1.888889,13.888889,1
124,0.888889,3.444444,1
77,3.055556,20.222221,1
131,1.333333,3,1
149,0.722222,3.555556,1
135,1.055556,3.222222,1
66,2.944444,21.666666,1
130,0.388889,2.888889,1
61,1.555555,16.11111,1
139,0.833333,3.555556,1
124,0.611111,2.777778,1
71,2.833333,16.777779,1
62,3.388889,20.666668,1
126,0.555556,2.555556,1
58,1.388889,15.444445,1
138,0.5,2.666667,1
60,2.888889,20.333334,1
66,2.166667,16.777779,1
136,1,3.777778,1
140,1,3.777778,1
113,0.722222,3,1
60,2.888889,20.333334,1
123,0.5,3.222222,1
55,1.777777,17.555555,1
131,0.777778,3.666667,1
120,0.444445,3.333333,1
123,0.888889,4.555555,1
65,2.333334,15.555555,1
149,1,3.666667,1
116,0.333333,3.111111,1
114,0.444444,2.888889,1
56,1.333333,16.88889,1
68,2.166667,20.444445,1
63,1.944444,17.11111,1
124,0.666667,3.555556,1
59,2.944445,18.555555,1
69,1.88889,19.11111,1
57,2.111111,19.777779,1
63,2.111111,15.333333,1
139,0.777778,3,1
34,1.5,14.888889,1
125,0.666667,3.444444,1
111,1.333333,13.888889,1
94,3.666667,15.666667,1
111,0.5,2.888889,1
91,2.166666,16.666668,1
128,0.333333,3.333333,1
44,2.38889,13.666667,1
142,1.277778,2.333334,1
92,2.5,14.333333,1
116,0.888889,16.88889,1
121,2,17.555555,1
83,3.611111,13.888889,1
88,2.944445,15.666667,1
107,1.888889,13.888889,1
106,1.611111,17.222223,1
144,0.722222,2.666667,1
98,1.055555,13.333333,1
138,0.444444,3,1
88,1.722222,15.666667,1
111,0.611111,3.222222,1
60,1.055555,14.333333,1
101,1.777778,12.555555,1
69,1.611111,18.444445,1
113,0.777778,3,1
132,0.944444,3.555556,1
67,1.833333,16.333334,1
116,0.555555,3.888889,1
115,2.222223,12.222222,1
102,1.944444,13.333333,1
74,2.166667,17.666668,1
117,0.5,3.333333,1
51,2.666667,19.444445,1
146,0.666667,2.888889,1
63,1.5,13.333333,1
122,0.777778,3.333333,1
133,1.166667,3.666667,1
79,2.111111,12.111111,1
73,2.611111,13.888889,1
81,2.722222,15.222222,1
111,2.555555,1.777778,1
100,2.666667,15.444445,1
143,0.444444,2.777778,1
113,2.777778,10.111111,1
142,1.5,2.333334,1
101,1.277778,15.888889,1
53,2.833333,20.11111,1
141,0.777778,3,1
31,1.333333,132.33334,2
65,2,120,2
39,1.833333,105.55556,2
74,0.500001,93.22222,2
56,0.722221,121.44444,2
94,1.000001,105.111115,2
30,1.222223,108.888885,2
66,1.444443,116.888885,2
36,1.833335,94.333336,2
109,1.000001,95.77778,2
11,2.888891,142.55556,2
60,1.055556,118.666664,2
42,1.166669,133.33334,2
43,0.833335,121.55556,2
90,0.777779,106,2
79,1.055553,79.44444,2
31,1.222223,122.111115,2
98,1.666667,82.77778,2
34,1.000001,118.22222,2
75,0.888888,77.77778,2
63,0.666668,114.666664,2
26,0.888888,133.11111,2
56,0.833333,121.44444,2
41,1.888889,115.333336,2
57,1.22222,120.22222,2
62,1.111112,121.111115,2
20,0.833333,120.44444,2
19,1.888888,103,2
94,1.277776,85.77778,2
18,0.944445,135,2
32,2.611109,132.77779,2
35,0.888888,120.44444,2
33,0.888888,119.55556,2
25,1.277776,94.888885,2
85,0.888888,83.44444,2
13,1,113.666664,2
24,0.888888,123.55556,2
17,1.277779,121.55556,2
57,0.888889,116.666664,2
40,0.833333,119.77778,2
115,1.444445,129.77779,2
21,2.055556,120.888885,2
41,1.111112,117.44444,2
26,1.888885,132.88889,2
85,0.888887,91.77778,2
41,1.499999,105.111115,2
41,1.111115,133.55556,2
88,0.500001,102.666664,2
80,1.722224,103,2
44,1.166665,119.888885,2
62,1.888887,118.77778,2
97,1,131.11111,2
30,0.611111,120.111115,2
45,0.777779,104.111115,2
45,0.611109,92.55556,2
40,1.499999,118.333336,2
23,1.166665,118.22222,2
40,1.222221,122.55556,2
21,1.333333,126.333336,2
25,1.111111,123.888885,2
33,0.722221,104.22222,2
52,1.333333,121.55556,2
11,2.166667,139.44444,2
19,1.444447,122.111115,2
64,0.777777,82.55556,2
19,0.888888,109.44444,2
27,0.999997,133,2
81,0.722224,101,2
75,1.055559,121.111115,2
35,1.222221,88.77778,2
15,0.777774,137.88889,2
65,0.722221,88.111115,2
36,1.055556,107.22222,2
32,1.500001,116,2
25,0.833333,93.77778,2
20,1.166665,121.666664,2
73,1.611111,120.55556,2
77,1.277776,131.88889,2
53,0.722223,119.77778,2
13,1.111115,137.33334,2
75,11.111111,111.22222,2
40,0.722223,106.888885,2
41,0.833333,108,2
21,1.222221,126.44444,2
46,1.05556,131.55556,2
46,1.111112,99.77778,2
19,0.944443,122.888885,2
16,0.888891,105.22222,2
30,0.944444,108.44444,2
44,2.333333,118.888885,2
33,1.055553,121.22222,2
96,0.611112,103.22222,2
58,0.888891,119,2
49,1.77778,118.55556,2
27,2.055557,117.77778,2
49,0.666669,114.666664,2
44,1.333333,98.22222,2
28,1.111112,107.22222,2
20,0.833333,120.44444,2
104,1.833335,94.44444,2
57,1.388891,119.44444,2
38,0.888888,119.55556,2
18,0.555553,107.666664,2
58,1.055559,104.44444,2
57,1.166667,131.77779,2
68,0.722224,101.55556,2
18,1.277777,120.888885,2
25,0.944447,111.333336,2
35,1.111113,119.111115,2
50,0.777779,115.44444,2
15,1.444443,137.44444,2
40,0.722223,106.888885,2
21,1.166667,122.666664,2
78,2.666665,101.666664,2
90,0.777779,106,2
16,1.666667,95,2
65,1.500001,117.333336,2
19,1.499998,126.111115,2
21,1.166667,122.666664,2
36,1.055556,108.888885,2
20,0.611112,107.111115,2
15,1.888888,125.44444,2
83,1.055552,80.44444,2
39,0.777776,118.333336,2
48,0.555555,116.77778,2
36,1,131.22223,2
41,0.388892,105.111115,2
28,1.777779,107.666664,2
101,0.611109,131.11111,2
18,0.555557,108.666664,2
35,1.444444,122.666664,2
96,0.944445,80.77778,2
57,1.611109,92.888885,2
20,1.444443,106.55556,2
42,1.388891,131.33334,2
56,0.833333,121.44444,2
78,0.777779,131,2
63,0.333332,104.44444,2
28,0.888887,108.333336,2
71,1.499999,121.44444,2
26,0.444444,107.44444,2
29,0.444443,107.111115,2
38,2.111111,108.55556,2
13,0.555557,128.44444,2
62,1.666669,120.77778,2
93,1.055555,105,2
90,1.27778,105.333336,2
86,1.166669,100.333336,2
53,0.833333,130.33334,2
79,0.777779,102.77778,2
14,1.222223,109.22222,2
15,1.222221,128.33334,2
32,2.611109,132.77779,2
93,1.944444,76.111115,2
54,1,129.88889,2
81,0.833332,80.888885,2
48,0.999999,99.77778,2
35,1.166665,105.44444,2
47,1.000001,121.44444,2
107,1.055555,130,2
14,1.666669,112.666664,2
81,0.888891,104.22222,2
68,0.777779,120.666664,2
42,1.666668,104.888885,2
62,0.888887,102.77778,2
17,0.666667,126.22222,2
13,1.333333,126.111115,2
15,0.555556,125.44444,2
42,0.944444,122.333336,2
51,0.944443,104,2
113,1.333333,129,2
51,0.611111,118.888885,2
45,1.555557,116.111115,2
50,0.944445,101.888885,2
18,1.166669,134.33334,2
59,1.333333,116.77778,2
40,0.555556,119.55556,2
60,0.777777,101.55556,2
12,1.611112,114.55556,2
67,1.055556,101.55556,2
54,1.222221,119.111115,2
48,1.277781,130.88889,2
15,1.222225,97.55556,2
20,1.27778,122.55556,2
35,0.722221,132,2
50,0.77778,118.333336,2
58,0.888888,105.333336,2
57,1.611112,119.44444,2
62,1.611109,103,2
34,1.888891,133,2
32,1.777779,121.333336,2
30,0.833332,117.55556,2
43,0.888889,99.111115,2
30,0.611109,107,2
52,0.777777,104.666664,2
66,1.833335,107,2
92,0.77778,80.66667,2
19,1.666672,135.33334,2
18,0.944445,135,2
71,1.333333,79.111115,2
16,0.944448,136.66667,2
22,1,132.88889,2
62,1.000001,91.888885,2
70,1.111108,105.77778,2
39,1.222218,122.44444,2
49,1.499999,120.44444,2
91,0.722221,98.666664,2
32,1.777779,121.333336,2
72,1.499999,121.111115,2
13,0.944445,139.44444,2
34,0.888887,97.888885,2
42,1.666668,104.888885,2
46,2.166668,119.888885,2
76,1.333333,79.111115,2
33,0.500001,106.333336,2
40,0.666667,105.77778,2
32,0.833332,104.333336,2
31,0.888889,121.888885,2
55,1,107.77778,2
54,0.833335,105,2
49,1.166668,122.111115,2
29,1.388891,123.666664,2
71,1.499999,121.44444,2
71,2.222221,97.888885,2
45,1,93.111115,2
13,1.166667,128.55556,2
59,1.055556,116.888885,2
74,0.500001,93.22222,2
47,0.999997,131.11111,2
31,0.666664,133,2
50,1.444444,116.55556,2
50,1.111112,103.55556,2
53,1.111109,104.888885,2
72,1.055559,120.77778,2
22,0.722221,133.88889,2
24,0.888888,123.55556,2
52,0.777777,104.666664,2
46,1.333332,110.111115,2
37,1.055553,86.55556,2
27,1.444445,133.44444,2
30,1.222223,108.888885,2
43,1.111111,119.888885,2
21,1,122.55556,2
18,0.5,108.888885,2
11,2.888891,142.55556,2
51,2.055553,118.888885,2
87,0.777779,131.88889,2
72,1.166667,84,2
14,0.611113,108.55556,2
99,0.777779,83.22222,2
17,1.888889,126.333336,2
46,1.777779,121.111115,2
21,1.333332,122.55556,2
67,0.888889,117.888885,2
64,1.333331,103.77778,2
45,1.111113,118,2
67,3.833332,100.55556,2
32,1.33333,113.111115,2
82,0.611111,100.77778,2
57,1.000001,83,2
33,0.611109,102.333336,2
29,1.388891,123.666664,2
57,0.77778,90.22222,2
58,1.000001,83.333336,2
28,1.444441,117.888885,2
25,0.388889,107.55556,2
58,1.000001,82.66667,2
27,0.5,135.11111,2
68,0.888889,97.333336,2
48,1.333331,107.44444,2
31,0.777777,110.44444,2
13,1.666664,140,2
41,0.388892,105.111115,2
63,6.222223,100.888885,2
83,1.055552,80.44444,2
54,0.666667,104.888885,2
58,1.444444,117.55556,2
39,1.833333,105.55556,2
35,0.944447,90.333336,2
79,0.777779,102.77778,2
18,0.555557,108.666664,2
28,1.222221,102.44444,2
44,1,90.55556,2
66,1.111113,83.888885,2
47,1.555557,117.666664,2
46,2.166668,119.888885,2
62,1.166668,121.55556,2
41,0.277779,131.33334,2
39,1.333333,108.44444,2
16,1.499999,108.333336,2
29,1.055553,123.22222,2
49,0.722225,100.666664,2
47,1.111109,131.88889,2
55,1.444447,95.111115,2
77,1.166665,103.77778,2
57,1.388891,131.22223,2
89,1.277779,99.666664,2
95,1.944444,3.111111,3
126,0.5,0.555556,3
113,6.166666,22.333334,3
125,2.666667,2.444444,3
83,2.333333,4.666667,3
94,2.555556,6.666666,3
88,2.5,6.444445,3
75,10.222221,33.666668,3
99,3.055555,2.333334,3
126,1.222222,0.555556,3
102,1.555556,1.888889,3
124,1.388889,1.888889,3
111,4.111111,3.333333,3
137,0.333333,0,3
120,0.722222,0.333333,3
115,0.555555,0.777778,3
90,0.666667,1,3
147,3.555555,6.777778,3
92,2.277778,6.444445,3
102,0.833333,1.666667,3
98,0.666667,1.333333,3
81,9.222222,19.444445,3
95,1.611111,3.666667,3
80,16.666666,21.88889,3
85,2.055556,2.666667,3
91,1.388889,2.666667,3
114,0.277778,0.555556,3
123,0.5,0.333333,3
81,0.777778,2,3
120,1.055556,1.111111,3
141,2.166667,11.555555,3
87,44.722225,64.55556,3
80,16.666666,21.88889,3
70,7.944445,18.222221,3
110,2.722222,4,3
140,1.777778,7.222222,3
103,1.111111,0.666667,3
107,9.833333,9,3
127,1.277778,11.777778,3
100,2.444444,3.888889,3
79,14.166667,28.222221,3
138,0.944444,0.555556,3
87,44.722225,64.55556,3
124,2.388889,12.333333,3
112,1.555556,3.111111,3
77,2.388889,6.777778,3
144,0.611111,0.888889,3
124,6.5,5.777778,3
96,0.833333,4.333334,3
120,0.444444,0.888889,3
135,0.222222,0,3
109,3.999999,10.555555,3
134,1.5,4.888889,3
79,1.333333,3.333333,3
141,0.888889,1.666667,3
81,15.166667,37.11111,3
107,3.944445,6.666666,3
144,0.5,0,3
110,0.5,0.444444,3
109,2.833333,3,3
83,12.888889,11.444445,3
115,2.722222,20.666668,3
126,1.055556,1.777778,3
125,0.833333,1,3
146,0.055556,0,3
98,0.388889,0.111111,3
130,1.222222,1.777778,3
81,5.722223,10.888889,3
91,1,4.333334,3
120,0.611111,13.555555,3
121,0.111111,0.111111,3
136,2.666667,12.222222,3
95,1.111111,2.222222,3
76,1.833333,7.666666,3
121,1.166667,2.555556,3
114,1.166667,0.777778,3
132,0.222222,0,3
85,2.388889,3.333333,3
81,22.111109,41,3
