@relation segment

@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
4.592593,4.111111,-1.444444,1
17.11111,19,5.666666,1
5.962963,7.555555,4.777778,1
19.074074,18.777779,-0.888889,1
20.25926,20.333334,0.222222,1
6.62963,7.555555,2.777778,1
20,19.555555,-1.333333,1
17.925926,18.88889,2.888889,1
26.222221,23.777779,-7.333334,1
5.518518,7.111111,4.777778,1
5.481482,6.555555,3.222222,1
5.888889,7.111111,3.666667,1
20.333334,18.222221,-6.333334,1
19.851852,19.444445,-1.222222,1
23.851852,22.666666,-3.555556,1
22.222221,21.777779,-1.333333,1
22.481482,22,-1.444444,1
21.148148,21.444445,0.888889,1
4.814815,6.777778,5.888889,1
6.259259,7.777778,4.555555,1
6.074074,7.444445,4.111111,1
17.962963,18.88889,2.777778,1
23.814816,23.333334,-1.444444,1
19.333334,18.88889,-1.333333,1
20.925926,19.666668,-3.777778,1
17.185184,15.666667,-4.555555,1
18.74074,17.333334,-4.222222,1
5.888889,7.666666,5.333334,1
19.851852,20.333334,1.444444,1
6.296296,7.333334,3.111111,1
19.851852,20,0.444444,1
22.11111,21.333334,-2.333333,1
5.925926,7.111111,3.555556,1
5.851852,7.777778,5.777778,1
18.962963,20.222221,3.777778,1
3.925926,5.555555,4.888889,1
5.37037,7.111111,5.222222,1
6.333334,7.888889,4.666666,1
4.740741,6.444445,5.111111,1
17.333334,18.222221,2.666667,1
17.481482,18.333334,2.555556,1
5.296296,6.666666,4.111111,1
21.037037,20.555555,-1.444444,1
20.592592,18.777779,-5.444445,1
5.407407,7.666666,6.777778,1
26.444445,23.333334,-9.333333,1
22.481482,20.777779,-5.111111,1
24.481482,23.444445,-3.111111,1
23.666666,23,-2,1
18.703703,18.777779,0.222222,1
6.666666,8.333334,5,1
20.25926,20,-0.777778,1
6.037037,5.666666,-1.111111,1
6.185185,7.333334,3.444444,1
21.11111,20.222221,-2.666667,1
26.296297,24.666666,-4.888889,1
21.222221,21.11111,-0.333333,1
28.62963,26.11111,-7.555555,1
17.222221,19,5.333334,1
24.592592,22.777779,-5.444445,1
17.25926,19.222221,5.888889,1
4.148148,3.888889,-0.777778,1
17.925926,18.555555,1.888889,1
18.592592,18.555555,-0.111111,1
26.74074,24.666666,-6.222222,1
24.851852,24,-2.555556,1
5.888889,7.111111,3.666667,1
6.444445,7.333334,2.666667,1
4.148148,5.666666,4.555555,1
16.555555,15.666667,-2.666667,1
3.814815,4.111111,0.888889,1
18.62963,19.777779,3.444444,1
22.74074,21.11111,-4.888889,1
6,7.222222,3.666667,1
18.962963,18.666668,-0.888889,1
5,6.222222,3.666667,1
6,7.444445,4.333334,1
18.962963,18.777779,-0.555556,1
5.555555,6.888889,4,1
26.74074,24.666666,-6.222222,1
5.407407,6.555555,3.444444,1
5.777778,6.333334,1.666667,1
5.666666,7.444445,5.333334,1
5.407407,6.888889,4.444445,1
18.88889,19.88889,3,1
6.037037,7,2.888889,1
6.185185,7.333334,3.444444,1
5.111111,6.888889,5.333334,1
6.037037,7.444445,4.222222,1
19.37037,20.222221,2.555556,1
23.777779,22.444445,-4,1
16.703703,18.777779,6.222222,1
5.037037,6.888889,5.555555,1
5.62963,6.777778,3.444444,1
14.518518,16.11111,4.777778,1
5.518518,4.111111,-4.222222,1
21.851852,21.222221,-1.888889,1
23.444445,21.666666,-5.333334,1
23.444445,22.777779,-2,1
25.185184,24.11111,-3.222222,1
22.703703,22.333334,-1.111111,1
23.074074,22.11111,-2.888889,1
21.814816,20.777779,-3.111111,1
16.814816,17.333334,1.555556,1
6.666666,8.444445,5.333334,1
4.222222,4.333334,0.333333,1
21.74074,20.777779,-2.888889,1
24.592592,24,-1.777778,1
25.74074,22.666666,-9.222222,1
20.62963,20.88889,0.777778,1
6.259259,7.777778,4.555555,1
23.444445,21.666666,-5.333334,1
4.518518,6.111111,4.777778,1
18.666666,18.555555,-0.333333,1
21.777779,20.88889,-2.666667,1
5.814815,7.111111,3.888889,1
5.407407,7,4.777778,1
24.851852,23.666666,-3.555556,1
26.037037,24.444445,-4.777778,1
6.333334,7.888889,4.666666,1
5.444445,6.111111,2,1
16.925926,18.333334,4.222222,1
6.222222,7.555555,4,1
24.296297,23.555555,-2.222222,1
25.962963,23.333334,-7.888889,1
5.444445,6.444445,3,1
26.481482,24.222221,-6.777778,1
21.407408,21.333334,-0.222222,1
21.555555,20.88889,-2,1
17.666666,19,4,1
21.444445,20.444445,-3,1
5.296296,6.333334,3.111111,1
5.333334,6.555555,3.666667,1
23.037037,21.666666,-4.111111,1
22.148148,21.333334,-2.444444,1
20.25926,20,-0.777778,1
6.111111,7.111111,3,1
6.444445,7.555555,3.333333,1
4.074074,5.333334,3.777778,1
5.444445,4.111111,-4,1
21.185184,20.555555,-1.888889,1
7.518518,5.555555,-5.888889,1
17.666666,19,4,1
21.925926,20.555555,-4.111111,1
20.481482,20.11111,-1.111111,1
19.074074,19.222221,0.444444,1
5.259259,6.555555,3.888889,1
24.814816,24.333334,-1.444444,1
5.481482,7.111111,4.888889,1
21.333334,21.11111,-0.666667,1
5.111111,5.666666,1.666667,1
5.888889,6.888889,3,1
5.444445,4.111111,-4,1
22.481482,22,-1.444444,1
27.37037,23.777779,-10.777778,1
6.333334,7.888889,4.666666,1
5.777778,7.444445,5,1
5.703704,7.444445,5.222222,1
22.74074,21.555555,-3.555556,1
18.74074,19.11111,1.111111,1
23.88889,23.11111,-2.333333,1
17.777779,19.222221,4.333334,1
21.925926,21,-2.777778,1
25.666666,23.444445,-6.666666,1
23.666666,22.11111,-4.666666,1
17.962963,18.88889,2.777778,1
23.074074,22.11111,-2.888889,1
6.481482,7.555555,3.222222,1
5,6.888889,5.666666,1
5.888889,7,3.333333,1
27.148148,25.11111,-6.111111,1
6.111111,8,5.666666,1
23.851852,23.555555,-0.888889,1
5.925926,7.888889,5.888889,1
21.11111,21.11111,0,1
5.555555,6.888889,4,1
5.666666,7,4,1
6.111111,7.555555,4.333334,1
7.296296,8.555555,3.777778,1
6.407407,8,4.777778,1
4.962963,6.777778,5.444445,1
5.592593,7.111111,4.555555,1
6.666666,8.222222,4.666666,1
26.481482,23.555555,-8.777778,1
5.62963,7,4.111111,1
21.222221,20.666668,-1.666667,1
22.88889,21.777779,-3.333333,1
5.296296,6.777778,4.444445,1
26.814816,24,-8.444445,1
6.333334,7.888889,4.666666,1
6,7.444445,4.333334,1
5.62963,7.111111,4.444445,1
5.814815,7.555555,5.222222,1
20.185184,20.222221,0.111111,1
18.703703,19.222221,1.555556,1
6.777778,7.777778,3,1
22.333334,21.777779,-1.666667,1
6.481482,7.666666,3.555556,1
5.333334,6.888889,4.666666,1
23.11111,21.666666,-4.333334,1
5.703704,6.888889,3.555556,1
22.62963,22,-1.888889,1
19.592592,18.777779,-2.444444,1
20.62963,19.777779,-2.555556,1
21.925926,20.555555,-4.111111,1
26.407408,24.555555,-5.555555,1
21.88889,21.333334,-1.666667,1
22.37037,20.333334,-6.111111,1
6.074074,7.666666,4.777778,1
24.333334,22,-7,1
5.740741,7.333334,4.777778,1
21.296297,21.222221,-0.222222,1
5.925926,7.666666,5.222222,1
20.814816,20.11111,-2.111111,1
6.62963,8.444445,5.444445,1
4.555555,6,4.333334,1
21.148148,21,-0.444444,1
20,19.555555,-1.333333,1
22.777779,21.88889,-2.666667,1
5.851852,7.333334,4.444445,1
22.25926,22.555555,0.888889,1
5.296296,6.333334,3.111111,1
14.703704,17.11111,7.222222,1
5.111111,6.666666,4.666666,1
26.296297,24.666666,-4.888889,1
23.703703,22.11111,-4.777778,1
20.074074,20.333334,0.777778,1
6.407407,8.111112,5.111111,1
4.666666,6.777778,6.333334,1
6.481482,7.555555,3.222222,1
21.88889,22.11111,0.666667,1
20,20,0,1
18.074074,17.222223,-2.555556,1
5.62963,6.777778,3.444444,1
5.851852,7.333334,4.444445,1
18.333334,19.222221,2.666667,1
6.962963,7.888889,2.777778,1
5.333334,6.888889,4.666666,1
6.222222,7,2.333333,1
21.074074,21.666666,1.777778,1
5.037037,6.555555,4.555555,1
22.592592,20,-7.777778,1
26,24,-6,1
17.185184,18.333334,3.444444,1
19.74074,19.777779,0.111111,1
5.62963,7,4.111111,1
6.037037,7,2.888889,1
6.185185,7.666666,4.444445,1
23.592592,22.555555,-3.111111,1
21.703703,21.222221,-1.444444,1
19.444445,19.555555,0.333333,1
5.555555,7,4.333334,1
23.74074,22.666666,-3.222222,1
5.962963,7.333334,4.111111,1
6.222222,7.555555,4,1
23.037037,22,-3.111111,1
18.88889,17.555555,-4,1
6.111111,7.555555,4.333334,1
18.62963,19.444445,2.444444,1
28.407408,25.333334,-9.222222,1
20.37037,18.88889,-4.444445,1
25.074074,22.333334,-8.222222,1
23.851852,23.555555,-0.888889,1
4.814815,6,3.555556,1
3.925926,5.555555,4.888889,1
21.592592,21.333334,-0.777778,1
23.74074,22.88889,-2.555556,1
6.407407,8,4.777778,1
7.296296,8.777778,4.444445,1
24.074074,22.666666,-4.222222,1
5.740741,7.444445,5.111111,1
6.740741,8.222222,4.444445,1
4.592593,6.222222,4.888889,1
21.592592,20.444445,-3.444444,1
27.074074,22.777779,-12.888889,1
6.777778,5.444445,-4,1
6.666666,8.333334,5,1
6.444445,7.777778,4,1
21.703703,21.222221,-1.444444,1
5.185185,6.666666,4.444445,1
21.296297,21.222221,-0.222222,1
5.037037,6.555555,4.555555,1
19.88889,20.666668,2.333333,1
17.925926,18.88889,2.888889,1
22.62963,21.333334,-3.888889,1
22.407408,21.666666,-2.222222,1
22.62963,21.222221,-4.222222,1
20.88889,21,0.333333,1
7.074074,8.222222,3.444444,1
5.740741,7.333334,4.777778,1
5,6.555555,4.666666,1
18.11111,18.777779,2,1
6.333334,7.666666,4,1
21.11111,20.777779,-1,1
22.444445,21.555555,-2.666667,1
5.222222,7.222222,6,1
16.185184,17,2.444444,1
116.77778,109.111115,-23,2
134.77777,127.44444,-22,2
126.03704,116,-30.11111,2
135.92592,129.88889,-18.11111,2
