@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
24.3855,3.4233,0.64,g
26.427,3.4434,0.9753,g
19.4494,2.7466,0.2425,g
25.685,3.1553,7.7301,g
14.8676,2.567,6.7835,g
13.5477,2.4362,74.5664,g
31.3902,3.359,9.782,g
14.9817,2.4526,0.9075,g
13.2275,2.2188,33.4008,g
11.4736,2.4661,43.565,g
12.0817,2.7763,3.7449,g
16.2578,2.7308,17.671,g
12.245,2.8052,1.3841,g
17.6341,2.7727,1.854,g
32.2546,3.7262,4.155,g
17.772,2.5821,17.1286,g
10.4383,2.2529,15.8259,g
10.1083,2.1973,58.845,g
10.0712,2.4289,10.378,g
14.4421,2.6862,5.2437,g
20.1038,3.3537,0.7472,g
14.7049,2.5224,2.969,g
10.548,2.2467,27.3603,g
18.0536,2.873,1.6985,g
16.4943,2.8109,48.259,g
20.2994,2.6721,29.1324,g
10.3206,2.5218,8.2969,g
24.7983,3.1733,3.4614,g
18.2322,2.7853,89.2231,g
16.6628,2.8695,11.677,g
22.2166,3.0177,6.7334,g
10.7747,2.2455,7.755,g
12.5757,2.4175,71.066,g
21.2686,2.6862,25.431,g
26.2465,3.5361,1.8811,g
19.4801,3.2033,8.519,g
11.098,2.3149,38.1314,g
12.2758,2.4928,23.425,g
12.4431,2.5752,6.518,g
11.3542,2.5145,0.638,g
31.147,2.9868,17.724,g
11.7208,2.1055,4.176,g
32.6559,3.5981,0.794,g
7.4005,2.0986,8.5814,g
8.6668,2.3454,35.625,g
0,2.1222,0.0002,g
16.2202,2.5682,48.5567,g
20.2556,3.4283,8.2377,g
20.8942,2.7551,6.166,g
7.1692,2.07,53.587,g
50.5402,3.9738,5.931,g
12.6293,2.3212,15.7217,g
10.0097,2.3054,9.438,g
27.6832,3.2262,10.685,g
17.6856,2.7903,1.9542,g
13.8541,2.5296,17.533,g
19.6896,3.0465,14.874,g
19.9094,2.8837,69.0844,g
17.1878,3.0654,5.7949,g
15.988,2.6946,6.303,g
24.6683,3.328,7.0973,g
20.695,3.1002,23.4123,g
12.9542,2.4108,58.2819,g
23.9963,2.8162,6.1626,g
7.1459,2.2292,68.5155,g
25.4757,3.0212,38.976,g
17.6171,2.1818,56.732,g
36.6477,3.63,9.612,g
11.5709,2.3522,35.427,g
11.558,2.4048,9.2572,g
41.9902,2.8442,61.5552,g
17.715,2.6758,11.018,g
17.1961,2.6857,8.4913,g
10.6199,2.3118,31.951,g
15.0359,2.4456,17.466,g
24.6323,3.6718,4.841,g
11.4154,2.5502,0.6419,g
