@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,9,11'

@attribute FLength numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
46.2915,38.707,g
20.3836,43.0032,g
26.7065,26.881,g
34.7486,1.521,g
45.6094,4.25,g
38.1627,5.5119,g
96.8578,3.8107,g
95.5207,0.084,g
66.7336,9.941,g
92.937,3.497,g
21.8344,35.4993,g
18.1607,43.3661,g
23.4494,83.8081,g
38.1089,13.741,g
33.5874,25.657,g
25.0275,65.2451,g
18.2028,2.5957,g
80.3994,5.066,g
65.6069,0.7567,g
59.6124,1.1057,g
72.8104,0.644,g
42.1289,12.9801,g
42.1441,1.7038,g
52.221,5.096,g
29.1556,1.925,g
100.747,0.305,g
64.6445,10.304,g
68.8466,0.137,g
79.9539,17.7108,g
36.9794,46.43,g
16.3371,69.7431,g
33.429,29.644,g
33.5123,6.8985,g
49.2754,1.985,g
21.1474,35.595,g
13.123,88.1516,g
24.8738,31.2269,g
91.9495,4.1635,g
12.691,79.5407,g
23.2097,24.8586,g
43.1149,2.4098,g
33.1959,6.484,g
19.8547,42.523,g
72.912,9.402,g
20.6147,25.643,g
53.6832,0.803,g
64.713,1.569,g
30.251,2.103,g
22.3238,18.82,g
35.086,11.3154,g
25.7334,49.1483,g
64.5226,0.47,g
32.9203,13.181,g
20.9402,14.19,g
13.4592,17.4488,g
76.4482,14.573,g
58.649,5.308,g
26.3201,0.3082,g
13.1551,46.9567,g
39.163,10.9465,g
70.4372,0.875,g
15.5071,77.7643,g
26.564,37.7264,g
36.9465,10.9128,g
28.2302,7.4795,g
31.3812,9.9904,g
58.113,3.9914,g
21.0629,24.5335,g
99.0964,0.983,g
80.2379,1.932,g
50.5608,21.156,g
95.724,1.197,g
27.4956,25.1126,g
27.0762,10.25,g
18.1081,35.7431,g
45.349,6.1306,g
102.786,1.687,g
19.9364,3.1526,g
37.0964,7.886,g
16.854,4.875,g
58.3631,4.366,g
37.3466,15.638,g
85.8049,1.3536,g
57.1095,34.613,g
79.7152,7.119,g
135.909,67.903,g
33.3506,5.18,g
25.2099,72.391,g
19.3993,25.804,g
22.0239,62.975,g
41.3845,2.562,g
28.8416,25.199,g
75.7318,4.6616,g
111.657,3.348,g
31.0074,20.518,g
49.1296,7.8731,g
19.7725,43.561,g
24.4701,35.99,g
109.581,0.834,g
49.8521,6.0457,g
95.2817,6.69,g
56.6978,6.7129,g
32.4194,8.477,g
23.3323,37.4068,g
36.1504,10.098,g
22.0202,30.327,g
59.0364,12.026,g
25.2326,69.8177,g
26.7371,10.206,g
99.7874,0.2545,g
19.8269,24.6377,g
45.6562,15.75,g
29.6529,46.068,g
32.6655,8.041,g
74.9217,2.594,g
73.7136,12.2293,g
20.2191,34.0559,g
25.8026,7.346,g
30.1227,11.519,g
121.846,3.2636,g
24.3237,53.3158,g
65.6318,2.4674,g
12.7537,80.0642,g
73.7915,10.5595,g
12.4987,50.611,g
56.3973,12.2671,g
19.8183,17.8692,g
