@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,9,11'

@attribute FLength numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
28.7967,40.092,g
44.7394,3.251,g
27.2304,77.5379,g
84.61,17.575,g
24.999,9.862,g
20.8112,85.103,g
24.999,81.8671,g
18.4475,69.2291,g
101.703,4.0677,g
41.3848,9.628,g
20.5839,26.586,g
91.6174,3.0094,g
20.7154,88.4999,g
20.4525,9.1256,g
17.8912,44.74,g
84.2741,3.7714,g
33.7616,32.377,g
74.3456,31.553,g
78.2002,12.616,g
19.7592,18.354,g
44.9999,46.1539,g
68.9648,0.402,g
49.6601,5.4509,g
19.4731,53.7383,g
24.5581,26.996,g
23.6426,0,g
88.6611,0.71,g
43.9615,6.846,g
109.37,0.589,g
18.7703,50.86,g
19.7692,83.8778,g
79.7124,2.129,g
27.1848,47.377,g
66.8289,5.1606,g
35.8341,6.11,g
40.0436,1.6058,g
81.8495,16.194,g
23.4123,39.4624,g
37.7253,15.834,g
94.8276,1.024,g
38.0902,25.6015,g
72.6419,2.1522,g
28.7248,3.5355,g
29.4682,19.977,g
95.6947,0.2763,g
33.1706,7.608,g
24.4446,20.8407,g
18.9434,12.938,g
48.8261,8.2676,g
23.4563,21.817,g
31.3318,18.65,g
18.6774,8.3828,g
48.5152,0.6261,g
32.392,7.136,g
26.503,30.148,g
21.0167,9.3744,g
51.6785,1.8934,g
57.1182,19.89,g
82.1714,1.7505,g
25.0822,6.219,g
35.5418,27.4184,g
23.6729,47.7751,g
34.2078,6.6964,g
37.1898,7.0604,g
40.9872,0.0821,g
12.9987,32.861,g
16.9818,51.0269,g
12.4392,18.3994,g
27.1388,30.825,g
100.038,2.931,g
64.5397,13.377,g
28.2176,89.9535,g
36.9048,1.8977,g
92.3723,17.086,g
23.8022,15.4009,g
41.0476,6.121,g
21.0689,5.3844,g
102.285,2.661,g
32.853,8.724,g
40.3463,14.5122,g
77.3543,3.7039,g
51.264,10.649,g
70.1638,8.3983,g
27.7483,9.141,g
18.0652,67.7358,g
31.79,13.812,g
37.374,25.394,g
18.6774,15.0753,g
33.7945,9.383,g
26.277,19.6343,g
32.4832,24.26,g
81.5827,0.5805,g
22.3851,12.169,g
41.6441,16.037,g
40.0334,4.1,g
30.8343,56.523,g
21.462,1.493,g
58.3389,8.174,g
20.6484,7.414,g
18.4901,5.515,g
29.2688,47.559,g
38.5396,0.0345,g
123.623,4.358,g
43.3752,17.999,g
24.8854,15.148,g
55.6462,15.151,g
88.992,5.627,g
40.1071,11.7922,g
12.8789,9.2006,g
37.8069,10.6904,g
56.1911,1.621,g
20.47,63.4398,g
56.2863,20.5187,g
42.6005,14.976,g
27.8752,44.0434,g
28.1148,10.742,g
21.9255,4.941,g
23.4322,79.712,g
88.0016,26.8401,g
18.621,26.1461,g
49.7636,3.2719,g
49.8051,5.4954,g
65.4261,8.129,g
65.6466,4.6995,g
85.9632,5.703,g
29.7499,0.56,g
25.519,30.5133,g
29.0348,54.004,g
23.9073,3.145,g
76.6239,4.172,g
79.7263,2.4487,g
70.6323,6.3952,g
77.5425,0.075,g
77.6918,3.9967,g
21.5488,23.9321,g
29.9045,2.9967,g
34.2512,43.554,g
13.2138,58.386,g
94.1916,9.5567,g
12.9497,54.7684,g
28.8686,26.025,g
22.3636,5.6931,g
56.9476,1.819,g
18.4882,53.4984,g
44.7735,5.092,g
82.258,10.429,g
35.9532,31.2271,g
43.6702,6.903,g
38.3982,6.941,g
40.0572,17.8954,g
23.5813,12.5074,g
79.5318,3.2801,g
28.7643,6.445,g
50.1521,2.6206,g
12.8721,43.7132,g
16.1144,79.763,g
29.2419,3.426,g
37.6527,74.6315,g
83.8164,2.173,g
31.4905,16.575,g
90.1049,14.047,g
26.1326,32.28,g
29.4876,1.379,g
21.5656,63.735,g
20.9469,65.694,g
102.934,0.5982,g
28.9911,6.3297,g
91.2684,6.4844,g
77.8656,1.775,g
29.1293,24.9145,g
34.8054,0.9214,g
101.59,1.192,g
21.5836,8.279,g
33.7391,9.976,g
34.3084,3.927,g
36.7526,6.816,g
35.5151,77.961,g
23.9049,19.4896,g
86.3454,7.0441,g
27.8169,52.521,g
117.58,9.964,g
12.6909,56.8101,g
62.9894,7.652,g
34.6882,2.0522,g
18.3692,28.516,g
21.699,39.035,g
47.8916,4.6031,g
18.633,32.005,g
27.065,0.141,g
103.549,1.0667,g
22.3151,48.9671,g
70.0753,4.1472,g
