@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
22.71,3.0441,0.3822,g
71.8818,3.8484,16.622,g
19.1223,2.8609,20.7574,g
31.6833,3.1334,1.5926,g
10.7145,2.1319,68.604,g
21.171,3.4303,4.2131,g
15.0766,2.7969,12.9506,g
15.7636,2.4425,13.8089,g
17.0227,2.7997,5.094,g
30.2255,3.1573,2.936,g
20.0939,3.3959,3.6565,g
33.2446,3.1921,2.582,g
23.5601,2.8837,20.194,g
13.6075,2.3738,66.649,g
18.1279,2.9917,6.955,g
9.7776,2.2068,9.215,g
24.2115,2.7197,22.951,g
29.9215,3.0755,4.7597,g
12.6181,2.404,36.457,g
29.9756,3.6714,4.142,g
41.0631,4.1837,6.1992,g
10.9847,2.2999,0.352,g
7.2158,2.0233,56.923,g
21.6599,2.8618,50.0234,g
14.5621,2.8293,3.241,g
17.7081,2.9287,20.664,g
19.1897,2.5843,1.818,g
17.8938,3.0388,2.8523,g
22.8821,2.6716,41.91,g
9.8459,2.2516,40.035,g
25.9263,3.1178,33.371,g
18.0166,2.635,36.953,g
26.1492,3.2122,8.364,g
17.6924,2.9647,6.891,g
10.4204,2.2304,14.8311,g
23.5957,2.7427,39.0829,g
15.7684,2.639,20.646,g
9.72,2.3054,25.149,g
17.912,2.7181,11.762,g
30.9809,3.1274,11.138,g
12.5305,2.3243,33.8435,g
17.3507,2.7202,4.939,g
30.9289,3.466,2.3084,g
19.74,2.7657,5.4609,g
9.8458,2.243,26.831,g
14.227,2.6196,8.977,g
16.5484,2.5993,10.6245,g
15.3475,2.6243,36.077,g
12.6328,2.5126,29.307,g
17.0296,2.9664,13.9446,g
19.728,3.1065,1.2137,g
16.8594,2.4281,21.8327,g
17.6472,3.058,16.169,g
10.6767,2.1156,32.0404,g
19.2314,2.7243,6.93,g
26.946,2.971,5.3847,g
9.7049,2.7189,4.5898,g
24.456,3.2177,5.7152,g
14.8647,2.4871,47.9304,g
14.9422,2.3838,37.287,g
17.8379,2.7694,4.4274,g
16.254,2.4249,5.932,g
37.4145,3.4348,9.0346,g
9.901,2.2014,6.251,g
11.8526,2.1477,29.7285,g
10.1447,2.2923,11.5884,g
16.0261,2.4116,33.041,g
26.4332,3.1074,1.357,g
8.4266,2.4005,12.5354,g
35.264,2.6522,54.509,g
10.6958,2.4969,1.5977,g
18.5756,2.7987,8.988,g
18.2407,2.8407,39.0638,g
11.7783,2.1569,31.776,g
15.344,2.5916,56.2862,g
8.0876,2.5809,1.472,g
20.2999,2.9809,8.915,g
12.329,2.6508,1.338,g
20.8065,2.7408,5.5742,g
23.5737,2.9309,11.9427,g
18.1024,3.0137,11.117,g
14.5959,2.5453,47.847,g
11.7632,2.3636,62.452,g
15.123,2.702,41.559,g
12.2071,2.382,10.896,g
9.8531,2.3128,19.3573,g
7.3237,2.0986,70.3421,g
24.9905,3.0263,5.5932,g
22.4388,2.7352,10.506,g
10.225,2.3181,60.5491,g
15.6313,2.4556,13.729,g
13.3168,2.7024,4.2637,g
18.7115,3.07,3.4,g
11.1033,2.1688,80.3533,g
18.5232,3.1161,3.361,g
25.5809,3.5455,3.186,g
29.4089,3.2171,0.7341,g
23.2651,2.934,79.959,g
22.6279,3.2507,5.6357,g
14.1661,2.723,6.0359,g
20.4931,2.7668,11.409,g
13.4138,2.6942,9.3139,g
16.0585,2.9287,22.732,g
24.5334,3.167,0.0787,g
19.3678,2.6064,20.656,g
14.8781,3.0292,8.831,g
17.4424,2.6314,16.8825,g
14.0209,2.7882,4.582,g
11.9324,2.5011,35.821,g
14.3812,2.4133,34.0936,g
22.2124,2.8859,3.9627,g
11.1066,2.1055,69.383,g
16.9885,2.3701,30.845,g
22.2199,3.276,10.1168,g
22.8023,3.3188,6.118,g
16.7128,2.5384,2.3935,g
22.7532,2.7139,15.3487,g
9.2926,2.4014,25.883,g
10.5628,2.1917,10.7959,g
17.3793,2.7792,10.2947,g
26.4917,2.723,77.1166,g
15.7051,2.7226,17.709,g
23.2931,3.1774,5.926,g
30.4153,3.3017,2.271,g
23.4215,3.2968,1.42,g
16.5044,2.692,1.8847,g
23.4781,3.3273,6.397,g
30.5176,3.4962,53.4211,g
19.5178,3.0869,6.8749,g
0.0053,2.1414,51.816,g
22.032,2.638,7.337,g
11.0661,2.3149,33.4353,g
54.1355,3.4057,0.102,g
24.6663,2.8707,0.817,g
28.4983,3.3528,0.2501,g
10.5592,2.2589,61.03,g
23.3743,3.2333,0.795,g
26.4198,2.9626,18.458,g
12.6187,2.4099,70.525,g
12.4982,2.437,30.7241,g
23.3493,3.2034,0.951,g
11.2223,2.4579,89.7035,g
17.2311,2.8182,30.1483,g
22.0371,2.6812,45.3284,g
20.0348,2.846,6.1874,g
16.2842,2.5472,23.006,g
20.2343,2.8531,43.7515,g
10.8976,2.3608,13.038,g
19.7139,2.6632,65.226,g
24.1373,3.4044,1.0087,g
14.4996,2.721,12.9637,g
28.0521,3.3091,9.834,g
12.4314,2.42,10.463,g
19.5497,2.8615,5.5986,g
16.0567,2.8546,0.159,g
10.6448,2.1508,71.43,g
19.9739,2.617,71.3754,g
15.1087,2.5347,59.1272,g
29.7453,3.3389,1.967,g
16.559,2.4298,41.838,g
30.0573,3.0713,86.5709,g
20.2049,2.4548,52.307,g
11.5177,2.2455,27.234,g
24.3416,3.3921,3.648,g
38.4855,4.1226,1.676,g
22.6126,2.847,8.195,g
18.814,3.3709,0.225,g
20.7287,2.7745,5.3784,g
36.4165,4.0844,1.3794,g
22.7714,3.0338,10.6136,g
40.8296,3.4468,5.802,g
10.2648,2.1987,61.8767,g
20.88,2.7304,27.942,g
28.024,3.3137,15.563,g
12.6045,2.6679,24.7086,g
14.7307,2.695,6.381,g
6.8049,2.2175,35.715,g
23.5233,3.2455,0.3176,g
10.1677,2.2945,29.348,g
22.1521,3.2466,2.569,g
32.8001,3.6126,1.4349,g
16.9595,2.5804,15.753,g
17.3896,2.4661,9.9206,g
30.701,3.3165,6.481,g
12.6439,2.6753,37.165,g
22.6766,2.8494,25.519,g
11.0356,2.2765,21.283,g
19.7274,3.1973,4.199,g
19.5686,2.8831,7.6229,g
15.3817,2.5786,4.107,g
9.7133,2.4224,3.7148,g
37.4053,3.2695,6.198,g
6.6598,2.0917,7.8499,g
38.494,3.9316,4.774,g
15.6143,2.4624,8.0678,g
15.4963,2.4464,17.2109,g
23.1402,3.1998,8.0243,g
13.9972,2.5792,30.192,g
10.2053,2.316,20.588,g
20.2722,2.7486,5.1486,g
24.776,2.6955,2.348,g
22.0969,3.4227,4.4996,g
10.7069,2.2014,39.009,g
21.1722,2.7948,10.1619,g
17.5786,2.899,0.441,g
27.0574,2.9263,25.4448,g
17.6968,2.6243,24.2467,g
21.2241,3.2083,3.404,g
58.063,3.7072,17.415,g
13.0274,2.6689,8.295,g
21.4637,3.0635,1.577,g
17.6169,2.4914,38.85,g
16.424,2.4281,41.0503,g
22.6932,2.9238,1.817,g
34.869,3.6213,1.7669,g
15.8349,2.5224,17.1681,g
15.1214,2.6112,3.9221,g
11.7584,2.3233,13.93,g
11.8942,2.1414,31.1069,g
26.4492,3.3889,0.804,g
7.1978,2.1089,7.1029,g
9.4561,2.4108,20.7532,g
27.1569,3.1116,0.728,g
9.6103,2.4241,28.3824,g
9.6289,2.4997,18.2432,g
11.9517,2.5465,52.28,g
16.2368,2.4526,28.7838,g
31.4576,3.3691,0.3742,g
11.5116,2.3674,58.5288,g
7.3238,2.1222,12.621,g
22.9181,2.9741,0.2053,g
29.571,3.2854,5.7152,g
10.5344,2.3936,22.5743,g
20.297,2.8528,1.737,g
10.8055,2.248,72.368,g
12.7709,2.3512,41.866,g
29.3927,3.0276,1.0378,g
14.8135,2.7832,10.836,g
21.9432,2.8779,19.1787,g
11.1599,2.7084,19.392,g
8.8881,2.4048,29.1631,g
10.0994,2.179,8.167,g
23.318,3.669,3.952,g
10.5335,2.2504,30.898,g
19.6335,2.9332,22.48,g
10.5569,2.1987,33.307,g
21.5306,3.1079,2.349,g
15.966,2.6365,68.073,g
11.0653,2.1508,72.53,g
12.5468,2.5422,8.953,g
9.9609,2.1584,2,g
26.6586,3.1148,15.4434,g
0,2.055,38.308,g
14.59,2.6191,59.4695,g
18.1613,2.8007,13.2776,g
26.4405,3.5842,1.323,g
12.2269,2.766,0.1056,g
14.376,2.5328,13.846,g
23.0282,2.8231,17.847,g
15.0891,2.6031,16.4293,g
12.1866,2.6133,9.6339,g
19.4481,2.9516,4.8668,g
19.2273,2.873,15.3576,g
13.2071,2.6902,11.2674,g
22.0004,2.9715,30.836,g
22.193,2.5283,11.697,g
10.4277,2.4487,5.836,g
10.8931,2.1123,25.297,g
15.3876,2.6243,0.2487,g
19.6741,2.702,0.683,g
9.9818,2.2135,18.919,g
10.6235,2.3589,75.863,g
10.3837,2.2867,72.4904,g
18.8759,3.0364,8.203,g
19.3192,2.7513,4.217,g
16.7161,2.5434,4.663,g
11.2832,2.3962,26.112,g
18.0869,2.6309,85.521,g
10.7515,2.1414,85.4646,g
28.411,3.3726,2.9371,g
39.7622,4.0987,0.8412,g
23.1961,3.3432,9.604,g
27.5223,3.3406,25.23,g
