@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
30.9205,3.1611,4.648,g
46.5165,4.154,4.854,g
22.4581,2.6258,48.0364,g
17.6865,2.946,0.254,g
18.787,3.2217,8.686,g
17.8721,3.033,2.039,g
24.3346,3.0404,24.216,g
11.3962,2.2989,62.618,g
9.7376,2.238,63.03,g
18.4512,2.699,8.718,g
10.2608,2.1492,14.3756,g
33.6384,3.8899,3.689,g
31.8209,3.7043,0.2442,g
14.6309,2.6464,24.109,g
0,2.2,34.817,g
19.2128,2.7657,41.065,g
16.5703,2.8943,1.574,g
24.5132,3.3917,2.9261,g
11.2814,2.4116,18.5125,g
21.2966,2.9974,11.6079,g
21.6966,2.934,27.943,g
7.3095,2.1383,24.7838,g
13.01,2.4778,13.6965,g
13.413,2.8092,2.608,g
12.7202,2.356,22.3655,g
6.839,2.2844,2.7533,g
19.2006,3.008,4.087,g
15.3246,2.4786,12.715,g
12.8813,2.5085,58.903,g
17.9964,2.7404,10.08,g
12.7022,2.2201,82.0505,g
10.9159,2.2188,74.1884,g
14.1842,2.4878,29.5051,g
17.8914,2.9445,7.615,g
28.222,3.3769,4.4376,g
33.594,3.5469,6.878,g
13.0261,2.6532,16.2095,g
47.2876,3.5386,30.763,g
18.778,2.6107,6.6995,g
7.3014,2.2844,19.79,g
17.0431,2.4526,45.059,g
31.2369,3.2899,2.245,g
17.4844,2.6217,1.7076,g
28.6046,3.5894,0.4,g
16.7921,2.5815,72.2425,g
11.6189,2.2162,1.2142,g
12.704,2.2253,0.0648,g
22.4191,3.2844,13.913,g
22.7182,3.4649,1.6851,g
23.4657,3.6856,0.8794,g
24.8816,3.233,19.558,g
20.2296,2.78,56.0565,g
12.5622,2.3918,65.011,g
33.7186,3.6211,0.1081,g
12.5304,2.6959,8.7515,g
11.2406,2.2989,54.2205,g
11.2666,2.2553,56.4005,g
15.4665,2.6959,0.125,g
16.2612,2.5587,23.721,g
17.9125,2.3589,29.7652,g
30.202,3.2249,1.5388,g
12.4542,2.567,27.8917,g
27.9011,3.1173,5.16,g
11.2492,2.6253,8.782,g
11.7739,2.0065,5.88,g
29.1319,3.5263,14.1164,g
17.7978,2.7288,4.412,g
11.0832,2.48,11.235,g
31.0642,3.3687,6.423,g
22.7868,3.1956,4.4386,g
0.0001,2.1629,81.1385,g
27.4832,3.654,2.762,g
36.4798,3.5863,6.999,g
9.8124,2.4914,16.1307,g
18.8956,2.4401,64.5349,g
18.2593,2.854,27.696,g
23.6138,3.1908,5.2373,g
17.677,2.5629,56.148,g
22.2933,2.7181,56.785,g
10.4777,2.3627,19.5461,g
11.4658,2.4949,15.096,g
29.1003,3.3115,5.185,g
17.4013,2.7701,11.5874,g
12.1111,2.5051,0.085,g
31.3451,3.0959,9.5897,g
26.3565,3.7968,2.555,g
17.9148,3.2015,0.857,g
17.7284,2.9248,4.324,g
32.3186,3.3511,10.34,g
8.6526,2.2923,63.8216,g
7.1701,2.0434,24.743,g
14.3086,2.4778,23.914,g
26.8157,3.5101,0.0323,g
15.3339,2.6069,5.9374,g
15.3949,2.4749,4.829,g
24.5358,3.3144,8.7949,g
24.394,3.2131,9.4355,g
19.2412,2.8404,21.696,g
18.6058,3.1263,5.3918,g
20.0701,2.7324,18.7586,g
12.8694,2.2833,10.6062,g
25.7749,3.2911,4.177,g
10.7739,2.404,3.2586,g
12.072,2.8899,3.915,g
13.8378,2.3793,5.534,g
16.1992,3.0133,1.4241,g
10.6884,2.1477,47.2228,g
16.677,2.6803,6.021,g
17.8097,2.9151,10.4927,g
18.7635,2.5065,34.405,g
11.2472,2.7054,6.594,g
6.8753,2.1414,6.661,g
16.6536,2.433,39.092,g
18.2441,2.6632,2.6291,g
17.0656,2.5971,9.1961,g
17.0346,2.6091,3.8476,g
17.2598,2.7412,0.2816,g
20.1755,3.1302,6.997,g
19.0106,3.0803,9.4008,g
11.0857,2.1156,77.476,g
11.4506,2.4472,19.4794,g
11.8613,2.2934,36.511,g
14.0851,2.5838,6.947,g
11.6035,2.3118,75.817,g
10.355,2.2601,54.01,g
34.3516,3.8532,0.975,g
9.7774,2.3294,31.108,g
13.4099,2.6449,11.409,g
7.1797,2.0952,51.983,g
16.8506,2.9538,3.9115,g
12.0674,2.5139,7.6707,g
16.5124,2.3701,51.044,g
23.1339,2.9248,2.982,g
16.6948,2.9652,12.2356,g
11.8468,2.2742,16.332,g
20.127,2.6508,31.436,g
16.0891,2.317,22.684,g
11.0944,2.3531,34.976,g
18.4628,2.5927,26.1088,g
24.6528,3.1348,0.1023,g
11.164,2.3927,36.0888,g
11.0335,2.0986,89.9026,g
13.4123,2.4082,14.8675,g
24.7149,3.4549,1.853,g
10.4655,2.243,15.91,g
16.7631,2.9996,7.7732,g
12.0838,2.4955,32.312,g
13.6935,2.7675,17.915,g
14.415,2.7563,21.895,g
21.7863,3.0118,9.401,g
12.6447,2.4409,7.247,g
12.1154,2.6444,12.422,g
15.5616,2.6955,23.739,g
15.5527,2.5441,64.3998,g
22.3676,3.4125,7.539,g
19.6965,2.692,46.859,g
16.042,2.8567,0.5325,g
7.2845,2.1351,27.318,g
22.6877,2.9201,5.6934,g
12.9107,2.29,21.05,g
11.6318,2.695,4.2209,g
10.0171,2.3664,12.596,g
12.5674,2.6454,0.3188,g
10.5758,2.485,84.1039,g
7.4171,2.2683,79.386,g
25.2375,3.4946,1.577,g
15.0612,2.7727,14.367,g
20.7543,3.3033,8.3432,g
37.2478,3.4331,41.9676,g
10.2586,2.3233,2.178,g
13.0069,2.8354,5.9909,g
29.9201,2.9928,47.954,g
13.2776,2.7694,1.709,g
16.9483,2.2867,64.7773,g
24.3038,3.3422,3.2776,g
9.0408,2.3054,14.5896,g
0,2.1089,90,g
10.9852,2.238,35.758,g
24.709,3.1131,14.393,g
12.3945,2.3274,69.395,g
12.2455,2.4005,1.154,g
15.3315,2.3674,0.206,g
12.8653,2.4091,8.0901,g
23.9243,3.0931,9.5101,g
16.1574,2.9752,7.135,g
10.3067,2.2707,45.195,g
10.3838,2.2122,32.3548,g
29.3917,3.2994,2.5884,g
11.2609,2.3901,2.303,g
17.5773,2.7649,5.526,g
16.5447,3.0613,4.933,g
24.3384,2.4031,11.0181,g
10.874,2.2553,26.256,g
11.0836,2.2923,11.0853,g
10.7506,2.1553,27.5608,g
18.0903,2.3997,32.826,g
16.4329,2.6527,33.3063,g
19.5983,3.1377,4.5449,g
14.241,2.7189,33.5365,g
29.0582,3.1418,4.683,g
11.7068,2.3589,16.343,g
12.0353,2.4654,39.8891,g
36.2252,3.9645,3.994,g
56.9767,4.2944,4.934,g
17.2756,2.6585,35.1875,g
16.3803,2.4749,81.6908,g
30.9831,3.7089,2.376,g
12.2106,2.6101,0.7536,g
15.7724,2.8142,5.69,g
21.7313,2.641,18.7204,g
13.4122,2.5434,7.8933,g
15.9442,2.5276,7.845,g
27.127,2.8873,7.658,g
15.612,2.5179,17.314,g
15.5771,2.2601,62.1191,g
9.4179,2.2776,42.5529,g
35.2407,3.2243,2.755,g
37.8894,3.6564,2.2189,g
17.3895,2.7782,3.9526,g
12.5228,2.5391,3.055,g
16.4655,2.8014,11.8961,g
26.9637,3.2096,41.2088,g
21.2939,3.1422,1.4238,g
59.174,4.2409,3.4479,g
22.0406,2.8642,10.4948,g
16.4937,2.8212,0.632,g
18.5662,2.6998,7.6904,g
18.5717,2.6304,1.8424,g
12.8237,2.4836,1.3049,g
13.2999,2.667,6.187,g
16.6189,2.5539,34.5922,g
11.8554,2.5781,0.274,g
10.6907,2.3324,42.849,g
28.6696,3.7388,8.2632,g
13.9325,2.6123,1.156,g
11.5525,2.3979,44.277,g
27.031,2.9135,11.901,g
15.0291,2.6772,2.765,g
15.3845,2.4362,17.2981,g
14.4022,2.5179,16.183,g
12.821,2.637,14.961,g
9.7891,2.2418,11.4657,g
14.3516,2.4487,35.495,g
12.7489,2.4385,84.5089,g
10.2226,2.5276,2.4303,g
18.7002,2.9937,13.848,g
21.1343,2.9117,9.214,g
36.147,3.215,9.093,g
22.056,3.2102,14.0804,g
12.6787,2.5159,8.694,g
15.1619,2.596,7.8407,g
35.487,2.9256,32.783,g
21.5047,2.9941,0.183,g
19.5954,2.679,6.7859,g
11.9681,2.0394,21.57,g
15.6664,2.8716,4.9345,g
21.5095,3.159,6.69,g
18.7702,3.073,0.94,g
22.961,3.5732,1.147,g
20.5476,3.0445,8.4572,g
10.187,2.2553,13.602,g
19.673,2.73,40.2122,g
26.2593,3.1974,10.4307,g
15.3532,2.936,2.008,g
21.5912,3.0204,0.181,g
21.0084,3.0048,2.006,g
22.3318,3.1268,3.778,g
18.2951,3.0639,11.0782,g
18.0123,2.7782,6.675,g
0,2.1055,25.035,g
15.9439,2.5993,73.7915,g
8.9051,2.2753,52.542,g
11.8511,2.0626,50.5733,g
7.7368,2.2201,12.261,g
23.1396,2.8392,20.0586,g
16.1704,2.3434,80.5135,g
11.9255,2.6325,2.992,g
11.1422,2.2625,8.311,g
16.3884,2.5079,18.579,g
17.5048,2.8834,0.539,g
28.976,3.48,3.347,g
9.6806,2.248,57.0635,g
10.3512,2.2467,32.221,g
21.1749,2.7131,0.792,g
35.8718,3.9292,4.106,g
12.6129,2.7288,3.789,g
36.9829,4.0567,2.1094,g
22.9932,3.5853,0.806,g
23.93,2.9445,3.3108,g
6.4846,2.1861,39.9572,g
26.7041,3.4605,2.176,g
21.5558,2.8681,14.407,g
12.2816,2.499,7.7895,g
11.4699,2.5922,34.636,g
14.2871,2.5804,19.6912,g
7.2678,2.1287,16.506,g
12.5096,2.5308,5.9332,g
7.4598,2.0881,11.249,g
12.183,2.7206,5.6246,g
10.2554,2.3064,36.639,g
25.5685,2.9956,13.1445,g
10.6943,2.7093,0.933,g
10.0175,2.5938,3.343,g
7.2112,2.1775,34.3656,g
25.3707,3.418,1.121,g
10.9825,2.5315,2.559,g
11.6952,2.2393,51.82,g
18.6169,2.6165,12.576,g
22.7504,3.1402,6.254,g
29.7239,3.6687,4.124,g
21.5346,2.9574,2.1164,g
31.5082,3.517,80.7067,g
17.6702,2.6138,83.7287,g
16.1695,2.3729,26.329,g
11.9374,2.4624,4.122,g
17.7433,3.0488,4.874,g
17.3569,2.6314,18.365,g
20.914,2.882,6.2206,g
14.9059,2.889,1.651,g
35.7186,3.539,86.2934,g
22.4333,2.8657,14.2293,g
14.5155,2.6415,5.0736,g
16.2729,2.6138,5.5254,g
21.0066,2.6085,67.164,g
10.0426,2.3793,6.912,g
45.6301,4.2034,0.3748,g
18.1298,2.6915,84.0609,g
19.538,2.9138,4.1846,g
7.3207,2.1021,18.0727,g
31.5305,3.6508,1.379,g
11.3531,2.4843,24.9956,g
22.3263,2.5159,13.671,g
18.2959,2.4464,47.407,g
9.5513,2.3365,0.4882,g
13.8828,2.6405,17.995,g
23.6802,3.0779,17.364,g
12.3422,2.3811,9.809,g
17.4155,2.7054,29.895,g
22.2996,2.9047,33.805,g
10.9882,2.5575,6.1882,g
22.6806,3.1757,8.0235,g
19.258,2.6959,13.747,g
20.3299,2.5384,6.8644,g
13.4603,2.7631,14.9219,g
18.7394,2.7197,17.172,g
