@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
21.1502,2.9085,3.613,g
27.935,2.8848,4.4265,g
9.9926,2.2095,26.5328,g
35.582,3.4533,4.471,g
23.0143,2.8974,16.119,g
22.3483,2.7376,4.874,g
20.353,2.8982,16.25,g
7.0366,2.1414,40.656,g
20.9786,3.1361,7.6147,g
15.4395,2.4298,1.886,g
18.509,2.747,4.798,g
10.8032,2.224,54.0277,g
17.3249,2.5916,25.7775,g
20.2021,3.2909,0.6925,g
10.6551,2.3701,41.563,g
13.2892,2.3664,1.2543,g
22.612,3.2496,3.121,g
0,2.1629,80.3449,g
17.6866,2.7551,8.709,g
26.8347,3.5327,3.2128,g
21.5505,2.9462,6.087,g
20.5874,2.9117,0.774,g
14.838,2.8808,5.235,g
17.4654,2.616,0.8652,g
14.1085,2.8534,9.1923,g
21.0028,2.8065,27.621,g
22.9878,3.0195,34.2372,g
24.1374,3.1096,3.473,g
15.2293,2.8561,7.803,g
18.7963,2.7906,4.5199,g
19.1817,3.0384,7.8488,g
9.5335,2.3838,27.4653,g
16.8422,2.9263,3.378,g
11.2154,2.7271,6.915,g
19.3526,2.8048,11.287,g
15.3608,2.7945,13.69,g
12.3285,2.3502,9.822,g
23.2986,3.3429,7.4414,g
31.3727,3.0948,2.0919,g
7.402,2.1414,76.0739,g
28.8308,3.0257,2.3112,g
20.7143,2.7348,4.802,g
17.6143,2.5877,20.872,g
21.5189,2.6794,12.8677,g
19.9313,2.5676,12.089,g
19.0335,2.9398,11.1868,g
10.9225,2.7202,21.329,g
23.7428,3.5405,4.2311,g
12.9583,2.4616,7.923,g
24.0127,2.7447,13.269,g
17.6938,2.7263,3.3162,g
16.5647,2.882,4.1367,g
22.7377,3.0222,4.075,g
11.9789,2.1688,45.6611,g
21.9331,2.9206,2.447,g
42.7846,3.9713,1.9921,g
7.3587,2.1945,42.315,g
13.7348,2.4281,17.2732,g
9.8076,2.4141,78.748,g
16.3284,2.5308,8.526,g
7.4803,2.1833,33.97,g
12.4262,2.3829,35.2698,g
27.3733,3.6294,5.254,g
7.3512,2.3784,20.643,g
55.0349,3.4713,22.529,g
12.9634,2.5653,21.073,g
13.7186,2.9763,10.4919,g
13.8821,2.8159,10.1148,g
14.4621,2.4571,6.437,g
21.7407,2.634,2.8508,g
13.9899,2.6556,4.752,g
12.6407,2.6232,11.7582,g
30.0559,2.9365,10.159,g
23.5392,2.5617,0.6027,g
15.8117,2.5682,8.767,g
21.4003,3.1984,18.082,g
11.8742,2.673,5.014,g
20.6569,2.9146,2.1651,g
17.8906,2.3473,45.299,g
26.6584,3.7121,5.7611,g
11.508,2.4713,3.1678,g
20.1482,2.8573,16.8734,g
10.5938,2.2467,16.7394,g
7.2402,2.0273,23.962,g
36.9303,3.6457,4.034,g
7.7487,2.2967,17.392,g
22.7669,2.6721,9.203,g
28.3185,3.5398,3.737,g
24.0949,3.4298,2.628,g
10.9289,2.2455,23.936,g
8.4573,2.3802,0.7494,g
7.0266,2.2648,78.1246,g
26.0975,2.8873,36.8773,g
23.1018,3.071,9.0883,g
32.7823,3.1174,2.6399,g
15.5802,2.5484,4.286,g
11.2823,2.404,58.7535,g
19.5159,2.8085,1.695,g
10.0152,2.3674,6.211,g
17.3307,2.6915,24.191,g
16.4332,2.4216,18.5462,g
10.0948,2.2455,18.537,g
19.1173,2.5224,11.766,g
13.0316,2.5752,19.267,g
11.5514,2.4448,30.194,g
17.6323,2.6946,5.055,g
24.804,3.2921,4.63,g
30.5083,3.7389,1.2109,g
9.648,2.4935,44.3455,g
10.8702,2.1732,27.583,g
21.7304,2.8606,5.164,g
12.5218,2.3473,7.211,g
21.1485,3.1765,30.76,g
7.1822,2.0663,33.539,g
25.8725,3.5354,0.8713,g
14.7069,2.8896,2.701,g
25.0612,3.2717,39.8357,g
16.4024,2.5459,72.654,g
12.739,2.7486,2.809,g
10.5387,2.567,1.1708,g
16.8116,2.4472,30.8451,g
15.8935,2.7616,37.555,g
18.9925,2.8021,27.3043,g
16.2215,2.9398,3.8218,g
14.6778,2.5575,14.451,g
7.1641,2.0233,6.786,g
36.3071,3.5589,0.151,g
11.9321,2.3483,38.2,g
25.1281,3.2926,54.6896,g
13.5799,2.7478,9.283,g
19.9415,2.7896,14.5598,g
30.689,3.2445,2.733,g
25.2899,3.1725,9.836,g
29.9904,3.3175,1.32,g
20.3533,2.9643,5.369,g
16.034,2.2175,34.553,g
17.2847,2.8848,8.59,g
26.0793,2.9734,5.836,g
17.6636,2.7007,12.117,g
10.4235,2.1917,58.2994,g
25.4326,3.2,8.2751,g
26.5542,3.3161,0.7358,g
16.7983,2.5397,12.4053,g
19.6959,3.2777,6.887,g
10.9455,2.1055,55.1153,g
16.5916,2.5308,3.7101,g
30.7612,3.7199,1.0275,g
22.9146,2.7202,6.014,g
17.0717,2.749,2.489,g
28.4716,3.346,21.3936,g
12.4033,2.437,9.3668,g
21.6453,3.2398,3.1992,g
16.0469,2.6133,12.214,g
13.2521,2.5993,9.2004,g
9.5385,2.2867,73.8778,g
24.2978,3.1817,18.4082,g
15.4495,2.5694,13.3324,g
28.3887,3.216,35.2665,g
17.2199,2.9619,26.1855,g
6.8708,2.0846,23.451,g
20.8631,3.2208,2.6359,g
22.8416,3.2398,2.39,g
0.0047,2.2405,0.0002,g
25.7097,3.3698,6.392,g
18.0857,2.5623,76.155,g
38.5389,3.3946,28.387,g
9.6096,2.3664,14.7135,g
16.4167,2.4257,50.2519,g
10.7309,2.3032,23.651,g
11.1994,2.6325,11.3232,g
23.6018,3.028,1.762,g
18.99,2.6712,53.939,g
18.1898,2.4158,56.5669,g
23.4542,3.3883,2.3248,g
40.0651,3.6079,3.9424,g
25.0323,3.0426,9.425,g
15.6519,2.7033,51.8789,g
23.2869,3.1229,7.6353,g
11.6242,2.4091,13.872,g
14.1549,2.534,1.696,g
10.6241,2.5472,13.316,g
15.7807,2.5593,23.325,g
16.9976,2.7164,2.03,g
10.6219,2.2148,35.2731,g
15.5309,2.78,26.16,g
26.9678,3.4241,9.6193,g
18.176,2.4409,27.015,g
19.3785,2.7431,11.929,g
23.9383,2.8106,1.126,g
17.1351,3.0181,22.2377,g
20.1264,2.9941,17.968,g
16.0598,2.6609,19.125,g
44.5018,4.1676,2.109,g
27.2877,3.0519,0.669,g
13.3571,2.6799,0.565,g
19.0184,2.9143,0.5243,g
39.2607,3.5245,8.2692,g
11.0903,2.3304,66.1157,g
11.6905,2.3927,13.4796,g
13.5366,2.3627,3.438,g
17.8501,2.7226,14.8817,g
20.246,2.7723,3.397,g
15.5688,2.9877,5.9184,g
22.8099,3.1327,13.988,g
14.5928,2.7376,37.199,g
17.4642,2.7114,1.676,g
24.4211,2.9513,1.192,g
23.7963,3.0992,2.4355,g
27.4169,3.2453,25.577,g
27.5832,3.0728,9.451,g
17.1957,2.4456,37.141,g
20.5578,3.1452,1.66,g
24.3943,3.065,6.065,g
7.3538,2.0846,4.317,g
32.8299,3.332,11.6143,g
10.4786,2.2516,77.826,g
6.4432,2.1383,81.9378,g
14.7015,2.534,22.259,g
25.102,3.3036,0.5904,g
12.6296,2.658,1.1676,g
10.6429,2.2765,52.3308,g
10.3572,2.2227,40.3954,g
25.2067,2.9337,4.4324,g
10.5486,2.4639,8.17,g
30.2204,3.9876,0.4777,g
7.1434,2.1255,27.138,g
27.7342,3.3879,0.897,g
28.2616,3.5831,2.3175,g
14.9522,2.7279,5.2049,g
13.9983,2.772,5.453,g
13.1076,2.639,4.845,g
18.8781,2.5085,23.417,g
33.4058,3.252,0.9466,g
35.1811,2.7969,40.61,g
12.8403,2.5735,4.861,g
10.2983,2.4464,1.8092,g
11.3156,2.1319,13.5225,g
17.1755,2.7139,2.561,g
12.1289,2.4728,1.407,g
15.492,2.4691,37.3817,g
10.5822,2.2967,89.6759,g
12.0744,2.5821,14.908,g
14.132,2.5099,43.4617,g
17.084,2.5447,1.282,g
12.2546,2.5296,10.5089,g
32.9848,3.9343,0.4882,g
21.5451,2.98,2.68,g
75.6026,4.3784,6.2016,g
14.9345,2.4807,5.7762,g
10.7505,2.5205,66.074,g
7.2405,2.2405,22.151,g
16.281,2.6744,22.3013,g
24.4123,2.8466,51.7341,g
17.2907,2.8007,3.879,g
15.4333,2.6498,25.6089,g
12.0224,2.4969,2.8978,g
17.8593,2.9206,22.441,g
11.4585,2.6513,4.1823,g
17.3889,2.9355,3.335,g
17.8922,3.2099,8.145,g
18.3705,2.6186,14.0382,g
28.563,3.4475,1.926,g
14.1394,2.8072,11.399,g
19.6444,2.6395,26.944,g
21.025,2.736,5.9571,g
16.0162,2.4601,25.26,g
12.2234,2.6004,0.5462,g
13.9738,2.7059,8.5585,g
16.3015,2.6304,15.053,g
39.6681,3.8711,1.3782,g
24.3642,3.4442,1.0525,g
12.651,2.5478,9.529,g
11.8624,2.5922,27.5998,g
17.4216,2.608,13.183,g
13.4475,2.4742,8.2049,g
22.5359,3.1695,2.8079,g
15.1927,2.499,23.7489,g
12.1803,2.7372,0.276,g
18.5882,2.6258,18.9656,g
26.3732,3.0918,13.5301,g
19.5345,2.8609,8.1095,g
11.1611,2.081,86.3258,g
27.332,3.1948,1.9026,g
18.628,2.8222,16.05,g
18.1076,2.7147,3.3863,g
33.4577,2.9393,7.323,g
11.6809,2.7016,4.466,g
9.5937,2.2455,0.018,g
0,2.1746,81.0836,g
15.8174,3.1372,0.8914,g
12.4992,2.3918,28.222,g
9.8997,2.3901,11.3856,g
24.0398,2.9358,6.886,g
24.7377,3.1988,8.99,g
10.3404,2.4928,6.255,g
19.7064,2.7566,13.5339,g
11.9106,2.4757,68.039,g
11.0584,2.1732,56.5082,g
12.5842,2.2504,79.825,g
22.0511,2.9009,5.851,g
40.1229,4.0581,2.5861,g
11.1535,2.7235,6.2944,g
44.0007,4.2258,3.2,g
24.2704,3.2414,3.1433,g
17.0278,2.6566,0.0524,g
14.1638,2.3655,8.894,g
7.2096,2.3032,29.3444,g
22.534,3.1313,6.0676,g
24.8044,3.3788,3.357,g
21.5701,2.8445,13.2839,g
10.9195,2.3139,27.662,g
13.9393,2.6435,36.155,g
27.7138,2.9001,10.598,g
19.5469,3.1081,1.1326,g
12.4539,2.3512,58.329,g
12.6966,2.673,24.192,g
12.2506,2.6707,32.8027,g
22.143,2.8136,15.5754,g
19.1658,2.6498,27.0844,g
18.0344,2.7749,27.768,g
25.4463,3.1094,5.452,g
12.1334,2.3729,1.575,g
32.9111,3.397,84.7514,g
25.6944,3.2916,9.668,g
11.9079,2.6994,3.533,g
15.7262,2.5635,2.298,g
6.6608,2.1123,38.6953,g
13.2101,2.6561,55.967,g
17.7549,2.9217,19.8801,g
16.8051,2.9978,8.698,g
10.5199,2.2188,31.914,g
25.7291,3.3498,2.477,g
17.5294,2.6684,7.9478,g
10.1488,2.2956,37.8541,g
11.53,2.3201,23.452,g
12.1793,2.5478,11.365,g
38.099,3.718,3.1991,g
18.6423,2.9571,1.253,g
18.1349,3.3059,0.738,g
0.0038,2.1383,26.188,g
23.5248,3.2633,3.5078,g
22.3142,2.8834,30.337,g
14.042,2.7756,16.463,g
10.4523,2.3149,19.258,g
19.6261,2.5563,32.534,g
26.9246,3.2377,0.8402,g
20.0957,2.5563,8.007,g
14.086,2.667,31.0402,g
24.9021,3.568,2.4729,g
11.1648,2.4683,31.5053,g
11.3958,2.0986,67.814,g
17.1977,2.8606,9.14,g
27.809,3.3742,0.916,g
8.2457,2.2553,11.0535,g
17.4177,2.7214,28.4823,g
17.4613,2.7853,11.418,g
10.158,2.2967,0.3676,g
14.6095,2.4586,4.7156,g
20.3187,2.7997,5.421,g
