@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,9,11'

@attribute FLength numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
162.052,76.96,g
48.2468,4.792,g
26.7897,0.812,g
46.7619,7.875,g
62.7766,9.9144,g
18.8562,11.461,g
38.1817,2.572,g
27.6746,19.3719,g
18.6533,4.7998,g
12.974,42.2408,g
86.5636,2.643,g
34.889,8.376,g
74.5714,4.029,g
26.0862,4.1527,g
35.8144,23.123,g
23.6924,27.014,g
70.6584,0.45,g
32.7059,40.3711,g
63.8128,1.919,g
60.8598,4.182,g
23.8915,6.2472,g
23.6179,47.786,g
20.7779,28.79,g
68.0121,3.9746,g
61.6933,2.926,g
50.5984,8.44,g
22.4236,53.815,g
21.1221,75.3948,g
86.5389,1.53,g
20.5056,1.701,g
58.4387,3.1218,g
18.8932,14.71,g
70.0225,3.902,g
23.9467,60.493,g
21.1305,81.2274,g
67.9187,9.654,g
38.3448,0.1899,g
42.1712,10.7626,g
35.7536,0.226,g
77.8141,2.712,g
20.2467,79.4844,g
61.374,3.713,g
71.3468,8.6575,g
97.1547,1.2669,g
90.8484,2.5821,g
49.0345,5.173,g
43.7014,0.4341,g
23.1716,30.652,g
34.9922,8.191,g
57.6389,0.619,g
46.7637,2.0311,g
29.4437,20.244,g
20.1958,17.9072,g
20.2001,5.736,g
39.938,14.4579,g
26.6212,44.407,g
109.32,1.102,g
79.3831,9.4384,g
70.6168,8.372,g
70.3337,4.6368,g
81.9649,3.5171,g
29.6299,24.196,g
20.7099,27.282,g
20.1058,79.283,g
77.1621,11.476,g
22.1067,1.318,g
12.8128,21.21,g
38.6616,8.262,g
31.7502,7.038,g
17.3029,3.5463,g
38.5054,18.3976,g
33.055,9.323,g
40.8246,9.868,g
21.1628,35.801,g
32.2758,12.3195,g
21.6816,55.7262,g
22.2342,16.7407,g
133.103,8.6871,g
63.5381,9.428,g
21.3927,0.9412,g
31.4889,22.241,g
32.5149,10.4419,g
114.303,0.3,g
35.4054,34.644,g
12.5342,19.242,g
23.2796,9.5021,g
65.4978,4.4339,g
24.3642,10.8031,g
38.7469,12.098,g
20.5388,0.0276,g
20.1024,16.42,g
40.8148,25.505,g
64.8397,0.109,g
18.8542,37.1081,g
99.4753,2.17,g
25.0031,16.948,g
37.4849,36.3065,g
84.7997,2.2059,g
90.7035,1.5563,g
80.9545,3.6974,g
20.1609,18.0262,g
41.7032,0.598,g
20.6413,40.0066,g
71.6435,4.1632,g
97.7331,0.908,g
23.4732,1.8023,g
26.3733,9.37,g
25.0459,30.4393,g
76.1799,2.1911,g
28.3543,33.509,g
29.4491,8.1501,g
15.4067,68.753,g
40.1519,27.9849,g
84.3821,0.709,g
13.2918,58.693,g
20.5175,53.922,g
87.4843,2.72,g
61.3494,8.993,g
60.8065,1.9667,g
20.1977,14.9307,g
19.8632,62.678,g
19.9436,30.5107,g
25.6872,1.5757,g
35.1568,1.2733,g
