@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
11.7235,2.5185,6.3609,g
12.4655,2.4955,41.929,g
25.9699,3.3194,22.471,g
33.3742,3.9208,2.428,g
12.0898,2.4048,24.847,g
15.6976,2.5072,12.1807,g
16.1814,2.5496,39.189,g
19.5552,2.5545,23.149,g
18.5665,2.8639,23.5868,g
9.7779,2.4241,29.844,g
15.0526,2.9805,2.0711,g
16.7048,2.2753,4.2353,g
14.9489,2.5302,10.288,g
34.0613,3.7751,3.227,g
18.8832,3.2671,1.892,g
15.3265,2.4829,44.9,g
17.501,2.8011,7.6914,g
7.4577,2.3324,10.2785,g
28.6929,3.3971,12.727,g
40.6201,4.1111,4.8152,g
12.7298,2.3274,47.8491,g
11.3451,2.5735,6.6462,g
12.202,2.5955,8.0075,g
25.6146,3.6018,20.1948,g
35.2459,3.9109,1.873,g
14.8314,2.372,14.103,g
25.1345,3.7026,4.1234,g
26.3345,3.1982,3.1693,g
15.2144,2.4669,16.395,g
9.6759,2.3598,84.2593,g
18.3298,2.5599,13.7301,g
49.748,4.3237,0.624,g
21.4546,3.2007,5.4306,g
20.5108,2.9251,9.3666,g
19.7566,2.6258,29.603,g
20.5962,2.9763,2.621,g
15.8656,2.6248,31.983,g
29.0411,3.4757,2.8019,g
9.8236,2.4433,18.419,g
16.8977,2.932,1.129,g
10.796,2.4456,1.9639,g
23.5905,2.9172,1.087,g
16.0437,2.5821,17.831,g
23.3166,2.8698,82.8799,g
32.065,3.9639,0.6696,g
13.3986,2.7619,7.1441,g
31.8121,3.5604,5.9931,g
26.6695,3.444,0.533,g
30.1404,3.6898,0.123,g
27.4501,3.5029,2.957,g
15.5018,2.6405,20.1575,g
21.2576,3.0746,9.437,g
13.57,2.5735,15.71,g
12.5989,2.6702,5.8315,g
14.7608,2.73,3.9659,g
16.9944,2.608,16.232,g
7.4136,2.0881,29.2598,g
22.7802,2.8918,6.3982,g
18.3318,3.1534,3.628,g
15.807,2.42,17.1252,g
19.4267,2.8382,2.939,g
31.9245,4.0213,0.6513,g
9.5767,2.2041,21.49,g
25.4482,3.1546,3.131,g
11.3875,2.3304,9.3001,g
49.1218,3.4263,22.7735,g
12.7688,2.7392,4.6236,g
21.2983,2.4742,44.799,g
8.807,2.2833,89.7323,g
20.9871,2.7292,21.6256,g
20.6188,3.0013,8.691,g
18.2599,2.7694,2.646,g
13.0977,2.4322,33.344,g
12.5862,2.4495,9.393,g
12.5372,2.3865,15.312,g
24.1845,3.1524,0.36,g
24.2276,2.953,47.7302,g
22.476,3.0461,12.842,g
10.3456,2.3865,34.6822,g
10.8497,2.1287,8.886,g
10.7905,2.5843,4.565,g
20.8924,2.9206,8.3799,g
21.7144,3.0004,5.528,g
12.8024,2.8235,0.583,g
10.3118,2.3979,8.6808,g
24.2211,3.2695,1.851,g
16.1959,2.8347,1.57,g
10.3836,2.1717,15.671,g
7.1297,2.1658,28.6298,g
30.2688,3.4278,1.6337,g
15.4882,2.5205,12.21,g
22.9823,3.083,23.884,g
9.5039,2.3118,26.733,g
7.2447,2.1123,70.14,g
22.4849,3.1144,27.354,g
0.0026,2.1446,5.2051,g
22.3031,2.8591,32.5233,g
24.0524,3.5849,0.3485,g
14.9097,2.4232,59.4506,g
21.2557,3.033,7.705,g
20.3281,2.4864,40.4341,g
22.2767,3.1011,13.807,g
32.8054,2.8564,26.4137,g
18.1143,2.7131,13.2274,g
16.4183,2.5866,3.3842,g
18.1494,2.642,4.4298,g
22.0264,2.683,31.498,g
29.0385,3.5391,3.5017,g
17.0811,2.7352,49.667,g
19.7933,2.8748,8.0884,g
34.6611,3.3567,5.245,g
28.8345,3.5947,0.6868,g
15.4762,2.4594,3.896,g
19.2028,3.1793,8.0926,g
19.368,2.747,0.864,g
18.3089,2.9566,8.787,g
17.6554,2.7969,13.3149,g
25.7585,3.3679,0.2999,g
10.7012,2.4829,1.9409,g
16.3212,3.1149,3.026,g
33.6032,3.3477,13.0923,g
22.6619,3.0609,6.339,g
19.254,3.0214,2.3677,g
10.9296,2.1383,12.9511,g
10.7718,2.2695,24.6514,g
17.1438,2.5804,9.3268,g
17.6486,2.8993,14.077,g
12.1254,2.4099,64.547,g
22.8198,2.9077,0.641,g
36.7249,3.0881,19.163,g
9.0016,2.3927,5.0927,g
19.3006,2.8724,39.0498,g
20.9524,2.7348,22.3263,g
26.6725,3.2235,10.3638,g
18.643,2.8762,6.9492,g
9.2051,2.4099,3.2309,g
15.6267,2.736,3.9292,g
15.9079,2.8392,2.7873,g
20.0275,2.8222,23.851,g
22.1934,3.0607,6.105,g
14.0252,2.7037,3.197,g
14.3003,2.6075,17.7272,g
27.904,3.299,2.205,g
16.4847,3.1472,1.308,g
14.8179,2.3766,21.1247,g
14.9526,2.4362,3.0779,g
41.6145,3.801,1.419,g
9.9561,2.2122,45.9906,g
31.0349,3.672,1.902,g
24.4611,2.7528,82.8542,g
17.6303,2.5916,10.0049,g
9.9287,2.316,65.8518,g
7.2752,2.1658,23.6345,g
15.3788,2.6618,9.3801,g
10.8616,2.5441,5.1486,g
21.4516,2.9784,26.9856,g
9.4683,2.2589,22.4698,g
16.6583,2.754,8.299,g
16.1795,2.781,0.4092,g
28.3893,3.3555,19.3195,g
16.8303,2.8299,14.2238,g
11.7764,2.1973,61.162,g
25.7038,3.2171,21.516,g
11.815,2.1189,5.0155,g
16.4769,2.4241,31.8054,g
28.7465,3.6405,0.1431,g
39.5044,4.0087,8.5037,g
38.2659,3.6727,0.141,g
82.8625,4.6295,2.337,g
16.2983,2.3395,87.1479,g
6.8795,2.07,56.2975,g
9.1948,2.3493,35.09,g
20.8044,3.0615,1.0956,g
43.8501,4.2249,1.2147,g
16.7994,2.6527,52.6428,g
14.4914,2.3064,33.6702,g
23.0277,2.8325,37.42,g
34.7513,3.6393,1.8554,g
20.9149,2.659,24.7031,g
15.7047,3.0158,1.2932,g
13.7444,2.5192,10.277,g
31.8116,3.3732,4.36,g
11.9267,2.3918,31.877,g
28.5164,3.4787,6.3353,g
11.6932,2.4713,16.9615,g
16.338,2.567,62.9714,g
6.6819,2.224,41.1662,g
26.4077,2.9472,31.557,g
16.7197,3.066,3.093,g
18.4194,2.7324,40.5095,g
11.8559,2.3075,46.6386,g
14.1612,2.4362,84.4922,g
16.3194,3.0147,5.6601,g
18.5496,2.616,6.3722,g
18.9179,3.32,4.187,g
7.4467,2.1508,88.0294,g
24.7534,3.3886,1.7908,g
21.5846,2.7771,42.3246,g
28.7278,3.5756,2.442,g
27.1539,2.9791,10.4772,g
20.5861,2.8865,1.638,g
9.9404,2.4306,29.98,g
15.6621,2.5949,4.833,g
11.8,2.1945,81.1099,g
10.6737,2.2122,6.7579,g
15.0374,2.721,1.891,g
21.9903,3.4432,2.881,g
7.3932,2.2589,2.602,g
19.9899,2.5635,52.828,g
29.214,3.6516,1.8868,g
16.0145,2.5391,66.05,g
20.5797,2.8951,11.329,g
10.4282,2.3971,62.979,g
26.9024,3.4007,2.425,g
12.7267,2.4448,11.655,g
14.2801,2.5119,19.1574,g
11.795,2.4158,43.3032,g
20.0835,2.7135,3.679,g
22.1137,2.6186,2.96,g
18.483,2.7631,66.1224,g
17.1227,2.7243,40.603,g
18.5771,2.6069,8.458,g
28.1723,3.1422,1.3845,g
25.9597,3.7458,1.4092,g
6.9872,2.5502,0.8093,g
10.6592,2.4942,1.28,g
19.4757,2.9562,5.353,g
