@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,14,17,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-2 numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
178,9,0,-21.555555,75.22222,6
111,9,0,4.444445,6.888889,1
81,9,0,-22,30.555555,3
115,9,0,-2.333333,2.888889,5
246,9,0,-9.888889,22.88889,7
249,9,0,-11.888889,18.11111,7
60,9,0,-6.222222,35.22222,1
101,9,0,0.777778,25,1
224,9,0,-10.555555,20.555555,7
90,9,0,-22.555555,79.77778,4
120,9,0,-5.111111,4.444445,3
140,9,0,-13.666667,14,3
81,9,0,-21.777779,128.88889,2
196,9,0,-16.444445,58.555557,6
87,9,0,-16.333334,54.88889,4
107,9,0,-14.888889,25.777779,5
28,9,0,-37.77778,131.11111,2
131,9,0,4.444445,6.666666,1
19,9,0,-32.88889,143.11111,2
188,9,0,-18.444445,75.66667,6
87,9,0,-24.777779,80.333336,4
53,9,0,-19.666666,145.77777,2
216,9,0,-11,19.11111,7
94,9,0,-15.222222,24.88889,5
205,9,0,-18.88889,69.77778,6
143,9,0,-1.222222,1.222222,3
95,9,0,-14.222222,15.444445,3
78,9,0,-14.333333,46,4
40,9,0,0,0,5
193,9,0,-11.444445,50.666668,6
175,9,0,-15.222222,28.777779,7
107,9,0.111111,-10.222222,13,3
115,9,0,-6.444445,5.666666,3
94,9,0,-9.666667,15.222222,5
43,9,0,-28.777779,140.22223,2
181,9,0,-12.111111,25.11111,7
187,9,0,-14.444445,60.88889,6
130,9,0,-9.444445,18.88889,4
133,9,0,-10.888889,16.666668,5
116,9,0,3,7.777778,1
34,9,0,-42.77778,127.333336,2
104,9,0,-7.555555,23.333334,5
218,9,0,-9.111111,17.777779,7
145,9,0.111111,-10.666667,20.11111,3
181,9,0,-10.444445,49.555557,6
40,9,0,-32.77778,141.66667,2
49,9,0,-29.555555,141.77779,2
14,9,0,-41.11111,132.11111,2
115,9,0,-22.777779,39,3
91,9,0,-1.444444,28.777779,1
59,9,0,-3.111111,28.777779,1
196,9,0.111111,-16.777779,65,6
219,9,0,-8.666667,19.11111,7
170,9,0,-13.333333,24.666666,7
45,9,0,-42.333332,124,2
128,9,0,-21.777779,64.22222,4
190,9,0,-18.555555,63.22222,6
115,9,0,-19.11111,40.11111,5
140,9,0,-8.333333,33.555557,4
16,9,0,-40.22222,131,2
111,9,0,4,7.333334,1
62,9,0,-28,84.66667,4
158,9,0,-3.777778,11.777778,4
120,9,0,-3.666667,3.333333,3
175,9,0,-12,41,6
93,9,0,0,0,5
240,9,0.111111,-15.666667,27.333334,7
137,9,0,-2.777778,2.666667,3
106,9,0,-3.111111,29.88889,1
126,9,0,3.555556,8.333334,1
137,9,0,-2,2,3
20,9,0,-26.222221,81.66667,4
161,9,0,-18.11111,51.444443,6
244,9,0,-5.777778,17.11111,7
188,9,0,-9.222222,36.444443,6
160,9,0,-13.888889,31.555555,4
98,9,0,-3.555556,2.888889,3
195,9,0,-15.666667,58.77778,6
147,9,0,0,0,5
18,9,0,-35.11111,132.33334,2
100,9,0,-1.333333,28.444445,1
59,9,0,-3.555556,30.88889,1
91,9,0,-6.555555,6.222222,3
123,9,0,3.888889,7.333334,1
70,9,0,-25.555555,127.77778,2
160,9,0,-13.888889,31.555555,4
130,9,0,-16.777779,31.88889,4
91,9,0,-18.88889,34.88889,5
118,9,0,3.222222,7.111111,1
113,9,0,4.888889,7.111111,1
136,9,0,-4.222222,4.888889,5
87,9,0,-13.444445,19.555555,5
83,9,0,-12.555555,24.88889,5
91,9,0,-37,123.44444,2
77,9,0,-41.22222,125.22222,2
160,9,0,-20.777779,33.333336,7
70,9,0,-14.777778,23.88889,3
124,9,0,3.666667,7.555555,1
97,9,0,-6.222222,5.888889,3
18,9,0,-34.333332,130.11111,2
152,9,0,-1.222222,2.444444,5
83,9,0,-18.11111,79.66667,4
80,9,0,-8.222222,47.666668,4
76,9,0,-4.666666,4.666667,3
144,9,0,0,0,5
123,9,0,-22.333334,73.77778,4
150,9,0,0,0,5
187,9,0,-16.333334,71.44444,6
135,9,0,-1.888889,3.333333,5
136,9,0,0,0,3
31,9,0,-29.11111,141.22223,2
190,9,0,-10.555555,36.88889,6
100,9,0,-10.444445,13.333333,3
233,9,0,-6.444445,18.777779,7
115,9,0,-7.222222,6.222222,3
75,9,0,-24.777779,50.666668,3
187,9,0,-20.11111,74.111115,6
143,9,0,4.111111,6.777778,1
191,9,0.111111,-23.444445,76.22222,6
215,9,0,-9.555555,16.444445,7
235,9,0,-14.333333,32.555557,7
81,9,0,-42.11111,124.888885,2
21,9,0,-19.666666,79.22222,4
93,9,0,-12.777778,29.555555,5
30,9,0,-37.444443,130.11111,2
187,9,0,-20.333334,74.77778,6
119,9,0,-18.777779,40.333336,5
31,9,0,-18.11111,145.55556,2
34,9,0,-24.11111,70.333336,4
154,9,0,-0.222222,0.222222,5
79,9,0,-25.333334,45.77778,3
91,9,0,-8.111111,8,3
135,9,0,-2.888889,2.777778,3
42,9,0,-7.777778,31.11111,1
149,9,0,-14.111111,30,4
89,9,0,-14.111111,17.11111,3
124,9,0,3.666667,7.555555,1
164,9,0,-6.333334,14.444445,7
148,9,0,-2,3.222222,5
91,9,0.111111,-11.222222,10.666667,3
78,9,0,-15.222222,40.333336,4
92,9,0,-11.222222,22.666666,5
177,9,0,-9.888889,30.88889,7
127,9,0,-6.555555,5.555555,3
193,9,0,-20.11111,72.55556,6
66,9,0,-22,128.77779,2
114,9,0,4.777778,17.444445,1
73,9,0,0.444444,24.11111,1
175,9,0,-8.666667,28.666666,7
55,9,0,-5.333334,31.11111,1
108,9,0,5.666666,20,1
50,9,0,-36.555557,139.77779,2
196,9,0,-15.333333,58.77778,6
50,9,0,-46.11111,130.33334,2
138,9,0,-4.666666,5.888889,5
57,9,0,-18.222221,146.22223,2
142,9,0,-3.333333,3.555556,5
44,9,0.111111,-31.777779,136.88889,2
124,9,0,-11.777778,52.666668,4
161,9,0,-15.333333,49.666668,6
93,9,0,-14.333333,28.88889,5
189,9,0,-8.666667,36.333336,6
41,9,0,-43.77778,128.88889,2
73,9,0,-14.444445,70.111115,4
104,9,0.111111,-10.222222,26.11111,5
67,9,0,-22.88889,80.44444,4
219,9,0,-4.444445,8.333334,7
164,9,0,-14.111111,25.555555,7
88,9,0,-28.11111,85,4
248,9,0,-8.666667,17.666668,7
75,9,0,-0.666667,27.11111,1
67,9,0,0.888889,27.88889,1
68,9,0,-3.444444,28.444445,1
133,9,0,-1.444444,1.444444,3
163,9,0,-7.111111,25.333334,7
16,9,0,-44.88889,125,2
201,9,0,-14.222222,53.88889,6
183,9,0,-15.555555,65.111115,6
216,9,0,-10.333333,22.555555,7
152,9,0,0,0,5
61,9,0,-7,12,5
198,9,0.111111,-19.88889,71.888885,6
87,9,0,-10.444445,39.444443,4
96,9,0,-2.888889,27.777779,1
82,9,0,-10,53.11111,4
195,9,0,-15.777778,58.88889,6
156,9,0,-21.11111,29.555555,7
74,9,0,-2.222222,28.88889,1
117,9,0,1.666667,7.555555,1
179,9,0,-14.333333,62.11111,6
204,9,0,-12.222222,26,7
87,9,0.111111,-26,79,3
224,9,0,-4.222222,19.222221,7
80,9,0,-10.111111,48.22222,4
191,9,0,-6,11.222222,7
21,9,0,-27.555555,142.55556,2
117,9,0,4,8,1
190,9,0,-12.666667,26.88889,7
223,9,0,-3.777778,18.444445,7
229,9,0,-10.444445,14.666667,7
142,9,0,-0.111111,0.111111,3
135,9,0,-0.666667,0.666667,3
122,9,0,-14.888889,44.333332,4
186,9,0,-9.666667,37.88889,6
84,9,0,-0.888889,30,1
177,9,0,-12.555555,59.333332,6
107,9,0,-6.555555,12.222222,3
201,9,0,-6,16.333334,7
80,9,0,-9.444445,20.333334,5
81,9,0,1.444444,24.666666,1
89,9,0,-11.111111,36.88889,4
57,9,0,-4.888889,34.444447,1
141,9,0,-5.555555,8.777778,5
87,9,0,-22.555555,146.44444,2
112,9,0,-22.222221,43.666668,5
201,9,0,-15,68.66667,6
203,9,0,-18.11111,71.66667,6
122,9,0,-27.555555,78.22222,4
16,9,0,-17.222221,149.88889,2
162,9,0,-6.111111,14.555555,4
115,9,0,-11.888889,36.77778,4
