@relation segment

@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
1,3.666667,4,-1.0108,1
0.777778,3.333333,4.444445,-0.942559,1
2.333334,15.555555,-2.111111,-1.665853,1
0.444444,2.666667,4.666666,-0.877707,1
0.666667,3.777778,4.666666,-0.932783,1
2.166667,13.555555,0.222222,-1.548296,1
2.5,14.333333,-0.888889,-1.570588,1
1.333333,16.88889,-4.888889,-1.759414,1
0.444444,2.888889,2,-1.314533,1
0.444445,3.555556,3.888889,-1.076198,1
1.833333,17.88889,-2,-1.649603,1
1.944444,17.11111,-6.111111,-1.813886,1
2.388889,12.444445,-0.111111,-1.563972,1
3.111111,14,-0.888889,-1.591206,1
0.277778,3.444444,3.222222,-1.175454,1
2.555556,16.11111,-0.777778,-1.57896,1
2.500001,15.444445,-1,-1.603957,1
1.555556,17.555555,-2.555556,-1.670171,1
1.888889,15.777778,0.333333,-1.528895,1
1.722222,15.666667,0.888889,-1.512555,1
0.444445,3.333333,5.444445,-0.820403,1
1.055556,3.222222,4.111111,-0.960827,1
3.055556,20.222221,-5.555555,-1.768872,1
2.777778,10.111111,7.222222,-0.9757,1
3.611111,13.888889,1.111111,-1.456819,1
2.888889,20.333334,-6.222222,-1.776113,1
2.666667,13.444445,2.888889,-1.345096,1
1.777778,12.555555,4.222222,-1.21111,1
2.166667,16.777779,-4.222222,-1.733544,1
0.444444,2.333334,4.333334,-0.853547,1
0.666667,2.555556,5.111111,-0.730465,1
1,4.222222,5.444445,-0.764077,1
0.722222,3,3.111111,-1.068968,1
2.666666,16.11111,-2.666667,-1.669752,1
1.722222,13.666667,-0.111111,-1.541502,1
2.444445,14.555555,-1.333333,-1.623202,1
2.944445,15.666667,-5.444445,-1.785147,1
3.888889,15.111111,1.888889,-1.440963,1
1.611111,15.111111,-0.444444,-1.58144,1
4.444445,19.11111,-3.222222,-1.677308,1
0.444444,3.333333,4.444445,-0.896533,1
3.333333,13.444445,2.444444,-1.370369,1
1.222223,15.666667,-1.333333,-1.620398,1
1.055556,3.222222,3.555556,-1.065066,1
1.277778,15.888889,-0.222222,-1.558599,1
0.5,2.888889,3,-1.181388,1
0.611111,2.222222,4.888889,-0.57094,1
1.944445,20.222221,-8.444445,-1.837675,1
3.444444,17.666668,-3.555556,-1.707392,1
1,3.777778,4.666666,-0.909267,1
0.388889,3.555556,5.666666,-0.761648,1
0.833333,4.666667,3.777778,-1.056659,1
3.055556,15.444445,0.111111,-1.555376,1
0.777778,3.666667,4.111111,-0.966318,1
2.777778,16.222223,0.666667,-1.530686,1
1,16.222223,-0.333333,-1.574477,1
0.722222,2.666667,3.555556,-0.969119,1
1,3.555556,2.333333,-1.273992,1
2.38889,13.666667,-4.222222,-1.753726,1
4,16.555555,-4.111111,-1.72879,1
2.555556,14.888889,0.111111,-1.55225,1
0.5,3.888889,5,-0.924817,1
0.333333,3.888889,4.666666,-0.965144,1
0.666667,2.888889,4.666666,-0.783647,1
2.722222,18.444445,-5.444445,-1.760752,1
1.555555,16.11111,-4.222222,-1.737293,1
1.111111,3.333333,5.777778,-0.744272,1
0.833333,3.222222,3.333333,-1.151837,1
0.388889,2.888889,4.444445,-0.912631,1
1.333334,13.444445,2,-1.425885,1
1.777778,20.11111,-8.777778,-1.846158,1
1.944444,14.888889,0.444444,-1.508658,1
0.444444,2.777778,4,-1.048222,1
2.444445,14.333333,0.333333,-1.507007,1
1.111112,12.555555,-4.555555,-1.783602,1
0.333333,4,3,-1.210357,1
2.388889,16.555555,-1.444444,-1.625668,1
0.222222,2.888889,5.222222,-0.808383,1
0.666667,3.111111,3.888889,-0.91061,1
2.611111,17.333334,-2.888889,-1.68544,1
1.388889,12.888889,4,-1.302133,1
0.5,3.444444,3.666667,-1.05144,1
2.944445,18.555555,-8.222222,-1.836328,1
0.722222,2.222222,-1.444444,-1.561754,1
4.166667,16.777779,-2.111111,-1.619549,1
3.888888,12.555555,5.333334,-1.176662,1
0.388889,2.777778,5.555555,-0.688601,1
1.666666,14,-4,-1.755505,1
0.722222,3,3.111111,-1.068968,1
0.5,3,5.666666,-0.796918,1
