@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R3,16-17,20'

@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,-16.777779,139.77779,2
9,-0.111111,0.111111,5
9,-22.666666,77.77778,6
9,-3.888889,11.444445,3
9,-0.111111,0.111111,3
9,-8.555555,14.555555,5
9,-22.222221,67.22222,6
9,-9.888889,25.777779,3
9,0,0,5
9,-2.888889,3.777778,3
9,-12.111111,126.22222,2
9,-10.555555,29.555555,5
9,-9.777778,61.11111,3
9,-11.333333,41.666668,4
9,-4,13.222222,3
9,-23.555555,72.77778,6
9,-4.222222,9.555555,3
9,-15.777778,49.77778,4
9,-18.666666,61.555557,4
9,-6.888889,11.888889,4
9,-11,133.33334,2
9,-13.777778,41.11111,4
9,-17.333334,29.777779,1
9,-7.777778,7.888889,1
9,-3.222222,3.222222,5
9,-4.777778,6,3
9,-13.777778,34.88889,4
9,-8.777778,149.11111,2
9,-21.333334,71.55556,6
9,-3.333333,9.222222,3
9,-4.666666,5.444445,5
9,-22,78.77778,4
9,-21.666666,69.22222,6
9,13,12.444445,7
9,-14,141.77779,2
9,-14.222222,34.444447,5
9,-8,11.444445,5
9,-0.222222,0.444444,5
9,-14.888889,140.55556,2
9,-23,83.111115,4
9,-2.777778,29.333334,3
9,-5.222222,10.444445,3
9,-10.888889,23.88889,5
9,13.888889,19.333334,7
9,8.333333,19.88889,7
9,-20.222221,67.111115,6
9,-16.666666,60.666668,4
9,-7,7.555555,1
9,-6.555555,6.444445,1
9,-1.555556,1.555556,5
9,12.444445,19.88889,7
9,12.555555,17.777779,7
9,1.777778,7.222222,7
9,-9.666667,45.88889,4
9,-4.333334,9.777778,3
9,-18.777779,59.555557,4
9,-14.222222,143.11111,2
9,-9.888889,41.666668,4
9,10.333333,17,7
9,11.333333,10.444445,7
9,-2.888889,2.888889,3
9,-5.555555,19.88889,3
9,-4.333334,4.666667,5
9,-16.333334,138.11111,2
9,-0.555556,0.777778,5
9,-17.777779,28.88889,1
9,17.222221,18.666668,7
9,-0.222222,0.222222,5
9,-9.666667,26.444445,3
9,-11.888889,54.666668,6
9,-3.777778,4.111111,5
9,-1.222222,1.111111,5
9,-1.111111,1.111111,5
9,-12.222222,141.66667,2
9,8.777778,9.555555,7
9,11.222222,11.444445,7
9,-19.777779,36.22222,1
9,-5.777778,14.555555,3
9,-3.666667,5,5
9,11.333333,11.555555,7
9,-1.555556,1.777778,3
9,14,18,7
9,-7.333334,146.44444,2
9,-21.88889,125.55556,2
9,-24,75.111115,6
9,7.333334,11.777778,7
9,-10.666667,24.555555,5
9,11.666667,9.888889,7
9,-16.666666,27.333334,1
9,5.444445,9.555555,7
9,-19,62.88889,4
9,-5.888889,10.666667,5
9,-20.11111,72.55556,6
9,17.666666,18.777779,7
9,-11,125.44444,2
9,7.111111,18.555555,7
9,-5.888889,10.111111,4
9,-19.333334,64.22222,6
9,-18.555555,139.77779,2
9,-6.555555,11.555555,3
9,-10.888889,28.444445,5
9,-9.555555,37.11111,6
9,0,0,5
9,-11.333333,39.666668,6
9,-30,115.333336,2
9,-13.333333,40.333336,6
9,-13.222222,47.666668,4
9,-19.333334,62.444443,6
9,-14.888889,141.22223,2
9,-1.777778,2.666667,3
9,-19.222221,70.333336,4
9,-20.88889,72.44444,6
9,-21.11111,126.333336,2
9,-20.777779,60.666668,4
9,-21.777779,69.88889,6
9,-11.111111,143.22223,2
9,-2.777778,5.555555,3
9,-21.88889,72.111115,6
9,-12.111111,146.66667,2
9,-11.888889,29.222221,4
9,-1.777778,1.666667,5
9,-20.333334,35.444447,1
9,-4.444445,7.444445,3
9,-15,26.333334,1
9,0,0,5
9,12.888889,11.222222,7
9,-3.666667,8.111112,3
9,-15.222222,55.555557,6
9,-7.888889,7.666666,1
9,-14.555555,23.333334,1
9,-24.444445,78.77778,6
9,-5.888889,11.888889,3
9,-7.666666,8.222222,1
9,-1.888889,2.111111,3
9,16.88889,16.88889,7
9,-23.444445,132,2
9,-17,27.333334,1
9,-0.777778,0.777778,5
9,-19.333334,58.88889,6
9,-7.555555,7.666666,1
9,-7.222222,23.88889,3
9,-11,138.22223,2
9,-22.666666,72.333336,6
9,-13,37,5
9,-1.333333,3.888889,3
9,-0.444444,0.666667,3
9,16.88889,21,7
9,-17,56.555557,6
9,13,18.88889,7
9,-16.555555,57.333332,6
9,-14.444445,139,2
9,-19.555555,69.55556,4
9,-3.111111,3.777778,3
9,-13.666667,142.44444,2
9,-17.88889,58.22222,6
9,11.333333,22.777779,7
9,14.111111,21.555555,7
9,-4.444445,7.777778,3
9,-15,24.11111,1
9,20.666666,24.777779,7
9,-13.777778,128.88889,2
9,-7.444445,7.555555,1
9,-25,132.44444,2
9,-13.888889,43.444443,6
9,-7.333334,7.111111,1
9,13.222222,18.555555,7
9,-10.111111,38.333336,6
9,-13.666667,36.555557,5
9,-17.222221,29.777779,1
9,-15.888889,59.22222,4
9,-7.222222,7,1
9,-12.222222,147,2
9,-15.222222,49.77778,4
9,-15.222222,22.777779,1
9,-20.333334,65,6
9,-11.777778,20.666668,5
9,-17.333334,30.444445,1
9,-14.333333,47.444443,4
9,-20,63.666668,6
9,-5.888889,11.222222,5
9,-25.777779,72.77778,4
9,-11.333333,45.666668,4
9,-5.666666,14.111111,3
9,-19,65.66667,6
9,-10.666667,27.333334,4
9,10.333333,18.555555,7
9,-14.444445,49.444443,4
9,14.555555,21.222221,7
9,-6,10.444445,5
9,-19.555555,37.666668,1
9,-10.555555,146.33334,2
9,-7,6.888889,1
9,-13.444445,139.66667,2
9,-16.777779,27.777779,1
9,-19.666666,34.444447,1
9,14,19.11111,7
9,-14.555555,41.555557,4
9,-14.888889,24.666666,1
9,-10.777778,24.666666,5
9,-25.222221,79.22222,6
9,-18.666666,61.444443,4
9,15.111111,19.11111,7
9,-12.444445,20.777779,1
9,-21.555555,64.333336,6
9,-16,44.444443,4
9,-18.11111,31.333334,1
9,-3.111111,3.333333,3
9,-7.666666,7.555555,1
9,-12.333333,129.33334,2
9,-11.444445,142.66667,2
9,-22.444445,79.44444,4
9,-5.555555,8.777778,1
9,-3.666667,4.444445,3
9,-7.555555,7.444445,1
9,-11.666667,40.333336,6
9,-12.888889,138.88889,2
9,-7,12.222222,4
9,-0.444444,0.444444,5
9,-7.666666,7.444445,1
9,-22.777779,76.22222,4
9,21.88889,27.555555,7
9,11.333333,11.555555,7
9,-1.111111,2.555556,5
9,-15,140,2
9,-22,67.66667,6
9,-22.666666,122.22222,2
9,-0.444444,6,3
9,-29.777779,119.333336,2
9,-14.777778,42.77778,4
9,13.444445,18.11111,7
9,-6.777778,7,1
