@relation segment

@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,-8.222222,8.444445,1
9,-7.444445,7.444445,1
9,-7.111111,7.333334,1
9,-8.333333,8.444445,1
9,-16.777779,29.777779,1
9,-7.222222,7.111111,1
9,-7.444445,8,1
9,-17.11111,28.777779,1
9,-14.777778,25.444445,1
9,-8.111111,8.333334,1
9,-7,6.888889,1
9,-7.666666,7.555555,1
9,-17.222221,29.777779,1
9,-17.666666,30,1
9,-13.888889,20.777779,1
9,-7.666666,7.222222,1
9,-18.88889,35.11111,1
9,-14.222222,23.88889,1
9,-18.222221,32.333336,1
9,-16.222221,26.777779,1
9,-7.666666,8,1
9,-18.777779,35,1
9,-7.333334,7.555555,1
9,-15.888889,24.666666,1
9,-15.777778,28,1
9,-13,21.88889,1
9,-6.777778,6.555555,1
9,-18.11111,31.555555,1
9,-16.222221,26.777779,1
9,-15.222222,25.222221,1
9,-14,20.555555,1
9,-6.666666,6,1
9,-8.444445,8.333334,1
9,-15.555555,24.11111,1
9,-16.11111,28.666666,1
9,-17.555555,30.666666,1
9,-6.888889,6.777778,1
9,-8.111111,7.888889,1
9,-16,27.777779,1
9,-17.666666,29.222221,1
9,-16.444445,28.777779,1
9,-17.777779,31.11111,1
9,-7.555555,7.666666,1
9,-17.222221,28.88889,1
9,-13.111111,20.222221,1
9,-7.888889,8,1
9,-8,7.777778,1
9,-16.444445,27.333334,1
9,-18.555555,32.22222,1
9,-16.444445,27.333334,1
9,-18.555555,30.777779,1
9,-18.555555,34.77778,1
9,-15.888889,26.777779,1
9,-17.555555,30,1
9,-7.888889,7.777778,1
9,-7.666666,7.333334,1
9,-14.222222,22.222221,1
9,-7.333334,7.555555,1
9,-18.333334,30.333334,1
9,-17.666666,32.555557,1
9,-8.111111,8.666667,1
9,-6.888889,7.222222,1
9,-6.444445,6.666666,1
9,-7.666666,8.222222,1
9,-17.777779,30.222221,1
9,-7,7.555555,1
9,-6.777778,6.888889,1
9,-8,7.444445,1
9,-7.222222,7.333334,1
9,-6.555555,5.444445,1
9,-15.666667,28.11111,1
9,-13.444445,21.444445,1
9,-8.111111,7.666666,1
9,-17.11111,28.444445,1
9,-14.222222,24.11111,1
9,-17.88889,31.666666,1
9,-15.555555,25,1
9,-7.666666,7.888889,1
9,-16.222221,27.222221,1
9,-7.555555,7.333334,1
9,-7.222222,7.777778,1
9,-7.222222,6.888889,1
9,-8,7.444445,1
9,-16,27.333334,1
9,-19.333334,36,1
9,-14.444445,23.333334,1
9,-17.666666,31,1
9,-13.444445,19.444445,1
9,-8,7.555555,1
9,-7.888889,7.777778,1
9,-13.888889,21.222221,1
9,-19.222221,31.88889,1
9,-7.666666,7.666666,1
9,-6.444445,5.666666,1
9,-16.444445,26.333334,1
9,-8.111111,7.666666,1
9,-7.888889,8.222222,1
9,-19.555555,34.444447,1
9,-7.555555,7.777778,1
9,-8.333333,8.666667,1
9,-15.777778,29.666666,1
9,-7.555555,7.444445,1
9,-15.777778,26.11111,1
9,-5.666666,8.666667,1
9,-7.888889,7.888889,1
9,-15.333333,24.444445,1
9,-14.555555,21.88889,1
9,-7.333334,7,1
9,-15.333333,25.11111,1
9,-14.111111,20.444445,1
9,-18.444445,32.555557,1
9,-15,23.666666,1
9,-17.444445,29.88889,1
9,-17,28.11111,1
9,-5.111111,5.555555,1
9,-7.111111,6.666666,1
9,-17.555555,30,1
9,-7.777778,7.555555,1
9,-8,7.333334,1
9,-16.88889,28.777779,1
9,-8,8.222222,1
9,-20.11111,35.88889,1
9,-7.666666,7.888889,1
9,-17,28.555555,1
9,-19.222221,35.22222,1
9,-14.111111,21,1
9,-6.444445,6.222222,1
9,-17.555555,30.222221,1
9,-6.888889,7,1
9,-14.444445,19.777779,1
9,-5.666666,8.666667,1
9,-13.777778,21.88889,1
9,-17.222221,31.222221,1
9,-15.666667,24,1
9,-8.555555,9,1
9,-8.333333,8.444445,1
9,-16.444445,28.444445,1
9,-15.444445,23.777779,1
9,-18.555555,34.444447,1
9,-18.88889,31.333334,1
9,-7.111111,6.555555,1
9,-16.666666,27.11111,1
9,-8,8.111112,1
9,-16.11111,28.222221,1
9,-17,28.333334,1
9,-6.666666,6.333334,1
9,-20.11111,37.666668,1
9,-6.777778,7.111111,1
9,-8.333333,8.222222,1
9,-17.666666,31.11111,1
9,-7.222222,8.444445,1
9,-8.333333,8.444445,1
9,-7.333334,7.111111,1
9,-15.222222,27.777779,1
9,-8,7.444445,1
9,-17.555555,29.11111,1
9,-7.444445,7.111111,1
9,-14,22.11111,1
9,-7.444445,7.333334,1
9,-6.888889,7.555555,1
9,-7.111111,6.777778,1
9,-15.333333,22.555555,1
9,-13.666667,21.11111,1
9,-6.666666,6.888889,1
9,-15.444445,26.666666,1
9,-16.333334,27.88889,1
9,-7.555555,6.111111,1
9,-7.222222,7.333334,1
9,-8,7,1
9,-12.555555,17.444445,1
9,-14.555555,21.88889,1
9,-15.555555,25.555555,1
9,-6.888889,7,1
9,-15.333333,26.222221,1
9,-7.888889,9,1
9,-8.333333,8.222222,1
9,-20.222221,38.22222,1
9,-14.444445,24.11111,1
9,-14,20,1
9,-8.111111,7.666666,1
9,-19.11111,34,1
9,-19.555555,34.444447,1
9,-19.11111,35.77778,1
9,-7,6.777778,1
9,-15.555555,26.666666,1
9,-14.777778,26.777779,1
9,-15.222222,29,1
9,-7.666666,8.222222,1
9,-16.555555,28,1
9,-7.777778,7.111111,1
9,-7.222222,7.333334,1
9,-6.777778,6.333334,1
9,-7.555555,6.888889,1
9,-20.222221,36.88889,1
9,-16.333334,25.88889,1
9,-14,21,1
9,-7.555555,7.777778,1
9,-16.333334,28.444445,1
9,-7.333334,7,1
9,-7.666666,7.555555,1
9,-16.11111,27.555555,1
9,-17.333334,28.444445,1
9,-17.555555,29.88889,1
9,-13.777778,18.333334,1
9,-18.11111,31.222221,1
9,-16.333334,25.88889,1
9,-16.11111,27.555555,1
9,-15.666667,30.444445,1
9,-14.222222,24.88889,1
9,-17.777779,30.555555,1
9,-15.777778,25.777779,1
9,-6.555555,7.555555,1
9,-18,29.666666,1
9,-16.777779,26.88889,1
9,-7.222222,6.888889,1
9,-15.444445,23.555555,1
9,-7,6.888889,1
9,-18.222221,30,1
9,-16.666666,30.11111,1
9,-15.777778,23,1
9,-7.444445,7.888889,1
9,-14.777778,27.333334,1
9,-19.555555,34.333336,1
9,-7.333334,8,1
9,-15.777778,26.777779,1
9,-17.777779,28.777779,1
9,-7,7.222222,1
9,-7.666666,8.222222,1
9,-17.777779,27.88889,1
9,-15.333333,25.88889,1
9,-7.777778,7.888889,1
9,-18.777779,31.555555,1
9,-17.666666,31.11111,1
9,-7.888889,7.777778,1
9,-5.111111,5.555555,1
9,-7.555555,6.888889,1
9,-7.444445,7.111111,1
9,-8.333333,8.444445,1
9,-16.666666,27.222221,1
9,-14.333333,21.11111,1
9,-6.888889,6.777778,1
9,-7.444445,8,1
9,-14.444445,25,1
9,-16.777779,30,1
9,-7.333334,6.777778,1
9,-16.555555,26,1
9,-14.555555,24.555555,1
9,-19.222221,35.22222,1
9,-15.555555,26.666666,1
9,-14.888889,24.222221,1
9,-15.666667,27.444445,1
9,-7.555555,8.111112,1
9,-17.555555,29.333334,1
9,-14.666667,25.11111,1
9,-6.111111,5.555555,1
9,-8.111111,7.777778,1
9,-13.444445,21.444445,1
9,-14.777778,23.555555,1
9,-13.888889,23.333334,1
9,-17.444445,28.777779,1
9,-7.888889,8,1
9,-7.666666,7.777778,1
9,-15,24.777779,1
9,-17.333334,30.11111,1
9,-7.555555,7.666666,1
9,-14.222222,23.666666,1
9,-7.666666,7.222222,1
9,-15,23,1
9,-8.444445,9.555555,1
9,-8.444445,8.333334,1
9,-6.666666,7.222222,1
9,-7.333334,6.666666,1
9,-15.555555,25.444445,1
9,-7.666666,8,1
9,-7.222222,11.888889,1
9,-7.222222,7,1
9,-7.222222,7.222222,1
9,-15.777778,25.666666,1
9,-6.888889,6.666666,1
9,-6.333334,6.666666,1
9,-7.555555,7.333334,1
9,-14.333333,21.11111,1
9,-7.111111,7.666666,1
9,-20.88889,38.333336,1
9,-8,8.444445,1
9,-15.222222,25.222221,1
9,-19.333334,34.444447,1
9,-15.555555,23.11111,1
9,-17,27.11111,1
9,-14.444445,24.88889,1
9,-17.555555,30.88889,1
9,-15.111111,23.222221,1
9,-7.222222,8.888889,1
9,-14.777778,25.444445,1
9,-7.222222,8.444445,1
9,-8.222222,8.555555,1
9,-8.666667,11,1
9,-14.777778,140.55556,2
9,-17.555555,140.33334,2
9,-18.11111,139.33334,2
9,-11.333333,143.11111,2
9,-11.222222,149.88889,2
9,-2.666667,150.88889,2
9,-14.777778,141.66667,2
9,-23.11111,132.55556,2
9,-30.11111,115.55556,2
9,-15.222222,127.44444,2
9,-12.555555,130.66667,2
9,-10.333333,130.44444,2
9,-14.444445,142.77777,2
9,-15.888889,137.77779,2
9,-10.555555,146.33334,2
9,-23.444445,132,2
9,-25.777779,126.333336,2
9,-15,127.111115,2
9,-24.666666,128.88889,2
9,-12.333333,141.88889,2
9,-10,144.77777,2
9,-19.777779,131.11111,2
9,-9.666667,143.55556,2
9,-27.777779,122.55556,2
9,-23.333334,122.44444,2
9,-14.555555,126.888885,2
9,-16.666666,125.77778,2
9,-12.777778,128.66667,2
9,-23.333334,128.77779,2
9,-10.555555,146.44444,2
9,-17.444445,126.333336,2
9,-28.333334,117.111115,2
9,-15.888889,128.33334,2
9,-30.555555,116.888885,2
9,-7.111111,148.88889,2
9,-12.333333,142.33334,2
9,-12.333333,141.88889,2
9,-17,141.66667,2
9,-13.888889,138.66667,2
9,-11.888889,145.55556,2
9,-28.555555,119.22222,2
9,-12,140.44444,2
9,-11.222222,147.44444,2
9,-16.555555,140.77779,2
9,-24,132.44444,2
9,-33.88889,116.44444,2
9,-17.222221,141.77779,2
9,-15.888889,143.11111,2
9,-14.555555,142.22223,2
9,-13.666667,131.11111,2
9,-16.333334,124.111115,2
9,-11.777778,130.66667,2
9,-13.555555,140.88889,2
9,-13.444445,146.22223,2
9,-15,135.77779,2
9,-13.555555,140.88889,2
9,-12.888889,131.22223,2
9,-23.88889,124.111115,2
9,-13.111111,130.11111,2
9,-8.666667,150.11111,2
9,-27.333334,119.333336,2
9,-23.222221,128.88889,2
9,-20.88889,129.22223,2
9,-17.333334,140.88889,2
9,-23.333334,128.33334,2
9,-12.222222,143.88889,2
9,-13.888889,126.44444,2
9,-14.333333,130.88889,2
9,-15.777778,138.77779,2
9,-11.888889,146.11111,2
9,-14,141,2
9,-15.777778,141.33334,2
9,-30.333334,118,2
9,-13.777778,129.55556,2
9,-12.111111,147.33334,2
9,-14.888889,126.55556,2
9,-25.11111,121.55556,2
9,-15.444445,132.44444,2
9,-24.222221,127.333336,2
9,-14.666667,138.66667,2
9,-11.444445,129,2
9,-24.222221,127.55556,2
9,-17.11111,130.33334,2
9,-15,126.22222,2
9,-16.333334,139.66667,2
9,-30.777779,118.666664,2
9,-29,115.44444,2
9,-21.333334,132,2
9,-22.777779,127.333336,2
9,-14.111111,130.33334,2
9,-21.88889,130.22223,2
9,-15,139.33334,2
9,-22.555555,125,2
9,-11.666667,145.88889,2
9,-9,145.33334,2
9,-14,131.33334,2
9,-16.333334,140.11111,2
9,-13.555555,132.55556,2
9,-13.888889,142.44444,2
9,-4.777778,149.88889,2
9,-10.777778,145.55556,2
9,-13.666667,140.55556,2
9,-12.333333,139,2
9,-22.444445,128.55556,2
9,-12.444445,146.77777,2
9,-15,140.88889,2
9,-26.88889,131.11111,2
9,-30.11111,115.666664,2
9,-14.222222,141.33334,2
9,-22.444445,128.55556,2
9,-9.777778,145.44444,2
9,-13.888889,143.11111,2
9,-23.333334,126.77778,2
9,-25.88889,123.22222,2
9,-24.11111,131.11111,2
9,-13.666667,146.66667,2
9,-14.111111,141.77779,2
9,-23.777779,127.55556,2
9,-15,138.33334,2
9,-16.666666,137.55556,2
9,-18.222221,119.888885,2
9,-11,145.77777,2
9,-26.222221,126.888885,2
9,-12.333333,145.66667,2
9,-15.111111,128.11111,2
9,-14.666667,142.22223,2
9,-15.333333,141,2
9,-15.555555,126.111115,2
9,-14.444445,142.77777,2
9,-12.777778,128.66667,2
9,-30.555555,118,2
9,-17.666666,132.22223,2
9,-11.444445,147.22223,2
9,-12.222222,146.11111,2
9,-14.333333,139.77779,2
9,-19.222221,125.44444,2
9,-13.555555,131.11111,2
9,-17,140,2
9,-14.666667,142.22223,2
9,-11.777778,138.11111,2
9,-14.777778,140.33334,2
9,-9.888889,145.55556,2
9,-20.88889,129.22223,2
9,-30.555555,116.888885,2
9,-16.444445,140.44444,2
9,-14.111111,142.44444,2
9,-12.666667,140.22223,2
9,-14.222222,142,2
9,-11,145.22223,2
9,-16,141.55556,2
9,-15,138.44444,2
9,-11.111111,145.44444,2
9,-8.555555,149.55556,2
9,-13.888889,132,2
