@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-2 numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
54,9,0,-5.444445,32.555557,1
109,9,0,5.888889,20.444445,1
56,9,0,-7.555555,37.666668,1
115,9,0,4.666666,8.444445,1
92,9,0,-3.333333,29.777779,1
116,9,0,3.444444,7.333334,1
102,9,0,-2.888889,29.777779,1
124,9,0,4.333334,7.777778,1
65,9,0,-2.111111,26.777779,1
133,9,0,4,8.222222,1
103,9,0,3.777778,22.777779,1
61,9,0,-3.222222,30.666666,1
60,9,0,-1.777778,25.777779,1
56,9,0,-4.888889,30.222221,1
86,9,0,-2.222222,31.333334,1
137,9,0,5.777778,7.777778,1
106,9,0,1.333333,23.666666,1
66,9,0,-4.222222,29.88889,1
142,9,0,5.888889,6.777778,1
124,9,0,5.333334,6.888889,1
74,9,0,-3.111111,30.555555,1
115,9,0,1.888889,24.11111,1
114,9,0,3.888889,6.666666,1
103,9,0,-1.888889,28,1
64,9,0,-4.222222,31.88889,1
62,9,0,-10.777778,37.666668,1
95,9,0,-0.222222,26.666666,1
60,9,0,-1.333333,24.777779,1
68,9,0,-8.888889,36.88889,1
53,9,0,-2,27.444445,1
133,9,0,5,8.444445,1
149,9,0,-4.222222,8.777778,1
129,9,0,4.666666,8.222222,1
101,9,0,-0.222222,26.777779,1
131,9,0,6,7.222222,1
145,9,0,4.888889,5.555555,1
130,9,0,4.666666,7,1
136,9,0,4.555555,8,1
124,9,0,4.222222,7.666666,1
111,9,0,0.888889,5.555555,1
34,9,0,-6.333334,27.88889,1
147,9,0,-0.777778,7,1
55,9,0,-1.444444,26.666666,1
51,9,0,-2.444444,25.666666,1
86,9,0,-1.444444,30.222221,1
60,9,0,-4,31,1
130,9,0,4.444445,7.666666,1
138,9,0,4.666666,7,1
149,9,0,-4,8.666667,1
44,9,0,-4.222222,25.222221,1
91,9,0,0.111111,24.555555,1
140,9,0,4.333334,7.555555,1
108,9,0,-2.777778,28.222221,1
80,9,0,-6,34.444447,1
75,9,0,-7.888889,34.77778,1
117,9,0,3,7.444445,1
123,9,0,5.666666,8,1
78,9,0,-1.777778,31.222221,1
128,9,0,5.555555,6.888889,1
60,9,0,-6.222222,35.22222,1
147,9,0,-1.444444,7.666666,1
126,9,0,6.777778,7.666666,1
111,9,0,2.888889,7.888889,1
74,9,0,-0.444444,26.88889,1
128,9,0,4,7.111111,1
122,9,0,4.444445,7.444445,1
122,9,0,5.111111,8.111112,1
137,9,0,5.777778,7.777778,1
111,9,0,2.888889,7.888889,1
114,9,0,0.444444,24.666666,1
81,9,0,-1.111111,26.11111,1
123,9,0,5.222222,7.555555,1
85,9,0,2.777778,21.88889,1
61,9,0,-0.888889,24.222221,1
51,9,0,-9.222222,35.11111,1
145,9,0,3.777778,5.444445,1
142,9,0,6.333334,6.777778,1
140,9,0,4.666666,8.222222,1
100,9,0,0.777778,25.555555,1
115,9,0,3.111111,8,1
132,9,0,5.222222,7.111111,1
88,9,0,-2.444444,28.444445,1
135,9,0,4.777778,7.444445,1
84,9,0,-0.888889,30,1
87,9,0,2.666667,21.11111,1
135,9,0,4.555555,5.666666,1
116,9,0,3.444444,6.888889,1
126,9,0,5,7.444445,1
95,9,0,-0.222222,26.666666,1
112,9,0,3.555556,7.555555,1
57,9,0,-8.444445,36.22222,1
63,9,0,-3.777778,27.777779,1
122,9,0,4.333334,7.222222,1
94,9,0,-1.666667,27.333334,1
126,9,0,4.444445,8.888889,1
62,9,0,-1.888889,27.222221,1
145,9,0,4.888889,5.555555,1
143,9,0,4,7,1
95,9,0,0,26.222221,1
61,9,0,-4.222222,28.777779,1
134,9,0,4.111111,7.777778,1
145,9,0,3.111111,7,1
138,9,0,4.777778,7.333334,1
103,9,0,4.555555,19.444445,1
77,9,0,-3.111111,31.555555,1
118,9,0,3.333333,8.444445,1
67,9,0,-6.111111,35.88889,1
101,9,0,-0.222222,26.777779,1
66,9,0,-0.333333,24,1
88,9,0,-5.444445,27.333334,1
136,9,0,4.444445,7.222222,1
107,9,0,6.222222,19.777779,1
138,9,0,5.444445,6.777778,1
125,9,0,4.111111,7.333334,1
119,9,0,-0.777778,27.333334,1
56,9,0,-9.333333,36,1
135,9,0,5.222222,7.444445,1
104,9,0,-2.666667,28.333334,1
117,9,0,2.333333,24.11111,1
57,9,0,-4.888889,34.444447,1
118,9,0,4.777778,7.666666,1
92,9,0,-2,30,1
41,9,0,-5.111111,29.777779,1
128,9,0,5.888889,7.888889,1
101,9,0,1.888889,23.555555,1
146,9,0,1.666667,6.888889,1
104,9,0,1.555556,23.222221,1
75,9,0.111111,-2.555556,31.666666,1
44,9,0,-4.222222,25.222221,1
73,9,0,-2.555556,26.777779,1
67,9,0,-2.555556,30.777779,1
115,9,0,3,8.666667,1
89,9,0,-1.666667,27.777779,1
111,9,0,-0.444444,24.88889,1
114,9,0,4,7.888889,1
118,9,0,3.888889,7.777778,1
103,9,0,2.666667,22.555555,1
125,9,0,3.444444,7.777778,1
147,9,0,-4,11,1
55,9,0,-5.333334,31.11111,1
116,9,0,3.222222,8.333334,1
129,9,0,5.333334,8.444445,1
116,9,0,-1.444444,27.555555,1
104,9,0,-4.111111,28.666666,1
92,9,0,-0.888889,24.11111,1
111,9,0,3,7.222222,1
107,9,0,2.444444,23.11111,1
96,9,0,0.666667,27.333334,1
142,9,0,4.555555,6.555555,1
139,9,0,3.666667,6.888889,1
102,9,0,1.888889,21.88889,1
56,9,0,-1.222222,25.444445,1
72,9,0,-8.777778,35.77778,1
122,9,0,3.666667,7.666666,1
114,9,0,2,7.333334,1
40,9,0,-4.555555,23.333334,1
145,9,0,3.111111,7,1
129,9,0,4.777778,8.222222,1
129,9,0,4.666666,8.222222,1
131,9,0,4.666666,7.222222,1
86,9,0,-6.777778,35,1
83,9,0,0.333333,24.444445,1
107,9,0,3.444444,20.777779,1
120,9,0,5.444445,7.777778,1
64,9,0,-5.555555,31.222221,1
124,9,0,3.444444,9,1
89,9,0,-2,28.444445,1
133,9,0,5,8.444445,1
100,9,0,1.777778,26,1
85,9,0,-3,28.11111,1
133,9,0,4,8.222222,1
86,9,0,-0.111111,23.555555,1
69,9,0,-7,32.555557,1
138,9,0,4.777778,7.333334,1
118,9,0,4.111111,7.111111,1
113,9,0,7.222222,18.333334,1
124,9,0,4.666666,6.777778,1
118,9,0,-3.555556,29,1
70,9,0,-4.777778,34,1
67,9,0,-1.333333,25.88889,1
134,9,0,4.444445,7,1
69,9,0,-6.666666,34.444447,1
79,9,0,1.555556,21,1
113,9,0,4.111111,6.888889,1
98,9,0,0.333333,25.88889,1
123,9,0,4.333334,6,1
108,9,0,4,21.11111,1
118,9,0,3.666667,6.666666,1
126,9,0,4.555555,6.555555,1
85,9,0,-1,27.11111,1
90,9,0,-1.888889,29.11111,1
115,9,0,-2.111111,28,1
89,9,0,-2.333333,30.444445,1
111,9,0,4.444445,6.888889,1
139,9,0,4.333334,7.555555,1
113,9,0,3.222222,7.888889,1
45,9,0,-4.111111,28.777779,1
93,9,0,-4.444445,26.777779,1
132,9,0,5.111111,7.555555,1
53,9,0,-12.888889,38.333336,1
72,9,0,-7.333334,35.444447,1
140,9,0,4.666666,8.222222,1
75,9,0,-2.222222,29.333334,1
64,9,0,-4,25.11111,1
124,9,0,4.444445,7.888889,1
140,9,0,4.666666,6.666666,1
83,9,0,1.111111,23.333334,1
85,9,0,2.777778,21.88889,1
114,9,0,5.333334,20.555555,1
111,9,0,3.444444,22.222221,1
121,9,0,4.777778,8,1
60,9,0,-3.888889,30,1
113,9,0,-0.777778,25.444445,1
144,9,0,3.555556,6.222222,1
106,9,0,0,25.11111,1
102,9,0,-2.888889,29.777779,1
135,9,0,5.666666,6.888889,1
90,9,0,-3.555556,32.22222,1
113,9,0,4.555555,7.111111,1
121,9,0,-4.333334,30.11111,1
147,9,0,-1.111111,9.555555,1
58,9,0,-2.777778,27.333334,1
77,9,0.111111,-3.222222,32.333336,1
128,9,0,4.111111,7.666666,1
104,9,0,0.111111,24.88889,1
113,9,0,-0.777778,25.444445,1
92,9,0,2.555556,23.333334,1
64,9,0,-1.444444,28.88889,1
111,9,0,3.555556,7.333334,1
107,9,0,3,23,1
143,9,0,4.555555,6.666666,1
67,9,0,-1.333333,25.88889,1
143,9,0,5.666666,7.555555,1
88,9,0,0.888889,26.333334,1
124,9,0,4.222222,7.666666,1
115,9,0,-2.666667,21.88889,1
134,9,0,5.111111,6.444445,1
110,9,0,2.888889,21.444445,1
71,9,0,-2.666667,29.666666,1
59,9,0,-8.222222,34.333336,1
111,9,0,5.222222,7.666666,1
130,9,0,5,7.555555,1
143,9,0,4.777778,6.111111,1
71,9,0.111111,-1.666667,28.555555,1
128,9,0,5.333334,7.444445,1
123,9,0,4.444445,8.444445,1
63,9,0,-6.111111,29.666666,1
116,9,0,3.444444,7.333334,1
102,9,0,0.222222,25,1
125,9,0,3.444444,7.777778,1
118,9,0,-2.666667,27.333334,1
112,9,0,2.333333,8.111112,1
110,9,0,2.888889,21.444445,1
62,9,0,-1.333333,27.222221,1
123,9,0,2.777778,8.444445,1
120,9,0,-4.666666,30.444445,1
131,9,0,4.777778,7.555555,1
149,9,0,-4,8.666667,1
80,9,0,-1.444444,31.555555,1
124,9,0,4,8,1
116,9,0,-2.333333,28.11111,1
114,9,0,3.333333,7.444445,1
116,9,0,3.222222,8.333334,1
136,9,0,4.555555,8.666667,1
149,9,0,-5.888889,11.888889,1
101,9,0,-2.666667,29.222221,1
141,9,0,4.777778,7,1
98,9,0,2.555556,20.777779,1
81,9,0,-1.111111,28.777779,1
63,9,0,-2.555556,23.666666,1
66,9,0,-9.222222,38.22222,1
109,9,0,4.333334,21,1
116,9,0,2.444444,21.222221,1
110,9,0,0.333333,6.333334,1
122,9,0,4.111111,7.222222,1
70,9,0,-2,30.11111,1
92,9,0,-1.666667,30.333334,1
108,9,0,4,21.11111,1
130,9,0,5.444445,8.444445,1
77,9,0,-5.555555,34.444447,1
56,9,0,-4.777778,31.333334,1
116,9,0,2.777778,8.555555,1
116,9,0,-1.444444,27.555555,1
130,9,0,3.777778,9,1
128,9,0,4,7.111111,1
90,9,0,2,22.11111,1
139,9,0,4.333334,7.555555,1
92,9,0,0.222222,23.777779,1
117,9,0,-0.333333,26.333334,1
50,9,0,-4.111111,30,1
101,9,0,4.222222,20.222221,1
68,9,0,-0.111111,23,1
142,9,0,4.888889,6.333334,1
134,9,0,5.333334,7.888889,1
89,9,0,-0.555556,23.88889,1
117,9,0,2.666667,8.222222,1
136,9,0,4.555555,8,1
41,9,0,-33.77778,138.88889,2
104,9,0,-39.88889,119.888885,2
72,9,0,-30.666666,140.55556,2
41,9,0,-33.444443,139.77779,2
13,9,0,-14.111111,148.88889,2
19,9,0,-39.77778,132.33334,2
50,9,0,-38.333332,125.77778,2
14,9,0,-41.22222,130.66667,2
54,9,0,-36.333332,127.111115,2
14,9,0,-38.333332,134.11111,2
25,9,0,-43.444443,125.666664,2
30,9,0,-30.88889,141,2
42,9,0,-39.77778,126.22222,2
64,9,0,-37.333332,126.22222,2
38,9,0,-39.11111,131.44444,2
20,9,0,-31.666666,142.66667,2
72,9,0,-42.666668,117.111115,2
74,9,0,-38.22222,123.22222,2
51,9,0,-40.555557,127,2
20,9,0,-33,140.55556,2
28,9,0,-45.444443,130.66667,2
101,9,0,-25.444445,147.22223,2
29,9,0,-27.666666,142.88889,2
26,9,0,-17.666666,146.55556,2
75,9,0,-30.555555,141.22223,2
17,9,0,-32.333332,143.55556,2
15,9,0,-40.88889,132,2
30,9,0,-37.444443,130.11111,2
28,9,0,-46.22222,131.22223,2
39,9,0,-40.666668,131.11111,2
51,9,0,-33.555557,141.11111,2
49,9,0,-31.222221,143.11111,2
18,9,0,-44.666668,130.44444,2
94,9,0,-43.22222,119.22222,2
11,9,0,-19.666666,150.88889,2
18,9,0,-44.666668,130.44444,2
42,9,0,-19.88889,147.44444,2
71,9,0,-49.11111,115.55556,2
25,9,0,-43.333332,131.33334,2
93,9,0,-25.222221,128,2
31,9,0,-39.22222,132.55556,2
18,9,0,-34.88889,142,2
23,9,0,-36,139.77779,2
35,9,0,-38,125.44444,2
58,9,0,-35.444443,138.77779,2
32,9,0,-19.555555,146.33334,2
29,9,0,-28.444445,142.77777,2
52,9,0,-31.88889,129.22223,2
22,9,0,-16.555555,147.88889,2
24,9,0,-32.555557,137.77779,2
21,9,0,-33,141.88889,2
62,9,0,-28.666666,139.44444,2
25,9,0,-30.666666,142.33334,2
47,9,0,-20.222221,146.33334,2
35,9,0,-30.333334,142.55556,2
45,9,0,-36.88889,140,2
85,9,0,-43,118,2
57,9,0,-33,139,2
46,9,0,-18.222221,145.55556,2
12,9,0,-35.666668,143.11111,2
54,9,0,-20.333334,145.55556,2
15,9,0,-19.222221,149.55556,2
56,9,0,-30.333334,140.66667,2
97,9,0,-23.444445,145.44444,2
15,9,0,-19.333334,150.11111,2
62,9,0,-42,121.44444,2
66,9,0,-34.666668,139.77779,2
66,9,0,-43,117.333336,2
59,9,0,-28.777779,140.44444,2
58,9,0,-35.666668,138.77779,2
25,9,0,-37.77778,133.77779,2
39,9,0,-32.88889,142.88889,2
13,9,0,-47.666668,128.44444,2
19,9,0,-18.666666,146.44444,2
42,9,0,-21.555555,146.44444,2
47,9,0,-29.222221,139.77779,2
21,9,0,-33,141.88889,2
41,9,0,-19.444445,147.22223,2
32,9,0,-33.333332,142.22223,2
63,9,0,-38.77778,123.22222,2
54,9,0,-37.22222,127.44444,2
79,9,0,-41.555557,126.55556,2
62,9,0,-27.777779,126.333336,2
47,9,0,-22,145.77777,2
60,9,0,-30.666666,128.22223,2
11,9,0,-19.333334,150.11111,2
13,9,0,-36.333332,135.77779,2
40,9,0,-30.555555,140.55556,2
21,9,0,-28.11111,143.22223,2
27,9,0,-33.333332,138.66667,2
76,9,0,-46.555557,116.55556,2
56,9,0,-30.666666,141.66667,2
32,9,0,-19.555555,146.33334,2
13,9,0,-32.22222,145.44444,2
39,9,0,-32.22222,142.44444,2
94,9,0,-18.88889,127.55556,2
29,9,0,-43.444443,126.333336,2
60,9,0,-29,138.33334,2
64,9,0,-37.333332,126.22222,2
49,9,0,-32.77778,140.44444,2
35,9,0,-34.22222,141.33334,2
65,9,0,-34,140,2
36,9,0,-20.222221,146.11111,2
18,9,0,-15.888889,147.55556,2
39,9,0,-32.444443,132,2
64,9,0,-46.77778,118.666664,2
40,9,0,-44.11111,129,2
19,9,0,-33.666668,142.44444,2
35,9,0,-46.22222,122.55556,2
71,9,0,-27,122.44444,2
15,9,0,-46.88889,131.11111,2
12,9,0,-35.444443,135.33334,2
58,9,0,-38.11111,128.11111,2
17,9,0,-28.555555,143.88889,2
51,9,0,-36.88889,140.77779,2
53,9,0,-26.444445,130.22223,2
89,9,0,-38.88889,125.44444,2
26,9,0,-41.666668,130.88889,2
96,9,0,-24.444445,128.11111,2
18,9,0,-15.888889,147.55556,2
47,9,0,-41.666668,128.77779,2
57,9,0,-33.77778,140.33334,2
96,9,0,-44.444443,115.666664,2
20,9,0,-39.77778,129.55556,2
55,9,0,-38,132.22223,2
58,9,0,-38.22222,126.44444,2
35,9,0,-30.333334,140.11111,2
56,9,0,-30.333334,140.66667,2
46,9,0,-40.88889,128.88889,2
46,9,0,-35.333332,141,2
109,9,0,-39.11111,122.22222,2
24,9,0,-29.88889,141.66667,2
30,9,0,-31.666666,139.66667,2
17,9,0,-33.444443,141.88889,2
21,9,0,-35.444443,142.88889,2
39,9,0,-32.444443,132,2
34,9,0,-35.333332,140,2
49,9,0,-37.77778,139.33334,2
63,9,0,-38.11111,126.111115,2
41,9,0,-20.333334,145.88889,2
13,9,0,-29,144.77777,2
67,9,0,-28.222221,125.55556,2
24,9,0,-29.88889,141.66667,2
57,9,0,-43.77778,121.55556,2
48,9,0,-30.444445,138.11111,2
67,9,0,-31.666666,138.44444,2
26,9,0,-16.777779,146.77777,2
34,9,0,-35.444443,142,2
113,9,0,-25.333334,145.66667,2
68,9,0,-30.333334,141,2
79,9,0,-41.555557,126.55556,2
52,9,0,-31.88889,129.22223,2
51,9,0,-28,140.22223,2
45,9,0,-31.222221,137.33334,2
45,9,0,-41.444443,124.55556,2
44,9,0,-31.11111,138.11111,2
44,9,0,-42,121.44444,2
21,9,0,-33.22222,143.11111,2
15,9,0,-32.77778,144,2
54,9,0,-35.11111,141.33334,2
15,9,0,-27.666666,145.33334,2
38,9,0,-34.555557,141.66667,2
36,9,0,-39.77778,132.44444,2
